x,y,Amplitude (m)
-78.30252171,38.86987307,8.2059538
-78.3009838,38.8684861,16.0807306
-78.2997348,38.86507867,131.9381338
-78.30085623,38.86363428,188.0239328
-78.30535574,38.86349422,2.293748599
-78.30981404,38.86444654,123.1238162
-78.31206027,38.86416494,2.433455199
-78.31435022,38.86149681,345.8695702
-78.3104262,38.85737922,221.2434906
-78.31047709,38.85144317,238.9350216
-78.31482074,38.85083143,117.3323932
-78.31705637,38.8511261,123.1605518
-78.32150473,38.85232742,123.3598146
-78.32373678,38.85271969,134.6092572
-78.32838725,38.85283653,172.1274368
-78.32994524,38.8518451,121.0733018
-78.329328,38.84832629,21.2153656
-78.3283296,38.84668173,22.4270838
-78.32773413,38.84504639,18.8620608
-78.32747754,38.84328367,22.4237442
-78.32762382,38.84153017,42.262638
-78.3285294,38.83997938,191.5572296
-78.33287654,38.83938377,722.4016778
-78.35020251,38.83813656,1150.738217
-78.34685406,38.83561712,113.0866484
-78.34553735,38.83410062,52.4467482
-78.34516291,38.83084867,90.7558564
-78.34641901,38.82928254,36.2563674
-78.3483265,38.82816365,385.1321342
-78.35715336,38.82774215,141.6563698
-78.36343519,38.82637059,370.0148782
-78.36306925,38.81949703,131.850191
-78.36033446,38.81646207,58.8621198
-78.3586572,38.81510514,103.7162874
-78.35511655,38.81275817,93.4820832
-78.35325542,38.81170693,108.445161
-78.34944594,38.81009789,168.3792924
-78.3486616,38.80835926,472.5706546
-78.35636757,38.80228494,194.7537834
-78.36057455,38.80060548,108.7557438
-78.3628276,38.80039125,123.8000852
-78.36730487,38.80074455,660.4259376
-78.3836475,38.8072204,705.2294546
-78.38731982,38.8019329,233.5788598
-78.38679561,38.80016429,41.308069
-78.38552925,38.79864935,17.8345772
-78.38394247,38.79727138,21.0912438
-78.38197676,38.79624527,98.5566054
-78.37824036,38.7945307,104.401462
-78.37637966,38.79347082,0.113546401
-78.374521,38.7923569,73.6943966
-78.37133833,38.78968152,111.6834598
-78.37016219,38.78816845,83.8896388
-78.37049323,38.78486216,79.1073316
-78.37224553,38.78378802,19.0084466
-78.37433934,38.78319259,1416.959441
-78.40189056,38.79000487,1173.768655
-78.40835359,38.78955384,358.9769436
-78.40836716,38.78631966,185.6216472
-78.40504581,38.78394844,81.2546944
-78.4031843,38.78290699,9.854603001
-78.40114574,38.7819877,113.5291454
-78.39706749,38.78018504,123.6331052
-78.39521046,38.77902643,9.6419818
-78.39352666,38.77785365,0.019481001
-78.39184251,38.77669164,93.224934
-78.38848346,38.7741191,102.1450056
-78.38695957,38.77273357,1438.987442
-78.41128885,38.77365376,992.4884882
-78.41778686,38.77538074,100.9872776
-78.42247051,38.77298208,338.048227
-78.42108071,38.76957275,21.721315
-78.42008116,38.76792892,1.0369458
-78.41906298,38.76641983,169.776915
-78.41499455,38.76187004,150.716148
-78.41363392,38.76035332,14.0825366
-78.4125263,38.75884218,10.4768818
-78.41160691,38.75530802,87.7084714
-78.41226331,38.75370081,48.3596344
-78.41378855,38.75224798,13.8031234
-78.41556178,38.75093577,115.7015552
-78.41941373,38.74940689,45.8504816
-78.42408944,38.74896178,125.1899154
-78.43101434,38.74835746,33.860761
-78.43733089,38.74680957,292.6524876
-78.43838958,38.74522184,86.4043576
-78.43789591,38.74156205,30.4760764
-78.4368547,38.7400526,113.10112
-78.43378149,38.73539014,340.9347546
-78.43683359,38.73073601,580.6913178
-78.45031852,38.72965257,523.0464822
-78.45440628,38.73114724,103.4891946
-78.45663473,38.73155745,106.3417696
-78.46077374,38.73161195,55.4607372
-78.46391633,38.72699329,228.7831942
-78.46294855,38.72359359,123.5613038
-78.45976084,38.72124304,93.1314252
-78.45824635,38.71984241,31.5642294
-78.45729895,38.7164431,1593.109982
-78.48497372,38.71231186,1714.826157
-78.48183954,38.70589238,261.0971638
-78.48339629,38.70122275,499.963167
-78.49393549,38.70101676,346.2090962
-78.49825462,38.70080296,132.8175618
-78.50018752,38.699776,87.6683962
-78.50054535,38.69629295,250.840139
-78.49639653,38.67825634,467.7015178
-78.50065054,38.67657113,101.4253218
-78.50308232,38.67605161,114.8577496
-78.50757766,38.67568419,599.0952968
-78.52283648,38.66816085,930.103647
-78.52138485,38.66659838,64.6279392
-78.52109434,38.66483527,32.0501412
-78.52137965,38.66308436,29.3973856
-78.52219312,38.66148882,53.6857398
-78.52397112,38.66024707,8.513753599
-78.52590208,38.65923378,9.221192202
-78.52799871,38.65841317,0.656788001
-78.53008354,38.65793465,366.4871474
-78.53875276,38.6463774,720.2381736
-78.53448202,38.64527829,144.1688622
-78.53280145,38.64403188,80.4114454
-78.52967619,38.64136559,444.2987142
-78.5345333,38.63875609,52.197948
-78.53845261,38.63668526,181.1989036
-78.53911646,38.63507742,3.5778248
-78.53971603,38.63333307,19.1687474
-78.53997121,38.63158148,29.9372876
-78.53968853,38.62981856,13.873255
-78.5396551,38.6280609,121.1028016
-78.54179743,38.62486232,47.4245464
-78.54308772,38.62340277,105.1795888
-78.54626769,38.62041512,158.9627336
-78.55230362,38.61786561,48.4737374
-78.55921044,38.61739213,113.0599316
-78.56814852,38.61797994,238.9194368
-78.57279412,38.61814853,149.1665736
-78.57475976,38.61741444,13.700709
-78.57647925,38.61409832,96.8879186
-78.57645803,38.61234089,40.8789304
-78.57570237,38.61056825,7.6621556
-78.57480905,38.60879275,17.6325314
-78.57423252,38.60715896,6.914641801
-78.57378022,38.6053926,7.7567776
-78.57346728,38.60362913,78.0458954
-78.57175215,38.60034987,182.948854
-78.56675012,38.58362215,342.0089926
-78.5678927,38.5769964,244.6713412
-78.5734311,38.57368239,183.485973
-78.57567295,38.57357184,10.9138128
-78.57771872,38.57417285,0.620609
-78.57975334,38.57510697,113.894275
-78.58383421,38.57663296,34.7424154
-78.58729089,38.57891181,83.0764462
-78.59224014,38.58269896,143.878317
-78.59460444,38.57892727,262.6973888
-78.59224906,38.57604059,40.147558
-78.59061498,38.57465541,134.983849
-78.59140605,38.57159021,61.312273
-78.59329867,38.56646629,83.7972432
-78.59368577,38.56282511,15.8235814
-78.59378858,38.56107022,61.935665
-78.59277864,38.55770304,363.2588674
-78.58524231,38.55035216,375.0610138
-78.58444441,38.54857869,42.012168
-78.58289171,38.54516778,77.9368018
-78.58273924,38.54340763,0.425798999
-78.58257912,38.52763379,231.4804778
-78.58657783,38.52585377,98.3000128
-78.58881046,38.52563077,112.8884988
-78.59307127,38.52684348,63.463532
-78.59847228,38.5299909,74.0934788
-78.60254211,38.53178631,124.5208822
-78.60884911,38.53357968,101.153701
-78.61333876,38.53309982,124.6572492
-78.61558879,38.53270161,133.6218488
-78.6202395,38.532553,134.2725142
-78.62247784,38.53250839,0.306129999
-78.62472168,38.53229652,124.6127212
-78.62920434,38.53202443,125.3941876
-78.63143414,38.53223949,123.829585
-78.63588869,38.53282514,50.2531876
-78.6412461,38.53000488,359.045962
-78.64015281,38.52660395,0.3929596
-78.63906658,38.52509534,90.035616
-78.63636275,38.52233765,63.6121442
-78.63251605,38.52023257,23.3961244
-78.62824901,38.51920009,113.0393374
-78.62601286,38.51919079,125.0246052
-78.62153049,38.51947822,146.0980378
-78.61967295,38.51842049,17.7160214
-78.6181337,38.51710249,83.297973
-78.618091,38.51561492,469.8394184
-78.62648954,38.51515481,343.9765736
-78.62870812,38.51569535,0.331177
-78.63093265,38.51605576,364.8602056
-78.63971234,38.51586372,1154.839803
-78.62774392,38.50134933,752.6116994
-78.62929709,38.49624489,60.104451
-78.62977041,38.49449745,0.912824001
-78.63022733,38.49274967,25.1878198
-78.63113678,38.49114621,4.697704
-78.63213063,38.48954444,116.6872938
-78.63102805,38.48438621,204.6000374
-78.62624958,38.48055911,16.366823
-78.62176516,38.46703359,383.667163
-78.62417379,38.4639739,56.3874762
-78.62556935,38.46251549,67.9708788
-78.62818609,38.45945993,75.1788488
-78.63215351,38.45777418,106.6673806
-78.63420452,38.458131,27.3657956
-78.63674719,38.45571348,332.454397
-78.63331691,38.45373399,76.7122818
-78.63126486,38.45341317,8.8265628
-78.62937139,38.45069876,487.0233302
-78.63622789,38.44353889,462.5590904
-78.63477395,38.44069827,22.4610364
-78.63291647,38.43969302,75.9469568
-78.62969451,38.43732478,88.157091
-78.6280564,38.43592202,12.2607848
-78.62619801,38.43495089,20.8903112
-78.6239643,38.43180239,149.6246554
-78.62441878,38.42991941,21.6873624
-78.6252629,38.42817949,22.0741994
-78.62650361,38.4268801,36.1851226
-78.62839443,38.42559386,80.8550556
-78.63173791,38.42317462,100.065548
-78.63328359,38.42171914,27.7170102
-78.6343313,38.42011842,42.8403888
-78.63460933,38.41836699,2.184655001
-78.63484811,38.41661476,1.8440158
-78.63505376,38.41121262,10.8236436
-78.63545387,38.40757144,19.3290482
-78.63550671,38.40595061,207.052417
-78.6318396,38.40428168,100.9043442
-78.62998536,38.40320617,10.7735496
-78.62832468,38.40188586,78.2958088
-78.62525732,38.3989764,477.4147444
-78.6307673,38.38936021,231.6686086
-78.63211507,38.38606798,20.6537562
-78.63383391,38.38526473,152.1137706
-78.63828566,38.38566091,134.3710324
-78.64032327,38.38636874,0.470327
-78.64235243,38.38733768,113.6838802
-78.64642406,38.38887024,103.9322482
-78.64862842,38.38973704,115.4009912
-78.6529061,38.3902167,112.722632
-78.65515858,38.3895976,97.791837
-78.65916801,38.38774694,129.696149
-78.66084729,38.38658027,384.8115326
-78.66944018,38.38080452,272.8302918
-78.67313134,38.37642845,44114.67886
-77.88424832,39.59823656,43738.34991
-77.88117827,39.60086213,5268.502866
-77.97276332,39.60220132,5174.372344
-77.97138444,39.60372297,10061.09603
-77.78924566,39.49293368,10069.48288
-77.78801746,39.49449461,11.6652228
-77.78699884,39.49600546,3037.106824
-77.84054556,39.52295005,3031.123931
-77.83963443,39.52998989,36.9677022
-77.83805913,39.53129858,18.9728242
-77.83614296,39.53223722,28740.75512
-78.35058962,39.64033835,27211.59903
-78.37614661,39.63005448,250.6124896
-78.40620616,39.57853118,195.7239372
-78.43274929,39.58798559,627.8620546
-78.44801211,39.59088049,2270.712039
-78.42247881,39.54466025,2045.719848
-78.43369937,39.55277336,499.2935772
-78.43594951,39.5532928,4.658742
-78.43811595,39.5526096,591.3229344
-78.45090623,39.55004423,470.9108734
-78.45523602,39.5509757,114.9590508
-78.45750043,39.55110765,47.5514512
-78.46061916,39.53738878,227.1863088
-78.46781957,39.51694632,155.7049538
-78.47222255,39.51581056,119.4485864
-78.47447949,39.51611832,578.1621274
-78.48712382,39.51866814,459.879618
-78.49150585,39.51810879,143.2393402
-78.49846135,39.51876326,261.1494842
-78.50072498,39.51889048,250.286322
-78.50748531,39.52012837,146.3685454
-78.51161595,39.5217214,114.9245416
-78.51368183,39.52250436,1615.953959
-78.5447803,39.52137294,963.5102224
-78.55856813,39.52127096,640.1050282
-78.56085569,39.52072056,9.5562654
-78.56297156,39.52008928,1443.132442
-78.59101507,39.53662007,1434.829084
-78.59328012,39.5367288,119.8677062
-78.59769874,39.53511884,96682.38347
-76.86510005,37.96349073,96400.27466
-76.86445024,37.95985126,54.5935544
-76.86478127,37.95808871,3447.485221
-76.80317401,37.98753586,3501.654647
-76.80447826,37.99336452,56.2438734
-76.80477202,37.99745137,155.1533632
-76.8078533,38.00155848,26542.03484
-77.28779471,38.34676881,26465.05038
-77.29225911,38.34683477,134.6849548
-77.29430373,38.34636225,3287.420976
-77.35541089,38.34661884,3177.972266
-77.35942189,38.34857816,125.7142326
-77.36117428,38.34968902,104.3413492
-77.36480129,38.35038764,35495.03767
-76.73071652,38.1629037,35186.46977
-76.72879973,38.15955257,84.057732
-76.72839314,38.15780127,1440.474677
-76.70210666,38.0693743,8868.53044
-76.51648618,38.03438127,10691.35203
-76.52294892,38.03283776,530.7949108
-76.53894804,37.9822698,5867.29092
-76.4495341,37.99543722,5063.744754
-76.45109653,37.9940481,119.6116702
-76.45480793,37.99226288,11595.04723
-76.66683854,38.09997586,20051.97308
-76.51861092,37.97998889,27600.41586
-76.86625854,37.96698695,19314.84655
-76.86689131,37.96859902,14.569005
-76.86778583,37.97020694,20097.5564
-77.22975754,38.23385496,20371.86669
-77.22572374,38.23531924,140.5047644
-77.22421428,38.23677159,49.4767306
-77.22359373,38.24002729,2968.209207
-77.27630069,38.23901639,2953.695305
-77.2759409,38.23726626,24.1992982
-77.27514634,38.23376743,38.7655202
-77.27504825,38.23187706,35.8595116
-77.27559442,38.22835223,11.4865542
-77.27634696,38.22658051,113.8731242
-77.27914537,38.22401214,3944.367051
-77.35280916,38.24719594,3723.380709
-77.35957786,38.24223666,253.5084794
-77.36179197,38.24180979,3.1047148
-77.36406186,38.24204726,40.1931992
-77.36560963,38.24291712,3.2466478
-77.36709907,38.24438285,10.2926472
-77.36877343,38.24570066,1040.156825
-77.38913548,38.24469298,814.0286132
-77.39487251,38.24717106,26.599914
-77.40013164,38.25073991,195.1094508
-77.40188539,38.25194748,105.9504798
-77.40554267,38.25370168,3537.547554
-77.47275632,38.32005376,3635.057195
-77.47466172,38.32059022,5.9088656
-77.47646096,38.31968721,140.6127448
-77.48078648,38.31908215,115.7766962
-77.48303193,38.31952761,105.7851696
-77.48717794,38.32036496,26.4435094
-77.49084886,38.3223558,87.1368432
-77.49295426,38.32300098,113.9326804
-77.4971066,38.32472755,115.3687084
-77.4991862,38.32533197,9.32305
-77.5014333,38.32581694,113.5775696
-77.50572096,38.32576912,115.6431122
-77.50793095,38.32517609,115.3403218
-77.51221317,38.3249724,3.463721798
-77.51643316,38.32297039,101.9034412
-77.51882233,38.32260242,104.6385736
-77.52309146,38.32202662,47.6232526
-77.52650498,38.31525839,223.0535538
-77.52591107,38.3118923,34.5715392
-77.52593828,38.31013469,177.0199508
-77.52914587,38.3086509,52.6638222
-77.53329963,38.30971453,116.886
-77.53535339,38.31023779,54.0586618
-77.53837838,38.31270423,72.6296208
-77.54009849,38.31401852,23.5258122
-77.54224127,38.3172158,95.4975318
-77.54266832,38.31896355,241.8577282
-77.54744064,38.32656376,17.7783606
-77.55253237,38.3298724,9.885772602
-77.55780171,38.33333911,53.113555
-77.5621168,38.33405965,79.9461278
-77.56786822,38.33625457,284.4888354
-77.56850845,38.33786239,35.5461458
-77.56851005,38.33961936,56.02179
-77.56750515,38.34126322,9.739386801
-77.56632527,38.34277576,122.0250878
-77.56733772,38.34585132,527.5182066
-77.57782768,38.34645178,459.4248758
-77.58006351,38.34658664,132.1335004
-77.58467328,38.34591355,167.0295374
-77.58628216,38.34463465,229.8796962
-77.59202111,38.33693925,146.4921106
-77.59512815,38.33431159,83.0358144
-77.59674335,38.33309367,126.5602646
-77.60063236,38.33148651,36.5279882
-77.60517764,38.33543115,336.1864
-77.60368292,38.34032989,45.2860892
-77.60137458,38.34551697,680.176332
-77.61128644,38.36313669,195.7128052
-77.61768208,38.36785946,338.7283922
-77.61799205,38.36960952,9.434926599
-77.61847153,38.37311276,21.8087012
-77.61934283,38.37822906,88.2244396
-77.61862907,38.38459717,105.0087126
-77.61980192,38.38632792,74.4997968
-77.62231325,38.38929913,15.7523366
-77.62454157,38.39013737,126.5335478
-77.62904322,38.39115625,76.273681
-77.63217452,38.39321361,199.9412954
-77.63171363,38.39498093,102.5129182
-77.63309451,38.39805838,88.7771434
-77.6328804,38.39982016,46.0352728
-77.63183921,38.40511447,233.443606
-77.63499212,38.40837731,73.9148102
-77.639473,38.40878999,142.4072232
-77.64139536,38.40969451,116.145722
-77.64540442,38.41129612,107.7722316
-77.65134974,38.41417103,214.1512934
-77.65344757,38.41516869,115.3976516
-77.65761866,38.41648869,115.8484976
-77.65970839,38.41726116,0.733598801
-77.66178494,38.4176735,134.7094452
-77.66628171,38.41849924,143.9935332
-77.66819146,38.419045,8.035634199
-77.66995684,38.42033464,0.240451199
-77.6717179,38.42150542,9.099296798
-77.67364244,38.422449,18.103415
-77.67589223,38.42289445,123.9943386
-77.68036973,38.42318592,127.441919
-77.68255758,38.42381286,95.9344628
-77.68646901,38.42551618,92.6076646
-77.68871663,38.42589836,112.4332
-77.69298425,38.42515931,114.6557038
-77.69519194,38.42446752,101.1464652
-77.69921685,38.42121361,243.2431056
-77.70761192,38.42121803,341.9850588
-77.70986281,38.42168855,121.9532864
-77.71430474,38.42102963,123.9665086
-77.71651946,38.42053422,113.0109508
-77.72076456,38.41921161,196.2727448
-77.72853594,38.41286802,70300.73738
-76.47326856,37.63279715,69630.55592
-76.46899931,37.6318062,114.025076
-76.46677866,37.63125574,6341.580912
-76.57849227,37.72016434,6066.444069
-76.58121479,37.72323714,84.7456896
-76.58241475,37.72470809,62.539576
-76.58473831,37.72778617,63.5648332
-76.58820389,37.73247105,126.4667558
-76.58939734,37.73394201,67.3547226
-76.5918009,37.73701886,77.0712888
-76.59281978,37.73849214,464.4064458
-76.60218229,37.75427931,415.6866912
-76.60407648,37.75526473,124.1017624
-76.60820031,37.75699297,114.7191562
-76.61026307,37.75789307,12172.6856
-76.83102302,37.89941112,12253.45326
-76.83163469,37.89426481,169.9149518
-76.83529909,37.89083597,1676.22539
-76.86907893,37.87791423,12674.76663
-76.67514108,37.79581342,11005.59614
-76.67893223,37.79772411,105.5836804
-76.68082644,37.79861634,7103.712697
-76.81034754,37.9119628,3027.568927
-76.88547466,37.22708938,4214.934764
-76.88487532,37.23250658,93.8772692
-76.88258936,37.24295268,41.4043608
-76.88104728,37.24622178,47.132888
-76.880352,37.24799032,61.3384332
-76.8785547,37.25126344,51.6753006
-76.87582899,37.25401049,49.5474188
-76.87399346,37.25501294,376.656786
-76.87892503,37.30877147,359.9387484
-76.87738986,37.31004113,38.1877694
-76.8751686,37.31282883,82.9244944
-76.87443718,37.31459789,102.1116096
-76.87554032,37.32512521,125.0808218
-76.87439623,37.32852308,0.178111999
-76.87325534,37.33002824,99.0976206
-76.87389486,37.33326266,14.1393098
-76.87428035,37.33514921,47.2787172
-76.87381642,37.33867148,7078.655122
-77.00052919,37.41567975,6726.553302
-77.0063912,37.41305821,71.7340514
-77.01096442,37.41644218,183.5995194
-77.01223905,37.41625601,11.212707
-77.01331223,37.41474039,46.8067204
-77.01522635,37.41388893,1.524527399
-77.01716786,37.41333824,4523.755925
-76.93783456,37.40617987,4467.674578
-76.9387685,37.40778679,21330.46102
-76.55647461,37.04610729,21192.62626
-76.55493218,37.0449107,618.6057966
-76.54227574,37.03236695,5487.880077
-76.62821578,37.09611451,4875.723604
-76.62655748,37.09275729,47.0126624
-76.62574382,37.09101086,43.2439238
-76.62415323,37.08765268,39.4941096
-76.6232722,37.08590715,5.170257401
-76.62248406,37.08429554,7.2641866
-76.62182643,37.08254694,3.3106568
-76.62122828,37.08079753,0.180338401
-76.62063337,37.07904806,0.716900801
-76.62005134,37.07729842,322.5174172
-76.61367489,37.07101551,137.0566274
-76.60976083,37.06943472,104.0435682
-76.60771604,37.06848001,95.0928836
-76.60396279,37.06651184,6643.437893
-76.71956703,37.18391926,6358.01564
-76.72094174,37.18254734,3.0106494
-76.72226236,37.18117619,10.4802214
-76.72377127,37.17966709,7.774032199
-76.72514051,37.17816001,7.227451
-76.7263799,37.17678999,7.517996202
-76.72775436,37.175418,99.8072856
-76.73092198,37.17266784,47.3288112
-76.73493992,37.17253696,100.80026
-76.73714686,37.17300162,113.4373064
-76.74139184,37.17392944,113.3788634
-76.74359983,37.17443646,0.270507601
-76.74581268,37.17515323,104.3925564
-76.74990107,37.1766071,0.270507601
-76.7539846,37.17784458,113.699465
-76.75602538,37.17841821,0.175329
-76.75806931,37.17912696,0.0322828
-76.76011266,37.17980864,0.141376398
-76.76215855,37.18059841,9.198371599
-76.76403918,37.18154562,5446.596498
-76.86377458,37.2246596,5306.605476
-76.86817032,37.22466758,122.471481
-76.87036571,37.22457112,131.4722596
-76.87492316,37.22428273,131.3887696
-76.87712005,37.22424792,131.6848808
-76.88168282,37.22417549,18355.76853
-76.55646175,37.04745947,18026.27915
-76.55510484,37.04896449,50.9756544
-76.55283209,37.0521039,6.5033144
-76.55067618,37.09269244,310.5917056
-76.55410043,37.09508122,104.9057416
-76.55563992,37.09641304,26.524773
-76.55765596,37.09963138,22.8411942
-76.56008237,37.10629459,82.4847804
-76.56399072,37.1082098,144.7566318
-76.56529834,37.10940935,127.6333894
-76.56431287,37.11292854,114.2961402
-76.56538087,37.11440164,93.3663104
-76.56812631,37.11720455,139.520139
-76.5683651,37.11895899,611.5597972
-76.57959131,37.129876,716.2768514
-76.57794873,37.1310322,123.7928494
-76.57853024,37.13366355,81.0253752
-76.58056747,37.13418647,918.712828
-76.5660989,37.15535762,80669.71504
-78.00096046,37.63446855,79588.87186
-78.00591056,37.63816246,879.3328214
-78.02665895,37.64208275,784.7497834
-78.03330835,37.64156293,125.7654398
-78.03769822,37.64229891,121.4746104
-78.03990565,37.64235308,122.9796568
-78.04432256,37.64240986,124.141281
-78.04650912,37.64299113,1320.068739
-78.07241233,37.65828441,1058.495682
-78.07929837,37.6650563,98.7224722
