x,y,Amplitude (m)
-80.43517347,36.22457108,45.5627194
-80.43762901,36.22972146,1169.507882
-80.46109619,36.2541712,1168.590606
-80.46356821,36.25729263,45.1307978
-80.4652294,36.2585442,9.4198984
-80.46705983,36.25947195,130.085769
-80.47122741,36.26048729,111.1563596
-80.47339793,36.26051876,0.1202256
-80.47557061,36.26022822,13.572691
-80.47749944,36.25944227,36.7005342
-80.4787689,36.258036,115.447189
-80.48211251,36.25572453,65.1867656
-80.48428496,36.25544414,0.261602
-80.48645271,36.25587848,120.6753328
-80.49078854,36.2567084,120.6686536
-80.49295641,36.2571349,120.7671718
-80.49729401,36.25770959,120.7142948
-80.49946283,36.25799816,353.098691
-80.5079755,36.25848039,111.166935
-80.51449092,36.25793389,241.7636628
-80.51666276,36.25774306,120.7604926
-80.52100421,36.25772188,130.1848438
-80.52768459,36.25748571,139.4516772
-80.53185955,36.25738106,11.9257116
-80.53582025,36.25962332,154.6479704
-80.53700251,36.2630087,67.0018382
-80.536981,36.26476663,59.44488
-80.53589149,36.26827843,32.5321568
-80.53538646,36.27003448,23.232484
-80.53529883,36.27355017,21.295516
-80.5355938,36.27530932,5.3121904
-80.53598421,36.27706885,67.1882992
-80.53758174,36.28032059,2.882631401
-80.53923106,36.28160354,10.1701952
-80.5410631,36.28249771,120.623569
-80.54506229,36.28412675,101.949639
-80.54722983,36.2847931,1799.694855
-80.58173109,36.27576808,1624.428194
-80.58704751,36.27262573,234.6135792
-80.59657905,36.27025654,150.6710634
-80.6034036,36.27470416,287.1738738
-80.60506872,36.27569416,129.9399398
-80.60906837,36.27743054,101.8945356
-80.61123736,36.27787808,546.4626442
-80.62322422,36.28586808,444.4334114
-80.62722629,36.28728704,111.1441144
-80.62923152,36.28712198,1.528423599
-80.63126421,36.28416218,9.9648098
-80.63347593,36.2724772,2.2798336
-80.63564669,36.27254566,120.9258028
-80.63999003,36.27228835,130.1252876
-80.64199551,36.27197882,170.297336
-80.64706059,36.25729863,47.9277128
-80.65126459,36.25312956,110.3147804
-80.65745053,36.25124336,371.402482
-80.67030917,36.25061492,388.5413092
-80.67618719,36.25575823,260.1943586
-80.6773905,36.26090032,510.8636214
-80.6877721,36.26766245,31982.40075
-80.12355074,35.25497657,31205.26581
-80.11997016,35.25603877,110.2268376
-80.11836994,35.25487942,983.1793532
-80.0991057,35.25338502,2493.344247
-80.12463744,35.25368963,48822.09831
-79.27302045,33.34559265,47507.75309
-79.27493837,33.34641292,8.950684601
-79.27669548,33.3472165,7555.59119
-79.41419803,33.36707332,7655.850435
-79.41415386,33.37045468,87.1090132
-79.41567471,33.37158338,139.65094
-79.41970456,33.37162934,133.3374262
-79.42133884,33.370411,125.5639506
-79.42522903,33.36925839,99.962577
-79.42732327,33.36935065,10431.76213
-79.24199814,33.39140234,10451.12903
-79.24444033,33.3944129,67.8434174
-79.24566363,33.3959182,15.89093
-79.24660143,33.39931325,9.056438599
-79.24737652,33.402706,14.0808668
-79.24789863,33.40447191,14.5628824
-79.24868238,33.40610624,19.4526134
-79.24981562,33.40761022,24.4380796
-79.2505098,33.40937855,18.376149
-79.25087383,33.41114222,57.1066034
-79.25021187,33.41274455,111.0188794
-79.24755532,33.41521665,191.8149354
-79.24834496,33.44817086,21.1335454
-79.24875491,33.45132395,87.934451
-79.25074471,33.45188025,97.3376514
-79.2544833,33.45053,742.4159006
-79.2715603,33.47893276,865.0153996
-79.27309624,33.48027442,120.3129862
-79.27679375,33.48104374,114.9874374
-79.27842537,33.47983996,3168.680385
-79.33698621,33.5186513,3306.159472
-79.33614785,33.52026331,9.506728
-79.33548029,33.52363613,72.8127422
-79.3361209,33.525268,550.277024
-79.34664791,33.53427203,391.0855278
-79.35014859,33.53705663,106.1731198
-79.35174174,33.53822496,46.50393
-79.35417039,33.54133606,1540.328161
-79.38427292,33.54403223,1709.233997
-79.38366697,33.54658098,116.9900842
-79.38516289,33.54779902,317.687799
-79.39236646,33.55137921,8.5037348
-79.39972281,33.54787627,1159.605412
-79.42791289,33.5300541,1474.662163
-79.42960886,33.52890582,105.061033
-79.43319238,33.52723775,100.3226972
-79.43497348,33.52627547,2745.2102
-79.48607564,33.46031156,3850.313896
-79.4680022,33.22826785,1335.401399
-79.47392088,33.22854676,6625.114621
-79.59886785,33.27873726,6604.620609
-79.60515473,33.27839311,111.2760286
-79.6094424,33.28223811,1248.64694
-79.63616354,33.29363652,1022.404625
-79.64451593,33.29520702,115.7182532
-79.6507893,33.2958087,3997.620312
-79.72888481,33.32047717,4238.468925
-79.73083104,33.31961321,133.759329
-79.73518042,33.31971039,125.933533
-79.73726725,33.32026504,2082.635786
-79.77677118,33.35927095,1983.589373
-79.7806375,33.36255584,74.4135238
-79.78316689,33.3684737,4141.57711
-79.86010478,33.41147299,4306.043504
-79.85967933,33.4132278,75.6063176
-79.86061224,33.41675381,34.8526222
-79.86217132,33.41793699,512.319687
-79.87293485,33.43392016,402.5114126
-79.87646677,33.43530816,127.953991
-79.87769984,33.43693193,20.8619246
-79.8785581,33.44045713,375.6599154
-79.88616555,33.44657748,225.3417364
-79.88972446,33.44843667,129.064408
-79.89096457,33.44990344,78.0308672
-79.8936066,33.45281314,7907.980216
-80.03832517,33.50308451,8000.117554
-80.03931184,33.50147774,29.079567
-80.04082096,33.50032596,12.531849
-80.04255523,33.50062257,30.5283968
-80.04374102,33.50204413,12.1795212
-80.04514563,33.50354313,10.2264118
-80.04673397,33.50498038,2510.781412
-80.09343157,33.49620347,2461.825102
-80.09589947,33.49594191,194.0229676
-80.09488151,33.49755793,181.6196932
-80.09712657,33.49906248,1091.475345
-80.11898132,33.50001351,1010.84126
-80.12267507,33.5020291,88.7921716
-80.12477356,33.50211095,2.154042
-80.12691075,33.49941124,184.3837688
-80.12573526,33.49426198,350.070787
-80.13084922,33.4920367,588.3913222
-80.14653435,33.47325162,1065.495484
-80.14307655,33.47138396,140.2086532
-80.14213777,33.46988928,140.3728502
-80.13867702,33.46790809,120.2656752
-80.13305555,33.4650639,193.813686
-80.13091618,33.4622349,170.8355682
-80.13184608,33.460737,154.9808172
-80.1355604,33.46119588,96.5389304
-80.13754028,33.46424737,214.950571
-80.14338201,33.46418326,306.873061
-80.14371039,33.46099269,315.358428
-80.13837297,33.45901681,393.6842932
-80.14010857,33.45371262,554.2004974
-80.15180106,33.45737384,874.3690626
-80.14778444,33.4532876,202.7933138
-80.14741125,33.45152626,336.4602472
-80.15308298,33.44726291,43.1737922
-80.15953038,33.44809146,245.4895432
-80.16156726,33.45109066,1312.523469
-80.18718523,33.42459093,1211.144345
-80.19104351,33.42609534,107.354225
-80.19297304,33.42681142,107.365357
-80.19683152,33.42831565,885.4248084
-80.21659774,33.45874726,1028.996439
-80.21787678,33.46010824,105.3582574
-80.22104871,33.46278893,68.9004008
-80.22298276,33.46311674,3522.703589
-80.28820649,33.46166844,3387.897295
-80.2925625,33.46193303,125.7398362
-80.29465944,33.46211119,126.0353908
-80.29902076,33.46172233,12038.20213
-80.51966311,33.60992501,12281.49589
-80.51965336,33.61168375,10.7874646
-80.5194498,33.61506522,3.071875399
-80.51930143,33.61682342,7.7150326
-80.51929167,33.61858215,17.457759
-80.51959556,33.62210088,1.255689599
-80.51987689,33.62386075,74.069545
-80.52148897,33.6306315,95.4134852
-80.52138683,33.63238988,8.2582742
-80.52113632,33.63590645,15.2024158
-80.52115894,33.6376653,10.2976566
-80.52136657,33.63939395,73.2546826
-80.52289031,33.64046799,23.0565984
-80.52482829,33.64101661,8.990203199
-80.52692779,33.64161092,0.001113201
-80.52902731,33.64220519,952.3793356
-80.54823749,33.64954825,928.4767052
-80.55076645,33.65265831,74.5999848
-80.55195513,33.6542861,3.466504799
-80.55308153,33.65753713,2141.808489
-80.59268814,33.6913178,2097.687363
-80.59460723,33.69228737,21.8682574
-80.59613343,33.6952056,180.750284
-80.59441223,33.6963905,1466.972734
-80.61904699,33.7433961,77890.09638
-79.24429087,33.13184308,76443.3466
-79.242933,33.13520586,50.6222134
-79.24248462,33.13695813,5859.228569
-79.34730445,33.17329531,5761.828021
-79.34860599,33.17480066,6.7443222
-79.34978636,33.17803209,144.4276812
-79.34837191,33.17870261,46.4449304
-79.3477919,33.18389143,198.2286372
-79.35077331,33.18619283,89.2881022
-79.35215055,33.18756387,104.2183406
-79.3554002,33.18998777,5993.871222
-79.46633708,33.22933731,58081.2946
-80.62077548,33.74489861,63931.30866
-80.6266097,33.74393329,801.8507618
-80.64685015,33.75403124,1002.457194
-80.64908023,33.75685159,34.9706214
-80.65068202,33.75806832,117.74873
-80.65439931,33.76006842,370.4863184
-80.65146036,33.76852017,145.183544
-80.65112981,33.77014269,173.5929646
-80.65391807,33.77272101,41.099344
-80.65596793,33.77286203,3.179855801
-80.65807492,33.7726089,8.973505201
-80.66002069,33.77215353,83.996506
-80.66347556,33.76966287,3743.041491
-80.73417875,33.75884998,3777.299108
-80.73701814,33.75619539,52.2942398
-80.738918,33.75637981,75.0257838
-80.73946993,33.75953771,96.8990506
-80.73828095,33.76703017,182.3833484
-80.74036871,33.76995681,116.5859926
-80.74036186,33.77171555,117.7036454
-80.7424697,33.7746963,638.038929
-80.75604069,33.76877119,727.2819466
-80.75654517,33.7721544,54.3096884
-80.75802539,33.77346509,93.503234
-80.76118551,33.77189288,624.855858
-80.77557193,33.76650834,740.2345852
-80.77665913,33.76488685,33.301378
-80.77834463,33.76167543,3.337930198
-80.7800901,33.76066299,4671.813751
-80.86577042,33.80546716,4754.686482
-80.86602698,33.80722618,85.5805896
-80.8678211,33.81033973,10.6611164
-80.86942368,33.81160413,2232.389016
-80.91113386,33.82904825,2306.643909
-80.91140236,33.83067189,182.228057
-80.91494481,33.83301292,79.9155148
-80.91705148,33.83383252,1615.055607
-80.9481746,33.8385395,1642.115829
-80.9497951,33.83978481,9.0330614
-80.95157789,33.84082994,0.005566
-80.95336078,33.84177944,9.033618
-80.95530597,33.84247464,0.002783001
-80.95725121,33.84314274,99.236214
-80.96097935,33.84510835,1398.7653
-80.98983802,33.85757907,1488.939509
-80.99194607,33.85786011,117.3357328
-80.9961622,33.85839244,129.712847
-80.99804788,33.85895554,0.513741799
-80.99992433,33.85997987,40.055719
-81.00108113,33.86317263,116.1384862
-81.00015136,33.86466079,633.16033
-81.01059709,33.87931767,448.6958542
-81.01298145,33.87939282,78.1700172
-81.01677023,33.88065439,114.4826012
-81.01850219,33.88181374,1415.038614
-81.04565705,33.97775103,1490.723412
-81.04602924,33.97964487,21.643391
-81.04601258,33.98316227,3.050167999
-81.04605072,33.98505623,9.723802
-81.04626356,33.98681485,16.7030094
-81.04677649,33.98857335,6.887925
-81.04741317,33.99033179,67.1181676
-81.04925571,33.99357789,171.616478
-81.05418155,33.99912245,80.37304
-81.05766339,34.00372052,172.4224348
-81.05804745,34.00886112,72.2500196
-81.05972957,34.0138658,410.333869
-81.06878384,34.0273894,488.8946194
-81.06905452,34.02914793,30.4916612
-81.06877738,34.03280073,61.3239616
-81.069602,34.03442366,18.6845054
-81.07009093,34.03618206,26.6104894
-81.07010177,34.03807602,20.6682278
-81.07048394,34.03983448,8.3512264
-81.07101615,34.04145757,7.5875712
-81.07168468,34.04321586,11.5416576
-81.07214585,34.04497426,2.066655801
-81.07256989,34.04673269,6.6341154
-81.07311312,34.04849104,16.7942918
-81.07395808,34.0518726,17.8245584
-81.0744828,34.05363096,3.961878801
-81.07493634,34.05538936,29.3762348
-81.07591766,34.05877082,4.478403601
-81.07681852,34.06039365,54.9731556
-81.07870704,34.06363923,1319.768175
-81.10430681,34.08945904,1307.254137
-81.10642016,34.09256871,73.4589548
-81.10721373,34.09432668,38.1309962
-81.10869237,34.09770742,887.4970302
-81.12611598,34.12100939,752.3823802
-81.13002212,34.1225081,128.939173
-81.13161171,34.12379428,36.4756678
-81.13385663,34.12663275,66.861575
-81.1349003,34.12825498,63.700087
-81.13708842,34.13339323,43.3001404
-81.1384986,34.13853231,62.169437
-81.13879183,34.14042591,65.4789806
-81.14026147,34.14367097,18.8609476
-81.14139225,34.14529304,8.321726602
-81.14267254,34.14677964,17.0798276
-81.14364597,34.14840187,11.7787692
-81.14483102,34.15178249,108.9666952
-81.14797379,34.15621052,6.4793806
-81.15123297,34.15880393,72.6452056
-81.15318699,34.15948331,90.7246868
-81.15677099,34.16156751,27.7682174
-81.1598561,34.16365947,37.4057464
-81.16361325,34.1653356,118.4127538
-81.16524297,34.16650224,74.815389
-81.16821684,34.1692038,76.969431
-81.16980786,34.17047865,228.759817
-81.17550883,34.17267478,208.4834356
-81.17746414,34.17372715,104.5812438
-81.18129838,34.17556135,117.8706254
-81.18301493,34.17653282,10.8603792
-81.1849266,34.17739574,29.2593488
-81.18631259,34.17851196,1.825647999
-81.18773138,34.17972731,11.797137
-81.18936212,34.1810776,16.5705386
-81.19129057,34.18242741,75.66977
-81.19457852,34.18438108,92.2558934
-81.19620898,34.18552566,9.019146401
-81.19800148,34.18633085,9.0553254
-81.19995667,34.18707622,0.025047001
-81.20191141,34.18762316,1.762195598
-81.20383449,34.18853086,29.8443354
-81.20522138,34.18984527,1.801714201
-81.20664064,34.1910604,120.6586348
-81.21022768,34.19330535,9.003005001
-81.21397647,34.19505209,99.8273232
-81.21593174,34.195698,90.80929
-81.21951851,34.19766671,113.053809
-81.22107413,34.19901671,25.230678
-81.22217645,34.20050279,1.4477166
-81.22325276,34.2019889,16.1837016
-81.22461983,34.20340954,21.5777122
-81.22637457,34.20446329,246.7246386
-81.23256202,34.20456896,135.829881
-81.24118982,34.20398413,912.4655496
-81.26621118,34.21827192,1101.776898
-81.27143777,34.22165401,60.2035258
-81.27558273,34.22569153,316.3591948
-81.28541147,34.23296504,438.1393786
-81.2873685,34.23370901,117.9591248
-81.29144481,34.23498904,108.8921108
-81.29356474,34.23571449,344.7012668
-81.30187765,34.23740653,227.0304608
-81.30611168,34.23714867,108.84313
-81.30839021,34.23664823,108.9049126
-81.31262535,34.23670708,816.4631816
-81.33152925,34.25815495,16211.12361
-81.05918048,34.00295319,15258.41087
-81.06096773,34.00359987,271.3998298
-81.06763101,34.00790022,35.9608128
-81.07494037,34.00716364,63.0371764
-81.08111719,34.01136047,117.6719192
-81.08517989,34.01278658,117.6101366
-81.08712958,34.01303774,108.5236416
-81.09102903,34.01354899,488.9018552
-81.1037122,34.02315309,588.3991146
-81.10582406,34.02291422,117.6079102
-81.11004889,34.02332796,117.590099
-81.11216107,34.02334409,117.5850896
-81.11638581,34.02365582,117.567835
-81.1184983,34.02388443,687.467792
-81.13296199,34.02609215,587.8458542
-81.13686431,34.02785557,108.5987826
-81.13881552,34.02872821,108.5664998
-81.14271726,34.02999541,602.2016814
-81.15743829,34.03691294,740.7099216
-81.15885156,34.03839924,5.786413601
-81.16016087,34.03988565,6.486616401
-81.16158672,34.04110133,2.172409799
-81.1630516,34.04230611,9.041966999
-81.16467893,34.04346197,0.004452802
-81.16630634,34.04463944,9.031948199
-81.16809602,34.04566515,126.6760374
-81.17216159,34.04698143,135.5810808
-81.17866304,34.04732002,45.5265404
-81.18434655,34.04516386,769.752753
-81.20385961,34.04986794,742.278977
-81.21003672,34.05035358,135.4775532
-81.21377981,34.05235059,252.846682
-81.2220656,34.05113511,126.8040554
-81.2280732,34.04893898,1031.346961
-81.25261021,34.04764899,1148.38046
-81.25651516,34.04913803,108.673367
-81.25846766,34.04987348,67.885719
-81.26163981,34.05188699,1041.650183
-81.28352648,34.06590777,1515.431999
-81.33263974,34.25976445,2532.296228
-81.3362572,34.26207413,130.2538622
-81.33753449,34.26368493,45.3367398
-81.33962631,34.26679052,120.1526854
-81.33955944,34.26868459,1161.939792
-81.36036824,34.31935379,1060.758818
-81.36211921,34.32274856,2.861480601
-81.36381877,34.32364536,87.990111
-81.36709918,34.32561059,518.2369016
-81.37969035,34.3635304,622.729646
-81.38109342,34.36501406,2.090589601
-81.38253405,34.36852671,69.7959702
-81.38272071,34.37028469,770.9071414
-81.39675766,34.39350716,781.9294912
-81.39674629,34.39702431,17.2206474
-81.39704431,34.39891718,47.2815002
-81.3981918,34.4022953,317.8141472
-81.40504921,34.41322994,361.5306244
-81.40541128,34.41674585,47.6288186
-81.40491764,34.41850604,112.541737
-81.40644595,34.42174753,72.8277704
-81.4092827,34.43026028,52.9276506
-81.41307036,34.43660537,159.3495706
-81.41399511,34.44187789,152.8635108
-81.41766624,34.46337373,269.4183338
-81.41649694,34.4668948,58.9027516
-81.4163859,34.46865371,64.086924
-81.41742626,34.47203197,118.5658188
-81.4205968,34.50245723,122.9874492
-81.42155772,34.50786478,22.664752
-81.42292584,34.51313562,64.5667132
-81.42313394,34.51489343,3.9607656
-81.4234132,34.51840951,9.641425201
-81.42386568,34.52016646,4.916447799
-81.42440649,34.52368163,2.948866801
-81.42500028,34.54221164,77.8110102
-81.4241961,34.54573147,49.8507658
-81.42428755,34.54748967,14.7476736
-81.42464396,34.55114073,306.9348436
-81.41948591,34.59836772,205.0547796
-81.41801192,34.60175451,56.2572318
-81.41754866,34.60351459,28.1032906
-81.41759031,34.60716672,19.1687474
-81.41728757,34.62326475,14.7382114
-81.41724962,34.62502337,2.6961704
-81.41726011,34.62867559,27.765991
-81.41677175,34.63043575,409.2390368
-81.42363587,34.64245099,171.3359516
-81.42742173,34.6466311,90.8799782
-81.43284036,34.6499486,192.1121598
-81.43480746,34.65050071,127.8076052
-81.43907078,34.65191927,150.6671672
-81.44062718,34.6527956,59.9474898
-81.44326061,34.65590804,109.6502
-81.44392404,34.65752884,77.0200816
-81.44597123,34.66279681,120.3363634
-81.45018041,34.67100561,7.4406288
-81.45425591,34.67696931,288.9499844
-81.45314007,34.68224889,62.161088
-81.45314103,34.68414263,0.3016772
-81.45313657,34.68590112,2.604888
-81.45317891,34.68765943,1.782233201
-81.45318923,34.68955313,0.041188399
-81.45319881,34.69131157,12.501236
-81.45343299,34.69306917,32.3646202
-81.45424864,34.70361694,9.915829001
-81.45488614,34.71064843,78.1616682
-81.45411937,34.71592668,1341.51398
-81.47745454,34.7230156,1034.08265
-81.48221115,34.72623423,114.9662866
-81.48490225,34.7291994,80.7698958
-81.48614222,34.73054712,33.894157
-81.48799114,34.73365084,129.6082062
-81.48751149,34.73541122,123.682086
-81.48480974,34.74029157,24.7687
-81.48255299,34.74333048,40.2182462
-81.48101881,34.74439703,123.7271706
-81.47726172,34.74647146,863.2626662
-81.45799506,34.77903618,1045.207414
-81.45750683,34.7876048,132.8737784
-81.45940584,34.79260244,73.0548632
-81.45999233,34.79625237,105.6560384
-81.46247706,34.79879495,28.4678636
-81.46445033,34.79977937,0.0601128
-81.46642252,34.80056538,9.105419398
-81.46823112,34.80141511,71.9761724
-81.46874658,34.80474063,52.73785
-81.46831454,34.80650073,28.177875
-81.46838875,34.8099542,214.204727
-81.47231141,34.82447541,391.7751552
-81.46919535,34.82687713,64.1019522
-81.46723096,34.82758807,100.182434
-81.46346667,34.8291084,116.1646464
-81.46178942,34.83034117,32.9429276
-81.45952031,34.83331655,57.4066108
-81.45828258,34.83494439,22.520036
-81.45744945,34.83657069,28.723343
-81.45610027,34.83982208,28.7188902
-81.45526706,34.84144837,4.2641126
-81.45435724,34.84307494,41.5134544
-81.45270158,34.84632744,142.5552788
-81.4536071,34.84789312,479.5515318
-81.46312835,34.8565682,450.264353
-81.46456005,34.86021485,28.762305
-81.465475,34.8618345,77.4403146
-81.46778126,34.86493671,410.2091906
-81.47745743,34.90169052,690.540224
-81.4747272,34.90846432,100.3416216
-81.47019421,34.91209795,756.7973314
-81.47925801,34.97228988,599.778245
-81.47754606,34.97743653,23.0538154
-81.47541992,34.98082638,109.062987
-81.47525323,34.98258542,190.8614796
-81.4785156,34.9870362,104.5038764
-81.47990043,34.9885186,13.1262978
-81.48104943,34.99013717,48.582831
-81.48307128,34.99324013,45.9400942
-81.48426776,34.99864576,233.6473216
-81.48126648,35.00325654,149.895163
-81.48095825,35.00826237,187.3409846
-81.48401583,35.01487794,159.1057798
-81.48421488,35.01677079,50.0806416
-81.48531369,35.02014788,21.796456
-81.4860209,35.02190343,103.3333466
-81.48858462,35.02642703,45.3161456
-81.49033418,35.0275309,2.9099048
-81.49203146,35.02904795,37.1241068
-81.49439572,35.03390767,85.4013644
-81.49522564,35.03917939,28.2218464
-81.4965626,35.04052652,26.658357
-81.49837851,35.04165525,119.0795606
-81.50233383,35.04300054,100.9549948
-81.50447537,35.04357005,118.6648936
-81.50874887,35.04315029,269.6938508
-81.51786775,35.04747091,169.7563208
-81.52393675,35.05209775,18.7028732
-81.53034177,35.05058207,548.2971978
-81.54659762,35.06195277,590.6232882
-81.5522422,35.06401919,191.4052778
-81.55444795,35.06908581,81.2602604
-81.55519376,35.0707055,76.262549
-81.55730972,35.07380672,16.6067176
-81.55912732,35.07495255,18.5948928
-81.561279,35.07545015,27.8094058
-81.56293105,35.07620638,8.6044794
-81.56473769,35.07733415,87.6500284
-81.56811907,35.07997842,124.6784
-81.56926045,35.08132564,58.2198034
-81.57144782,35.08794297,173.4721824
-81.57051855,35.09132878,58.4240756
-81.57063894,35.09308656,96.661939
-81.57249598,35.09821757,16.2187674
-81.57406163,35.10713713,193.6667436
-81.57214782,35.11025709,27.946886
-81.57073611,35.11175157,135.4742136
-81.57175836,35.1148252,43.6112798
-81.57356414,35.11600332,230.2887972
-81.57950734,35.11843672,23.0120704
-81.5850371,35.1210161,14.5511938
-81.59030543,35.13072902,35.6379848
-81.59493348,35.1345152,21.0578478
-81.59993986,35.13825605,180.4090882
-81.60170497,35.14311651,107.4221302
-81.60540005,35.14718283,86.4210556
-81.60754247,35.14740784,0.0144716
-81.60968515,35.1476663,91.6697936
-81.61347479,35.14941451,481.3660478
-81.62591276,35.18085763,471.6505948
-81.62987695,35.18220818,133.511642
-81.63144244,35.18354176,127.213713
-81.63072238,35.18643996,307.6177918
-81.62447559,35.18680596,212.6122944
-81.62204864,35.19089412,327.8446358
-81.62551182,35.19303134,82.4758748
-81.62749322,35.19358014,256.8241456
-81.63408878,35.19421304,229.575236
-81.63655974,35.19414211,83.1554834
-81.64052469,35.19548302,110.3131106
-81.64250773,35.19622067,119.5320764
-81.64663831,35.19764526,955.1790336
-81.66792985,35.20200338,722.575337
-81.67623944,35.20387657,308.0781
-81.67901403,35.2085769,1371.142912
-81.70642288,35.21339741,1415.331386
-81.70840357,35.21374651,128.3792334
-81.71269075,35.21400087,119.0979284
-81.71483819,35.21456529,110.2468752
-81.71896635,35.21546958,110.2268376
-81.72111415,35.21606609,9.0241558
-81.72309982,35.21696161,578.5890396
-81.73548055,35.21915747,569.8682308
-81.7376229,35.21912769,0.0345092
-81.73976587,35.21916743,247.3691814
-81.74635313,35.21857697,247.5767932
-81.74849237,35.21821081,119.2109182
-81.75277338,35.21775919,118.617026
-81.75492329,35.21855088,1539.608477
-81.78473415,35.21640465,1421.263628
-81.78901027,35.21548033,119.0489476
-81.79114753,35.21493825,93.8438732
-81.79497081,35.21378611,281.3134324
-81.80384823,35.21199445,284.670287
-81.8076112,35.21321553,116.571521
-81.80927982,35.21196909,105.9938946
-81.81285275,35.2099885,99.169422
-81.81464398,35.20915233,103.4557986
-81.81829392,35.20464352,115.675395
-81.82402211,35.20634234,21.48476
-81.8301363,35.2080099,116.788595
-81.83834874,35.2053642,127.3895986
-81.84427247,35.20347073,299.884948
-81.855584,35.19893703,280.479089
-81.86185638,35.19997457,129.4328772
-81.86580334,35.19925211,100.2319714
-81.86794951,35.19963735,0.2014892
-81.87009206,35.19968123,99.7939272
-81.87402753,35.19789461,1110.495481
-81.89791441,35.21240814,785.7193806
-81.90768488,35.21665044,424.3946982
-81.90983058,35.21693575,119.354521
-81.91412063,35.21738131,36.691072
-81.91775148,35.2230975,463.6539226
-81.92971244,35.22611699,555.2229716
-81.93169814,35.226796,83.4849906
-81.93518375,35.22890428,101.5299626
-81.93684525,35.23004917,0.078480599
-81.93850816,35.23131305,137.6783496
-81.94264463,35.23265325,119.616123
-81.94463205,35.23345827,322.7077744
-81.95241731,35.23667933,528.0525426
-81.95071546,35.23964116,47.3516318
-81.94986434,35.24110854,157.094784
-81.95183562,35.24333047,30338.68804
-81.40873525,34.08476504,30027.28036
-81.40511171,34.08044806,14135.86779
-81.65545633,34.14839555,13843.22866
-81.65709041,34.14929768,100.318801
-81.66052684,34.15180312,73.209598
-81.66264797,34.15255053,602.6508576
-81.67559646,34.16200215,630.5905078
-81.67721562,34.1633058,136.9436376
-81.68129514,34.16468649,127.046733
-81.68309211,34.16553506,1008.115033
-81.7030011,34.17211379,990.3338896
-81.70511753,34.17219054,118.0303696
-81.70935452,34.17283349,126.8469136
-81.71131255,34.17342639,567.381342
-81.72346428,34.18071436,537.2447916
-81.72596375,34.18367567,52.2263346
-81.72752491,34.18501918,104.2962646
-81.73095988,34.18694673,4865.644692
-81.82181211,34.17224916,4939.136486
-81.82392671,34.17212676,109.9529904
-81.82801675,34.17319045,174.8536636
-81.82896533,34.17477127,65.831865
-81.82873116,34.18078446,211.1745966
-81.832291,34.17863926,112.6230006
-81.83382743,34.17730855,33.8730062
-81.83597243,34.17431791,2744.280678
-81.88742179,34.14311411,2745.668838
-81.88954185,34.14359348,109.001761
-81.89362026,34.14463833,117.9986434
-81.89557868,34.14521025,312.4401742
-81.90315047,34.16872467,516.8593166
-81.90143625,34.17280838,1080.209761
-81.91912932,34.17920375,15002.00974
-82.20635185,34.3750196,15776.87988
-82.21012343,34.37637108,118.1377934
-82.21177252,34.37759919,10.806389
-82.21322746,34.37893742,3.6351546
-82.21474771,34.38027498,7.265856401
-82.2163985,34.38161122,74.0534036
-82.21937975,34.38393515,475.3441924
-82.23090114,34.40195414,41.8223674
-82.24167114,34.40266138,454.271873
-82.24427959,34.40689567,104.4916312
-82.24501072,34.40851139,217.4792048
-82.24964913,34.41240475,20.096043
-82.25464859,34.41931509,51.6201972
-82.25872063,34.41874766,129.0660778
-82.26047384,34.41985035,76.9321388
-82.26084487,34.42325514,81.87586
-82.2597449,34.42464615,179.9443272
-82.26187785,34.42754583,45.2838628
-82.26319722,34.4290201,36.2496882
-82.26516786,34.43211076,215.6919622
-82.27101367,34.43293513,106.0885166
-82.27495347,34.43437349,130.9830082
-82.27654,34.43564463,7.308158
-82.27799523,34.43901098,64.1976874
-82.28060385,34.44377195,29.7959112
-82.28374779,34.44579496,238.4802794
-82.28260714,34.44722447,173.5985306
-82.2845854,34.45016863,151.3378702
-82.28928263,34.45322633,159.5165506
-82.29684577,34.45658583,118.3838106
-82.302282,34.45964805,127.2615806
-82.30543182,34.46197701,93.5110264
-82.3069016,34.46337703,59.7220668
-82.30944436,34.46613618,51.7159324
-82.31105798,34.46739575,71.8453714
-82.31396239,34.47001025,16.6640474
-82.31656741,34.48543667,1.241218001
-82.31919473,34.48927291,173.208354
-82.32493395,34.49045133,273.891728
-82.32575237,34.49193031,55.5197368
-82.32557331,34.49369063,181.8128334
-82.32866074,34.49608275,71.2904412
-82.33046735,34.49668348,624.3510218
-82.34349119,34.50255729,677.4812748
-82.34434325,34.50619991,26.455198
-82.34472001,34.50768362,97.4712354
-82.34334558,34.51093723,164.6545252
-82.34492937,34.51217191,11.6591002
-82.34672263,34.5119141,28.3326098
-82.34800686,34.51048783,12.8318564
-82.34906055,34.5092434,45.838793
-82.35093779,34.5098549,16.7736976
-82.35251367,34.5111143,0.353997601
-82.35409591,34.51249445,20.8190664
-82.35605219,34.51288754,9.5746332
-82.35818049,34.51313827,200.9915996
-82.36391985,34.51558626,177.9055014
-82.36646292,34.5200175,22.68145
-82.36859849,34.52070079,22.9519576
-82.3703217,34.52174731,0.058999599
-82.37204597,34.52498136,3.1765162
-82.37371317,34.52605911,149.6769758
-82.3780695,34.5301868,145.1657328
-82.38503391,34.53820724,238.3589406
-82.39628073,34.54416572,380.399921
