x,y,Mean Curvature
-84.01250257,31.66064163,29.94307665
-84.01305067,31.66525302,59.97657202
-84.01562985,31.67004721,0
-84.02000161,31.68665015,29.98840336
-84.01846747,31.69175382,89.95193542
-84.02311697,31.69970709,0
-84.02375653,31.70675509,29.97209525
-84.02486491,31.71002701,59.9427223
-84.0263041,31.71153034,29.97062704
-84.03005602,31.71261873,0
-84.01649491,31.72633184,29.91272105
-84.01327179,31.73274831,59.92457269
-84.00785745,31.73412699,0
-83.99883464,31.75647248,29.72736703
-84.8798549,30.73099961,59.96047453
-84.88560602,30.73303033,0
-84.93295445,30.84028285,29.97109874
-84.93141971,30.84174674,29.97109874
-84.93211298,30.84500525,0
-84.93338538,30.84651397,0
-84.93514981,30.84965425,29.95966119
-84.93669453,30.85319693,59.92277753
-84.93724509,30.85482942,29.96311634
-84.93569454,30.85811011,0
-84.95723564,30.90859385,29.80392767
-84.96016173,30.91121092,59.62746024
-84.96135956,30.9124476,29.82353257
-84.96431439,30.91520034,0
-84.98135838,30.94740072,29.87648185
-84.9800033,30.95076228,59.30223996
-84.97934611,30.95264634,29.42575811
-84.97879549,30.95642639,29.99153201
-84.97918182,30.95995047,59.97905829
-84.97980104,30.96171918,29.98752629
-84.98168852,30.96468941,0
-84.98690993,30.96778377,29.96823775
-84.98893649,30.96848802,29.96823775
-84.99299878,30.96946358,0
-84.99502925,30.96998481,0
-85.00419646,30.97346444,29.95935778
-85.00539744,30.97862477,59.97592119
-85.00325113,30.98386869,0
-85.00193048,30.9942671,29.97345256
-85.00151334,30.997914,59.96859706
-85.00125233,30.99966899,29.99514449
-85.00034309,31.00330826,0
-85.06095075,31.13778429,29.98655404
-85.0633212,31.14269109,59.96606332
-85.06767789,31.1464099,0
-85.09754519,31.17648761,29.98103723
-85.09758244,31.1798709,59.97390714
-85.09837915,31.18147934,29.99286991
-85.10124536,31.18411961,0
-85.10912249,31.25689676,29.97487021
-85.07889575,31.63710377,29.97487021
-85.08282609,31.63823884,0
-85.08487015,31.63881717,0
-85.08691466,31.63937487,29.99744013
-85.08896507,31.63964526,29.99744013
-85.09323918,31.63944632,0
-85.09529761,31.63932501,0
-85.0994244,31.63859276,29.88404583
-85.10354198,31.63831125,59.87434434
-85.10542456,31.63906082,29.99029851
-85.1074695,31.63960402,29.99278909
-85.11159972,31.63869876,59.98872706
-85.11365118,31.6389211,29.99593796
-85.11711988,31.63850508,0
-85.12080077,31.63728827,29.99657848
-85.12452517,31.63633022,59.98573421
-85.12568268,31.63494008,59.97887975
-85.12764218,31.63523944,59.98304305
-85.11037084,31.25853883,59.98231371
-85.11187042,31.26383792,29.98064525
-85.11110745,31.26734473,59.97782357
-85.11082194,31.26909954,29.99717832
-85.11077283,31.27261684,0
-85.08675152,31.30446445,29.99295468
-85.08660344,31.30622123,29.99295468
-85.08661288,31.30976255,0
-85.0858149,31.31142555,0
-85.08567717,31.34314612,29.99121979
-85.08515651,31.34692692,59.98031655
-85.08481615,31.34868082,29.98909676
-85.08482608,31.35219119,0
-85.08750574,31.35444891,29.96889914
-85.09096529,31.35594371,59.774931
-85.09149994,31.35757534,29.80603186
-85.09161803,31.36109506,0
-85.0772309,31.41270203,29.97557398
-85.07527404,31.41943787,59.9776691
-85.07435203,31.42470089,0
-85.06810143,31.45762089,29.99209983
-85.06822589,31.45924641,29.99209983
-85.06902363,31.46088209,59.91024165
-85.06946545,31.4626477,29.91814182
-85.06980357,31.46441174,59.89918685
-85.07010565,31.46617524,29.98104503
-85.07006806,31.46793361,29.98104503
-85.06969079,31.46968687,0
-85.06901741,31.47143565,29.99355012
-85.06807925,31.47304513,29.99355012
-85.06700246,31.47627615,0
-85.06648832,31.47802732,0
-85.04021236,31.54054284,29.99516015
-85.0416745,31.54557138,89.83115179
-85.04635745,31.55132567,0
-85.05912361,31.62207136,29.64968569
-85.06491951,31.62470435,59.99336777
-85.07909085,31.63201039,0
-85.07619953,31.64757148,29.99501387
-85.07674608,31.64933862,29.99501387
-85.0777381,31.65273608,0
-85.07829524,31.65450337,0
-85.10888801,31.71408687,29.91231538
-85.10841227,31.71583871,29.91231538
-85.10738564,31.71947657,0
-85.1076061,31.72123874,0
-85.11346933,31.75163283,29.56302352
-85.11479651,31.75489967,59.39596121
-85.11571369,31.75667213,29.83293768
-85.11736791,31.75980849,0
-85.12110997,31.76635813,29.6003343
-85.12386439,31.76924003,59.23951481
-85.1251417,31.77061184,29.6391805
-85.12772326,31.77349112,0
-85.13187184,31.78194063,29.89400042
-85.13246204,31.78357289,29.89400042
-85.13377431,31.78710992,0
-85.13437512,31.78874232,0
-85.13991944,31.81358327,29.98083303
-85.14001996,31.81534363,29.98083303
-85.13994673,31.81899564,0
-85.13994315,31.82075447,0
-85.14082883,31.83348553,28.41390802
-85.10598469,31.72053815,28.41390802
-85.10185262,31.72135161,0
-85.09978794,31.72169066,0
-85.05494833,31.74651201,29.99886939
-85.05288991,31.74651793,29.99886939
-85.04861229,31.74664705,0
-85.04687426,31.74748116,0
-85.0461799,31.75088902,29.90087166
-85.04563643,31.75263954,29.90087166
-85.04351417,31.75567369,0
-85.04160894,31.755915,0
-85.03875618,31.76011041,29.97846491
-85.03702155,31.7631955,59.9587214
-85.03593957,31.76493767,59.9666141
-85.03516696,31.76681217,29.98635761
-85.03358645,31.76794746,29.98635761
-85.03152609,31.76845037,0
-85.02979515,31.76792751,0
-85.01989019,31.77247314,29.5208764
-85.1445579,31.83404059,29.5208764
-85.14299097,31.8331473,59.49497899
-85.14596669,31.83491893,59.25373659
-85.08735513,31.96392964,29.64709536
-85.09032129,31.96630678,59.29345575
-85.09188952,31.96721791,29.64636039
-85.0955039,31.96895888,0
-85.13996707,31.99014732,25.17653131
-85.08280892,31.9612255,25.17653131
-85.07958389,31.96367698,0
-85.0780961,31.96500741,29.82330148
-85.07681134,31.96634088,29.82330148
-85.07421068,31.96927791,0
-85.07301489,31.97060188,0
-85.06278465,31.99278035,29.88412799
-85.05966021,32.00545013,29.88412799
-85.06082416,32.00195032,29.97777877
-85.06144674,32.00031699,29.97777877
-85.06187688,31.99668998,0
-85.06246992,31.99480494,29.87912209
-85.05919686,32.00720184,29.87912209
-85.05762107,32.01028945,0
-85.05657093,32.01189687,0
-85.05417848,32.07287685,29.99605844
-85.05438629,32.07463883,29.99605844
-85.05382465,32.07814777,0
-85.05284773,32.07975625,0
-85.04825296,32.0876677,29.97395836
-85.0486321,32.09119111,59.61907851
-85.04879595,32.09295241,29.64512014
-85.04922188,32.09634124,0
-85.0094246,32.18068307,29.96784639
-85.00342572,32.18207279,89.9506217
-84.99542933,32.18401036,0
-84.92169463,32.24163743,29.89512433
-84.92018313,32.24323596,29.89512433
-84.91833847,32.24631708,0
-84.91736248,32.24778911,0
-84.96116227,32.30798627,29.97337706
-84.96305705,32.30873581,29.97337706
-84.96495273,32.30944669,59.8212
-84.96700968,32.31007123,59.30845739
-84.9689043,32.31083228,59.30845739
-84.97079855,32.31161133,29.46063445
-84.97458916,32.31307919,0
-84.97280355,32.37886134,29.92060648
-84.97675493,32.38039362,59.87204403
-84.97882408,32.38054535,29.95143755
-84.98298188,32.37997163,0
-84.98032502,32.40574102,29.99768561
-84.98010519,32.40749617,29.99768561
-84.97994457,32.40938754,59.96917222
-84.97947842,32.41100346,59.91428255
-84.97826216,32.41233676,59.91428255
-84.9764963,32.41342674,29.94279594
-84.97263157,32.41508719,29.84706647
-84.96923207,32.41733221,0
-84.96787132,32.41874425,0
-84.96468707,32.42086275,29.97906698
-84.96310927,32.42212667,29.97906698
-84.96326459,32.42548803,0
-84.96412102,32.42712526,0
-84.96778703,32.4371953,29.93866846
-84.97003063,32.44034297,59.92516628
-84.97155678,32.44172038,59.93949004
-84.97328941,32.44271329,59.91985249
-84.97519386,32.4431588,59.91985249
-84.97725973,32.44352055,29.96686027
-84.98138757,32.44442168,0
-84.99743059,32.46675594,29.98301555
-84.99725194,32.46864704,29.98301555
-84.99583701,32.47200656,0
-84.99495229,32.47365837,0
-84.99517663,32.48931209,29.70312911
-84.99650197,32.49636783,59.98656865
-84.99639349,32.49826004,59.9957608
-84.99579562,32.50014446,59.99463311
-84.99550554,32.50216905,89.94745968
-84.99588449,32.50393375,59.95021507
-84.99841974,32.5091148,89.75922089
-84.99843245,32.51087366,59.85888358
-84.99833048,32.51290125,59.99614484
-84.99885012,32.51466818,59.99514989
-84.99997246,32.51630941,59.99514989
-85.00117874,32.51795196,59.97864222
-85.00349309,32.52082963,59.96505411
-85.00424465,32.52246493,29.98529558
-85.00640023,32.52559977,0
-85.07876753,32.6087186,29.99886887
-85.08077171,32.61402525,59.9960888
-85.08283426,32.61874653,0
-85.09069504,32.66206631,29.99959987
-85.09151797,32.66749009,89.95431915
-85.09481953,32.6738985,0
-85.10926745,32.68385738,29.61281109
-85.11183954,32.68660177,59.2904164
-85.11298527,32.68810711,29.67760531
-85.11348703,32.69163198,0
-85.11702578,32.71021873,29.59647642
-85.11957966,32.71336854,59.25313812
-85.12000419,32.71499828,29.6566617
-85.11935447,32.71850585,0
-85.1400326,32.76430683,29.86348003
-85.13829346,32.76509087,29.86348003
-85.13427092,32.76603468,0
-85.13217787,32.76658712,0
-85.12141388,32.77643689,29.98824816
-85.12343747,32.77930811,59.97404817
-85.12499741,32.78067346,29.98580001
-85.12847886,32.78266275,0
-85.13684396,32.78803096,29.79474931
-85.14170663,32.79345492,89.53178624
-85.14360871,32.79441232,89.87626108
-85.14568976,32.79446635,89.84130402
-85.15297298,32.79855127,0
-85.15454704,32.79989121,29.97680087
-85.19102649,32.9911956,29.97680087
-85.18714224,32.99274454,0
-85.18520302,32.99337472,0
-85.18326193,32.99409502,29.71983676
-85.18207255,32.99729731,59.59282733
-85.18237094,32.99892499,29.87299057
-85.18290869,33.00245004,29.89753978
-85.18279378,33.00596559,59.83796645
-85.18203315,33.00771312,29.94042666
-85.18041039,33.01100828,29.83743146
-85.17872031,33.01199369,29.83743146
-85.17498929,33.01384388,0
-85.17335847,33.01506457,0
-85.15438837,33.01772362,29.87774643
-85.15369105,33.01933662,29.87774643
-85.15417278,33.02087688,59.48362787
-85.15586921,33.02217717,29.60588144
-85.15745064,33.02334768,59.24445541
-85.15903189,33.024529,29.63857398
-85.16061273,33.02573193,29.63857398
-85.16219428,33.02690238,0
-85.1637947,33.02819755,29.82243887
-85.16411712,33.0315301,59.80021395
-85.16412805,33.03328886,29.97777508
-85.16223038,33.03650755,29.81631712
-85.16104009,33.03814037,29.81631712
-85.15805992,33.04036904,0
-85.15642612,33.04169766,0
-85.1512685,33.0502429,29.86826589
-85.14932551,33.05098065,29.86826589
-85.14514153,33.05134235,0
-85.14335871,33.05209861,0
-85.07203949,33.08249167,29.90870209
-85.07253952,33.08412267,29.90870209
-85.07146682,33.08762317,0
-85.07030767,33.08919242,0
-85.06461803,33.09021343,29.88988139
-84.00090346,34.20024693,29.88988139
-84.00501178,34.19911504,0
-84.00694964,34.19843147,0
-84.03849584,34.18160155,29.9893807
-84.07725419,34.15697029,89.96159166
-84.0802452,34.1541885,89.96302453
-84.08163176,34.152653,59.9866555
-84.08553081,34.14836473,0
-84.09287216,34.13315139,29.98379139
-84.09443578,34.13180923,29.98379139
-84.09351786,34.12840709,0
-84.0934202,34.12664696,0
-84.11030971,34.0914838,29.98794783
-84.04078543,34.18126279,59.98769668
-84.0464021,34.17882532,0
-84.07249139,34.16300896,29.98628617
-84.11347072,34.08655512,29.98628617
-84.11402304,34.08305244,0
-84.11383215,34.08129012,0
-84.11665634,34.07121514,29.97824904
-84.11739934,34.06947475,29.97824904
-84.11818332,34.06611269,0
-84.11665255,34.06493707,0
-84.10977426,34.05888374,29.97865163
-84.10786041,34.05560248,59.96849207
-84.10628961,34.0543395,29.98984045
-84.1024314,34.05314362,0
-84.10793644,34.04412336,29.98573883
-84.10959694,34.04305906,29.98573883
-84.11142141,34.04194811,59.92280687
-84.11305535,34.04070646,29.93706803
-84.11436085,34.03924973,29.93706803
-84.11515154,34.03764568,0
-84.11633974,34.03619699,0
-84.12407141,34.03291481,29.99956457
-84.12618328,34.03290113,29.99956457
-84.13026445,34.03228437,0
-84.13223647,34.03160023,0
-84.1909004,33.99121174,29.76799516
-84.11129466,34.08988437,29.76799516
-84.11238722,34.08828746,59.63120159
-85.15628615,32.80099728,29.86320643
-85.15800824,32.80241332,29.86320643
-85.15965382,32.80391659,0
-85.16116203,32.80504085,0
-85.16608791,32.82444745,29.88225878
-85.16692755,32.82932986,59.81812573
-85.16375546,32.83390221,0
-85.15680217,32.83805936,29.83281722
-85.15205611,32.84128632,59.78504171
-85.15328468,32.8464451,29.98753194
-85.15629194,32.85095369,59.95091526
-85.16014654,32.85511394,0
-85.16746545,32.85409404,29.95565883
-85.16915515,32.85298243,29.95565883
-85.17332083,32.85305235,0
-85.17539572,32.85347559,0
-85.184144,32.8646186,29.99894715
-85.18397159,32.86813339,59.99761359
-85.18333134,32.86988274,29.99866644
-85.18186121,32.87324338,0
-85.17954504,32.88362624,29.92051971
-85.18054471,32.88512887,29.92051971
-85.18229375,32.88840104,0
-85.18215432,32.89029293,0
-85.18150306,32.89555937,29.99178582
-85.18194652,32.89732446,29.99178582
-85.18454288,32.90008582,0
-85.186207,32.90120665,0
-85.18948424,32.90785041,29.89448339
-85.19145296,32.91288427,59.97254198
-85.18851079,32.917847,29.98957169
-85.19183254,32.98787943,89.76727224
-85.19091692,32.98083169,29.95472728
-85.19067772,32.97906961,29.95472728
-85.19016084,32.9754096,0
-85.18993541,32.97364771,29.95900952
-85.18971916,32.97188595,29.95900952
-85.18922069,32.9682262,0
-85.18899529,32.96646431,29.95218886
-85.18874241,32.96470202,29.95218886
-85.18826415,32.96117784,0
-85.18804796,32.95941608,0
-85.18732425,32.95399443,29.90441156
-85.1868186,32.95046984,59.80882664
-85.18659328,32.94870794,29.90441508
-85.18611517,32.94518374,0
-85.18587889,32.94328641,29.91464641
-85.18540082,32.93976221,59.81907649
-85.18514805,32.93799991,29.90443008
-85.18492279,32.93623801,29.97761327
-85.18468655,32.93434067,29.97761327
-85.18420856,32.93081647,0
-85.18398333,32.92905456,0
-85.18643523,32.92119888,29.85291582
-85.19262004,32.99176882,29.85291582
-85.19513316,32.99448369,0
-85.19699855,32.99537643,29.86493243
-85.1978049,32.99684908,29.86493243
-85.19984144,32.99978245,29.83214472
-85.20158673,33.00079965,29.83214472
-85.20249428,33.00354535,0
-85.20142344,33.00515326,0
-85.19960727,33.00972653,29.59831849
-85.20057931,33.01298722,59.49557603
-85.20173418,33.01462721,59.78657873
-85.20235402,33.01625948,29.88932119
-85.20229281,33.01799402,29.88932119
-85.20332918,33.0193741,0
-85.20444269,33.02102429,0
-85.20502624,33.0227913,29.81276166
-85.2060093,33.02605211,59.69130856
-85.20552567,33.02780377,29.8785469
-85.20767085,33.03081072,59.46629959
-85.20807469,33.03243986,59.46629959
-85.20826019,33.03406586,29.85028832
-85.21104915,33.03677537,0
-85.21288856,33.037415,29.63225231
-85.21483367,33.04024762,59.50441059
-85.21468318,33.0418688,29.87215828
-85.21802053,33.04448681,0
-85.21228919,33.05806783,29.81271586
-85.21110423,33.06143278,59.57365103
-85.21131799,33.06319445,29.76093516
-85.21343416,33.06606561,0
-85.21693758,33.07206798,29.61423848
-85.22000805,33.07469836,59.23856649
-85.22159617,33.07562468,29.62432801
-85.2237284,33.07879352,0
-85.2390524,33.10592218,29.99751865
-84.90927178,33.45922809,59.68752314
-84.91108063,33.45826926,29.69000448
-84.91513684,33.4573521,29.97574011
-84.91708585,33.45682579,29.97574011
-84.91978463,33.45418395,0
-84.92043186,33.45243642,0
-84.95510587,33.43888429,28.98500687
-84.90837182,33.46278377,28.98500687
-84.90854634,33.46089307,58.65022185
-84.81003351,33.57172393,29.66521498
-84.81160052,33.57032698,29.66521498
-84.8135615,33.56945094,0
-84.81535741,33.56871261,0
-84.8302981,33.55068899,29.93704546
-84.83281662,33.54764388,59.75757692
-84.83312624,33.54602623,29.82053146
-84.83086792,33.54288661,29.96294339
-84.82768732,33.54089396,59.92838572
-84.82608774,33.53941053,29.96544233
-84.82436978,33.53626946,29.99307986
-84.82289242,33.53286209,59.96973378
-84.82196451,33.5312227,29.97665392
-84.81943877,33.52847312,29.96865874
-84.81676592,33.52558565,59.93779538
-84.81547969,33.52407515,29.96913663
-84.81529228,33.5208257,0
-84.87885618,33.49001009,29.93944737
-84.88021767,33.48868082,29.93944737
-84.88297608,33.48588756,0
-84.88462092,33.48462799,0
-84.90877802,33.46468426,29.71057467
-84.66127714,33.65638069,29.71057467
-84.66548018,33.65645116,0
-84.66758472,33.65637498,0
-84.69122531,33.64927082,29.99439093
-84.69333799,33.64888263,29.99439093
-84.69755555,33.64839711,0
-84.69966592,33.64809378,0
-84.70388735,33.64745998,29.95246694
-84.70810896,33.64681702,59.87879415
-84.71006576,33.6462041,29.92632721
-84.71324018,33.64381937,0
-84.71485312,33.64250753,29.98384441
-84.71649623,33.64152082,29.98384441
-84.72041205,33.64019578,0
-84.72252915,33.63962684,0
-84.75861459,33.61989962,29.78211842
-84.76063762,33.61669023,59.12871222
-84.76184594,33.61522434,29.3465938
-84.7652597,33.61298681,0
-84.77488548,33.60955188,29.97592422
-84.77668957,33.60854018,29.97592422
-84.77849834,33.60734459,59.94330085
-84.77998199,33.60621889,59.89316989
-84.78146448,33.60513642,89.88070669
-84.78309766,33.60397549,59.91333006
-84.78741539,33.59997358,29.94168501
-84.79102671,33.59779835,0
-84.79282104,33.59715231,0
-84.80928558,33.57333375,29.62927384
-84.56605802,33.75136665,29.62927384
-84.56895637,33.74871894,0
-84.57053493,33.74739761,0
-84.61642953,33.70853984,29.97939671
-84.61784513,33.7072057,29.97939671
-84.62065251,33.70445755,0
-84.62245595,33.70360689,0
-84.63191918,33.68827156,29.97417633
-84.63342801,33.68705622,29.97417633
-84.63688565,33.68485931,0
-84.63868734,33.68405164,0
-84.6591538,33.65715068,29.77288954
-84.45821823,33.82415224,29.77288954
-84.46189917,33.82570412,0
-84.46381929,33.82652802,0
-84.47479268,33.82256099,29.99089467
-84.47616676,33.82123676,29.99089467
-84.47901843,33.81859037,0
-84.48021102,33.81726238,0
-84.48325304,33.814746,29.93317973
-84.48722797,33.8128977,59.89564448
-84.48918338,33.8125138,29.96246474
-84.49295584,33.81048988,0
-84.49559939,33.80783885,29.98740324
-84.49694447,33.80637854,29.98740324
-84.49967589,33.80359396,0
-84.5009021,33.8021312,0
-84.51774471,33.78846965,29.9609862
-84.51954886,33.78769091,29.9609862
-84.5213551,33.78683826,59.92138194
-84.52332122,33.7860573,29.96039574
-84.52512547,33.78527127,29.96039574
-84.52694203,33.78405629,29.91742482
-84.52875192,33.78307196,59.89629398
-84.53040165,33.78202308,59.89629398
-84.53192931,33.78071208,29.97886917
-84.53415505,33.77764608,0
-84.53695661,33.77256291,29.69241898
-84.54263446,33.76768126,59.98478924
-84.54805744,33.76490223,0
-84.56443019,33.75282219,29.88711241
-84.38292207,33.96426126,29.88711241
-84.38500576,33.96133049,0
-84.38640949,33.96000801,29.97582534
-84.3878173,33.95855037,29.97582534
-84.39069353,33.95577155,0
-84.39219025,33.9545862,0
-84.39712316,33.95104843,29.95725445
-84.40021338,33.94840012,59.91465518
-84.40145644,33.94693883,29.95740072
-84.40402913,33.94415326,0
-84.40676408,33.94136204,29.82397407
-84.40835388,33.94023073,29.82397407
-84.41119167,33.93767778,0
-84.41266763,33.93608603,0
-84.42926219,33.92522027,29.92432156
-84.43305195,33.92326907,59.88517409
-84.43501091,33.92285913,29.96085253
-84.43786537,33.92024997,29.96009387
-84.44047118,33.91556712,89.92653624
-84.44538947,33.91211649,59.96824244
-84.44742458,33.90733083,59.97524697
-84.44410414,33.90279919,0
-84.44252423,33.89140666,29.94095863
-84.4432943,33.88249715,59.98422557
-84.44416237,33.87737623,0
-84.45189791,33.86928716,29.90079667
-84.4547844,33.86649607,59.81258141
-84.45583394,33.86490575,29.91178474
-84.45511185,33.86150993,0
-84.45630865,33.82516383,29.94860287
-84.38032027,33.99237896,59.98532495
-84.37690938,33.98820424,0
-84.37581274,33.98480008,29.94698598
-84.37578037,33.98141862,59.88818135
-84.37483096,33.97977559,29.94119537
-84.37511515,33.97626566,0
-84.37530667,33.97451175,29.80585027
-84.38044873,33.97233019,59.80995337
-84.31933612,33.9853243,59.97075044
-84.32128029,33.98544704,59.97075044
-84.32291457,33.98657682,29.99820036
-84.32396749,33.99017364,29.99503494
-84.32407358,33.99369188,59.97999792
-84.32490964,33.99533281,29.98496299
-84.32725012,33.99835874,0
-84.33212622,34.00644313,29.98181205
-84.33400193,34.00951295,59.96621849
-84.33594186,34.0097894,29.98440643
-84.33986734,34.00818857,0
-84.34127331,34.00691178,29.961211
-84.34423261,34.00428019,59.91727422
-84.34635096,34.00403874,29.95606322
-84.3486248,34.00401826,29.98912716
-84.35271423,34.00304774,59.94971569
-84.35484232,34.00249082,59.95246017
-84.36121517,34.00118404,59.98281076
-84.36758434,33.99999019,0
-84.37389173,34.00079738,29.99363358
-84.38009647,34.00041976,59.90023329
-84.38387332,33.99646645,0
-84.38244387,33.9919541,29.9885887
-84.26349772,33.9851915,29.9885887
-84.26323964,33.98166988,0
-84.26265024,33.97989882,0
-84.28244538,33.97641633,29.98008963
-84.28637747,33.97526809,59.96499897
-84.28849765,33.97495039,29.98490933
-84.29285607,33.97570839,0
-84.30343529,33.98575835,29.97970492
-84.30492712,33.98424431,29.97970492
-84.30883634,33.98367698,0
-84.31076083,33.98442227,0
-84.31706548,33.98525932,29.98284933
-84.19303514,33.99047235,29.98284933
-84.19744061,33.98979243,0
-84.19956167,33.98946729,0
-84.2388561,33.99922682,29.99778513
-84.24521005,33.99854515,59.94539343
-84.25002503,33.99557369,59.90894732
-84.24979738,33.99381067,59.90894732
-84.24979222,33.99205263,59.97281894
-84.25092164,33.99059041,29.98103213
-84.25212335,33.98899457,29.98103213
-84.25302468,33.98739201,0
-84.25437785,33.98610244,0
-84.25634809,33.98541079,29.98262525
-84.25843692,33.98607942,29.98262525
-84.26227918,33.986742,29.93850507
-83.95376683,34.23183362,29.93850507
-83.95568091,34.23070576,59.82824265
-83.95777619,34.23010533,29.88973758
-83.95987459,34.22959494,59.74408488
-83.96179895,34.22876421,29.8543473
-83.96371727,34.22776232,29.8543473
-83.96546784,34.22662024,0
-83.96722121,34.2255592,0
-83.97380259,34.2207664,29.81877865
-83.97505582,34.21931355,29.81877865
-83.97656334,34.21811953,59.00848606
-83.97830662,34.21678095,58.93547344
-83.97988891,34.21549403,58.93547344
-83.98147464,34.21430616,29.74576603
-83.9844761,34.21172899,0
-83.98936868,34.20802034,29.90653293
-83.99082128,34.20669589,29.90653293
-83.99396471,34.20391492,0
-83.99538504,34.20266332,0
-83.99890305,34.20090969,29.15471948
-83.95213229,34.2331981,29.15471948
-83.95124615,34.23672595,0
-83.95069547,34.23836176,0
-83.95103041,34.24484388,29.76518804
-83.95400798,34.24977496,59.489559
-83.95402137,34.25153239,59.58035813
-83.95334052,34.25317135,29.8799254
-83.95277895,34.25480743,29.8799254
-83.95177264,34.25645423,29.85665022
-83.95094456,34.25823194,29.85665022
-83.94955479,34.26164572,29.6401521
-83.95078913,34.26310331,59.28557031
-83.95245674,34.26422053,59.28557031
-83.95412024,34.26521884,29.64541821
-83.95672438,34.26796299,29.8261569
-83.95557111,34.2694457,29.8261569
-83.95189625,34.27147779,0
-83.94979628,34.27197395,0
-83.93018116,34.28401523,29.8893173
-83.92956787,34.28578766,29.8893173
-83.92773736,34.28869796,0
-83.92563555,34.2891577,0
-83.93368479,34.29107954,29.87529927
-83.93566377,34.29177126,29.87529927
-83.93989025,34.29150758,0
-83.94187024,34.29222621,0
-83.9504138,34.32314621,29.97741035
-83.95183571,34.32589726,59.65479694
-83.95328538,34.32726847,59.37445894
-83.9541767,34.32900469,59.38651848
-83.95512132,34.33060441,59.38651848
-83.9564741,34.33205904,29.68944613
-83.9576016,34.33514163,0
-83.98194429,34.3541213,25.48079296
-83.89427888,34.29636239,25.48079296
-83.88988725,34.29657431,0
-83.88796183,34.29744005,0
-83.8802844,34.31859717,29.82887738
-83.87910606,34.31997704,29.82887738
-83.87568025,34.32263052,0
-83.87404103,34.32399027,0
-83.70080982,34.41491011,29.9836665
-83.6977256,34.41777277,59.96797138
-83.69731421,34.41918814,59.96523018
-83.69794515,34.42257274,89.88409842
-83.69404203,34.42365946,89.88213858
-83.68893771,34.42895351,0
-83.68073037,34.44114319,29.3578391
-83.84207408,34.34261236,29.3578391
-83.84162015,34.34627372,0
-83.84240862,34.3480132,0
-83.81022077,34.36994075,29.98556062
-85.08425907,33.21428873,59.87383195
-85.08080493,33.20991765,0
-85.04260196,33.18483861,29.66165371
-85.0450787,33.18206934,59.30203396
-85.04686048,33.1809376,29.64038024
-85.05072846,33.18061047,0
-85.06328079,33.17474632,29.99852568
-85.06334896,33.17123035,59.98167079
-85.06360661,33.16947584,29.98314511
-85.06105127,33.16670359,0
-85.08453948,33.13488158,29.94876547
-85.07729077,33.31934138,29.94876547
-85.08072452,33.31704984,0
-85.08144431,33.31557301,0
-85.10214446,33.27490437,29.97458229
-85.10621455,33.27077309,59.67193982
-85.10726702,33.2672721,29.94800473
-85.10754258,33.26551778,29.94800473
-85.10872216,33.26201871,0
-85.1092644,33.26026844,0
-85.10887081,33.25512217,29.99510124
-85.10850403,33.25335808,29.99510124
-85.10955019,33.24999222,0
-85.10989307,33.24823892,0
-85.08616625,33.21538789,29.90857838
-85.05388982,33.37177612,89.46291051
-85.05196657,33.371268,89.83658802
-85.05004917,33.37049843,59.89642489
-85.0443776,33.36747841,0
-85.0537954,33.36153946,29.99857732
-85.05589211,33.3614873,29.99857732
-85.05994715,33.36035525,0
-85.06186658,33.35957363,0
-85.0613187,33.3469672,29.6670964
-85.06495051,33.345505,59.66372007
-85.06698125,33.34501747,29.99662367
-85.06782421,33.34173909,29.92737022
-85.06696525,33.3401025,29.92737022
-85.06445691,33.33722281,0
-85.06395583,33.33559178,0
-85.07276781,33.32328422,29.89248699
-85.01588978,33.42410799,29.89248699
-85.01702939,33.42074461,0
-85.01735039,33.4189913,29.98520446
-85.01703562,33.41722783,29.98520446
-85.0174027,33.41385209,0
-85.01882432,33.41233279,0
-85.02222353,33.41037431,29.83175301
-85.02685807,33.40684467,59.59361215
-85.03115971,33.40270899,0
-85.05566481,33.37894601,29.98554935
-85.06024338,33.37557289,59.9620117
-85.05581229,33.37232026,59.73311275
-84.96017503,33.44288191,59.73311275
-84.96174735,33.44408726,29.85541381
-84.96460397,33.44667713,0
-84.96634889,33.4479592,29.65918288
-84.96985844,33.44968497,59.41419127
-84.97177697,33.45044679,29.75500839
-84.9752398,33.45280287,0
-84.9842219,33.45653825,29.96895448
-84.98780965,33.45463073,59.85144742
-84.98878915,33.45302348,29.88249294
-84.988206,33.4497677,29.81305831
-84.98531749,33.44498659,59.97749226
-84.98733801,33.44040424,0
-84.999918,33.43357234,29.7810479
-85.00381713,33.43238174,59.70906189
-85.0059272,33.43182053,29.92801399
-85.00998251,33.43084866,0
-85.01518634,33.4257199,29.92972567
-84.95698701,33.44012417,29.92972567
-84.95838092,33.44154304,59.82154391
-83.98224033,34.35577136,29.89181824
-83.98050079,34.35729024,29.89181824
-83.97891126,34.35844309,0
-83.97731366,34.35936897,0
-83.97612751,34.36240128,29.60563342
-83.97910023,34.36531251,59.20860248
-83.97991792,34.3669151,29.60296907
-83.97874485,34.37005348,0
-83.97881201,34.37515733,29.01057355
-83.98418513,34.35544449,29.01057355
-83.98827347,34.35579795,0
-83.99038359,34.35553648,0
-83.9982602,34.35605574,27.21558431
-83.97703066,34.37637664,27.21558431
-83.97961671,34.37861607,0
-83.98150256,34.37910835,0
