x,y,Mean Curvature
-78.53280145,38.64403188,29.99324736
-78.52967619,38.64136559,0
-78.5345333,38.63875609,29.84002506
-78.53845261,38.63668526,59.83043097
-78.53911646,38.63507742,59.97957681
-78.53971603,38.63333307,59.89272431
-78.53997121,38.63158148,89.78611791
-78.53968853,38.62981856,59.796947
-78.5396551,38.6280609,59.84799838
-78.54179743,38.62486232,59.9031367
-78.54308772,38.62340277,29.94853191
-78.54626769,38.62041512,29.96733387
-78.55230362,38.61786561,59.95299591
-78.55921044,38.61739213,0
-78.56814852,38.61797994,29.99617423
-78.57279412,38.61814853,59.99471615
-78.57475976,38.61741444,29.99854192
-78.57647925,38.61409832,0
-78.57645803,38.61234089,29.99051715
-78.57570237,38.61056825,29.99051715
-78.57480905,38.60879275,59.96085087
-78.57423252,38.60715896,59.94642368
-78.57378022,38.6053926,59.94642368
-78.57346728,38.60362913,29.97608996
-78.57175215,38.60034987,0
-78.56675012,38.58362215,29.97920628
-78.5678927,38.5769964,59.97262113
-78.5734311,38.57368239,59.97867485
-78.57567295,38.57357184,59.97635182
-78.57771872,38.57417285,59.97635182
-78.57975334,38.57510697,29.97797396
-78.58383421,38.57663296,59.93396635
-78.58729089,38.57891181,59.9574387
-78.59224014,38.58269896,0
-78.59460444,38.57892727,29.99490224
-78.59224906,38.57604059,59.98863991
-78.59061498,38.57465541,29.99373767
-78.59140605,38.57159021,0
-78.59329867,38.56646629,29.99738815
-78.59368577,38.56282511,59.9913871
-78.59378858,38.56107022,29.99399895
-78.59277864,38.55770304,0
-78.58524231,38.55035216,29.95367475
-78.58444441,38.54857869,29.95367475
-78.58289171,38.54516778,0
-78.58273924,38.54340763,0
-78.58257912,38.52763379,29.95319582
-78.58657783,38.52585377,59.89737364
-78.58881046,38.52563077,29.94417782
-78.59307127,38.52684348,29.98721013
-78.59847228,38.5299909,59.78514413
-78.60254211,38.53178631,59.85727732
-78.60884911,38.53357968,59.98714637
-78.61333876,38.53309982,29.99375934
-78.61558879,38.53270161,29.99375934
-78.6202395,38.532553,0
-78.62247784,38.53250839,0
-78.62472168,38.53229652,29.96674449
-78.62920434,38.53202443,59.96441958
-78.63143414,38.53223949,29.99767509
-78.63588869,38.53282514,0
-78.6412461,38.53000488,29.9761639
-78.64015281,38.52660395,59.95234351
-78.63906658,38.52509534,29.97617961
-78.63636275,38.52233765,0
-78.63251605,38.52023257,29.99479456
-78.62824901,38.51920009,59.99308325
-78.62601286,38.51919079,59.98972979
-78.62153049,38.51947822,29.99144111
-78.61967295,38.51842049,0
-78.6181337,38.51710249,0
-78.618091,38.51561492,29.92830415
-78.62648954,38.51515481,89.94366643
-78.62870812,38.51569535,89.94881548
-78.63093265,38.51605576,89.86096603
-78.63971234,38.51586372,0
-78.62774392,38.50134933,29.98070703
-78.62929709,38.49624489,59.83544757
-78.62977041,38.49449745,59.96266286
-78.63022733,38.49274967,29.99232478
-78.63113678,38.49114621,29.99232478
-78.63213063,38.48954444,29.9926131
-78.63102805,38.48438621,59.98730824
-78.62624958,38.48055911,0
-78.62176516,38.46703359,29.97270733
-78.62417379,38.4639739,59.96333092
-78.62556935,38.46251549,29.99062359
-78.62818609,38.45945993,29.98811931
-78.63215351,38.45777418,0
-78.63420452,38.458131,0
-78.63674719,38.45571348,29.93753111
-78.63331691,38.45373399,59.829126
-78.63126486,38.45341317,29.89159489
-78.62937139,38.45069876,0
-78.63622789,38.44353889,29.99779841
-78.63477395,38.44069827,59.94787063
-78.63291647,38.43969302,29.95007222
-78.62969451,38.43732478,29.97456308
-78.6280564,38.43592202,29.97456308
-78.62619801,38.43495089,59.93920541
-78.6239643,38.43180239,59.95249692
-78.62441878,38.42991941,59.96148194
-78.6252629,38.42817949,59.94246846
-78.62650361,38.4268801,89.8799687
-78.62839443,38.42559386,89.66701379
-78.63173791,38.42317462,59.71007802
-78.63328359,38.42171914,29.94940558
-78.6343313,38.42011842,29.94940558
-78.63460933,38.41836699,0
-78.63484811,38.41661476,0
-78.63505376,38.41121262,29.9960215
-78.63545387,38.40757144,59.99200463
-78.63550671,38.40595061,29.99598313
-78.6318396,38.40428168,59.96654298
-78.62998536,38.40320617,59.96654298
-78.62832468,38.40188586,29.98683846
-78.62525732,38.3989764,0
-78.6307673,38.38936021,29.98912907
-78.63211507,38.38606798,59.98634531
-78.63383391,38.38526473,29.99721625
-78.63828566,38.38566091,0
-78.64032327,38.38636874,29.91649671
-78.64235243,38.38733768,29.91649671
-78.64642406,38.38887024,29.98459364
-78.64862842,38.38973704,29.98459364
-78.6529061,38.3902167,29.97719774
-78.65515858,38.3895976,29.97719774
-78.65916801,38.38774694,0
-78.66084729,38.38658027,0
-78.66944018,38.38080452,29.98796582
-78.67313134,38.37642845,59.97567183
-77.88424832,39.59823656,29.93176801
-77.88117827,39.60086213,59.9275057
-77.97276332,39.60220132,29.99573768
-77.97138444,39.60372297,59.88877086
-77.78924566,39.49293368,29.89303318
-77.78801746,39.49449461,29.89303318
-77.78699884,39.49600546,29.84677459
-77.84054556,39.52295005,29.84677459
-77.83963443,39.52998989,0
-77.83805913,39.53129858,0
-77.83614296,39.53223722,29.90434072
-78.35058962,39.64033835,59.92179616
-78.37614661,39.63005448,59.68450175
-78.40620616,39.57853118,59.9132988
-78.43274929,39.58798559,29.94069547
-78.44801211,39.59088049,29.78658457
-78.42247881,39.54466025,29.78658457
-78.43369937,39.55277336,0
-78.43594951,39.5532928,0
-78.43811595,39.5526096,29.99350836
-78.45090623,39.55004423,29.99350836
-78.45523602,39.5509757,0
-78.45750043,39.55110765,0
-78.46061916,39.53738878,29.94360595
-78.46781957,39.51694632,29.94360595
-78.47222255,39.51581056,0
-78.47447949,39.51611832,0
-78.48712382,39.51866814,29.99376657
-78.49150585,39.51810879,29.99376657
-78.49846135,39.51876326,0
-78.50072498,39.51889048,29.96677803
-78.50748531,39.52012837,29.96677803
-78.51161595,39.5217214,0
-78.51368183,39.52250436,0
-78.5447803,39.52137294,29.99939137
-78.55856813,39.52127096,29.99939137
-78.56085569,39.52072056,59.97050878
-78.56297156,39.52008928,59.29144756
-78.59101507,39.53662007,59.29144756
-78.59328012,39.5367288,29.32033015
-78.59769874,39.53511884,29.86061657
-76.86510005,37.96349073,29.86061657
-76.86445024,37.95985126,0
-76.86478127,37.95808871,0
-76.80317401,37.98753586,29.90957571
-76.80447826,37.99336452,59.71397041
-76.80477202,37.99745137,0
-76.8078533,38.00155848,21.654601
-77.28779471,38.34676881,21.654601
-77.29225911,38.34683477,0
-77.29430373,38.34636225,0
-77.35541089,38.34661884,29.80503886
-77.35942189,38.34857816,59.72198356
-77.36117428,38.34968902,29.9169447
-77.36480129,38.35038764,19.68860135
-76.73071652,38.1629037,19.68860135
-76.72879973,38.15955257,0
-76.72839314,38.15780127,0
-76.70210666,38.0693743,29.92410637
-76.51648618,38.03438127,59.30756603
-76.52294892,38.03283776,0
-76.53894804,37.9822698,29.9306317
-76.4495341,37.99543722,58.84865052
-76.45109653,37.9940481,28.91801882
-76.45480793,37.99226288,0
-76.66683854,38.09997586,27.47774321
-76.51861092,37.97998889,57.94204115
-76.86625854,37.96698695,23.20129207
-76.86689131,37.96859902,0
-76.86778583,37.97020694,0
-77.22975754,38.23385496,29.92499168
-77.22572374,38.23531924,59.62662641
-77.22421428,38.23677159,29.70163473
-77.22359373,38.24002729,0
-77.27630069,38.23901639,29.98317319
-77.2759409,38.23726626,29.98317319
-77.27514634,38.23376743,0
-77.27504825,38.23187706,29.93339646
-77.27559442,38.22835223,59.79474156
-77.27634696,38.22658051,29.8613451
-77.27914537,38.22401214,0
-77.35280916,38.24719594,29.8679586
-77.35957786,38.24223666,59.75414129
-77.36179197,38.24180979,59.84149005
-77.36406186,38.24204726,29.95489284
-77.36560963,38.24291712,29.95489284
-77.36709907,38.24438285,0
-77.36877343,38.24570066,0
-77.38913548,38.24469298,29.85176234
-77.39487251,38.24717106,59.46580935
-77.40013164,38.25073991,59.25036806
-77.40188539,38.25194748,29.61097295
-77.40554267,38.25370168,0
-77.47275632,38.32005376,29.90137888
-77.47466172,38.32059022,29.90137888
-77.47646096,38.31968721,59.89950485
-77.48078648,38.31908215,59.98933368
-77.48303193,38.31952761,29.9912077
-77.48717794,38.32036496,0
-77.49084886,38.3223558,29.99093748
-77.49295426,38.32300098,29.99093748
-77.4971066,38.32472755,0
-77.4991862,38.32533197,0
-77.5014333,38.32581694,29.99864472
-77.50572096,38.32576912,59.87674724
-77.50793095,38.32517609,29.87810252
-77.51221317,38.3249724,29.99272074
-77.51643316,38.32297039,59.98269629
-77.51882233,38.32260242,29.98997555
-77.52309146,38.32202662,0
-77.52650498,38.31525839,29.96724278
-77.52591107,38.3118923,59.96345962
-77.52593828,38.31013469,29.99621684
-77.52914587,38.3086509,29.99086916
-77.53329963,38.30971453,59.97727425
-77.53535339,38.31023779,29.98640509
-77.53837838,38.31270423,29.99261284
-77.54009849,38.31401852,29.99261284
-77.54224127,38.3172158,0
-77.54266832,38.31896355,0
-77.54744064,38.32656376,29.2764101
-77.55253237,38.3298724,59.647316
-77.55780171,38.33333911,0
-77.5621168,38.33405965,29.98699317
-77.56786822,38.33625457,59.83675077
-77.56850845,38.33786239,59.86861209
-77.56851005,38.33961936,59.67191754
-77.56750515,38.34126322,59.67191754
-77.56632527,38.34277576,29.67252868
-77.56733772,38.34585132,0
-77.57782768,38.34645178,29.99485807
-77.58006351,38.34658664,29.99485807
-77.58467328,38.34591355,0
-77.58628216,38.34463465,0
-77.59202111,38.33693925,29.98046918
-77.59512815,38.33431159,59.96340566
-77.59674335,38.33309367,29.98293649
-77.60063236,38.33148651,0
-77.60517764,38.33543115,29.97656258
-77.60368292,38.34032989,59.94636498
-77.60137458,38.34551697,0
-77.61128644,38.36313669,29.97588091
-77.61768208,38.36785946,89.95621742
-77.61799205,38.36960952,89.97511877
-77.61847153,38.37311276,59.98589754
-77.61934283,38.37822906,0
-77.61862907,38.38459717,29.99512022
-77.61980192,38.38632792,29.99512022
-77.62231325,38.38929913,0
-77.62454157,38.39013737,0
-77.62904322,38.39115625,29.98975453
-77.63217452,38.39321361,59.98622803
-77.63171363,38.39498093,29.9964735
-77.63309451,38.39805838,0
-77.6328804,38.39982016,29.99937634
-77.63183921,38.40511447,59.79973934
-77.63499212,38.40837731,29.99640009
-77.639473,38.40878999,59.98009822
-77.64139536,38.40969451,29.98369813
-77.64540442,38.41129612,0
-77.65134974,38.41417103,29.98279283
-77.65344757,38.41516869,29.98279283
-77.65761866,38.41648869,0
-77.65970839,38.41726116,0
-77.66178494,38.4176735,29.90912071
-77.66628171,38.41849924,59.90330248
-77.66819146,38.419045,59.97429309
-77.66995684,38.42033464,59.97031094
-77.6717179,38.42150542,59.97031094
-77.67364244,38.422449,29.99019962
-77.67589223,38.42289445,29.99890864
-77.68036973,38.42318592,59.99206743
-77.68255758,38.42381286,59.81043882
-77.68646901,38.42551618,59.78154232
-77.68871663,38.42589836,29.96426229
-77.69298425,38.42515931,0
-77.69519194,38.42446752,29.99632701
-77.69921685,38.42121361,89.74574338
-77.70761192,38.42121803,0
-77.70986281,38.42168855,29.99326148
-77.71430474,38.42102963,59.98531274
-77.71651946,38.42053422,29.99205126
-77.72076456,38.41921161,0
-77.72853594,38.41286802,29.79188468
-76.47326856,37.63279715,29.79188468
-76.46899931,37.6318062,0
-76.46677866,37.63125574,0
-76.57849227,37.72016434,29.61212814
-76.58121479,37.72323714,59.22346865
-76.58241475,37.72470809,29.61134051
-76.58473831,37.72778617,0
-76.58820389,37.73247105,29.82300336
-76.58939734,37.73394201,29.82300336
-76.5918009,37.73701886,0
-76.59281978,37.73849214,0
-76.60218229,37.75427931,29.83304478
-76.60407648,37.75526473,29.83304478
-76.60820031,37.75699297,0
-76.61026307,37.75789307,0
-76.83102302,37.89941112,29.8323355
-76.83163469,37.89426481,59.84480196
-76.83529909,37.89083597,0
-76.86907893,37.87791423,26.43221055
-76.67514108,37.79581342,26.43221055
-76.67893223,37.79772411,0
-76.68082644,37.79861634,0
-76.81034754,37.9119628,15.42356106
-76.88547466,37.22708938,59.60878562
-76.88487532,37.23250658,0
-76.88258936,37.24295268,29.97476355
-76.88104728,37.24622178,59.91818672
-76.880352,37.24799032,29.94342317
-76.8785547,37.25126344,29.85385369
-76.87582899,37.25401049,0
-76.87399346,37.25501294,0
-76.87892503,37.30877147,29.95328507
-76.87738986,37.31004113,29.95328507
-76.8751686,37.31282883,0
-76.87443718,37.31459789,0
-76.87554032,37.32512521,29.85288121
-76.87439623,37.32852308,59.59270283
-76.87325534,37.33002824,59.72058101
-76.87389486,37.33326266,59.78273581
-76.87428035,37.33514921,29.80197642
-76.87381642,37.33867148,0
-77.00052919,37.41567975,29.80800412
-77.0063912,37.41305821,59.91110401
-77.01096442,37.41644218,59.55640618
-77.01223905,37.41625601,29.68141325
-77.01331223,37.41474039,29.851423
-77.01522635,37.41388893,29.851423
-77.01716786,37.41333824,59.75416553
-76.93783456,37.40617987,29.90274254
-76.9387685,37.40778679,29.90274254
-76.55647461,37.04610729,0
-76.55493218,37.0449107,0
-76.54227574,37.03236695,20.96257148
-76.62821578,37.09611451,20.96257148
-76.62655748,37.09275729,29.71830024
-76.62574382,37.09101086,29.71830024
-76.62415323,37.08765268,29.93991435
-76.6232722,37.08590715,29.93991435
-76.62248406,37.08429554,59.88113505
-76.62182643,37.08254694,29.9412207
-76.62122828,37.08079753,29.9412207
-76.62063337,37.07904806,0
-76.62005134,37.07729842,0
-76.61367489,37.07101551,29.96739281
-76.60976083,37.06943472,59.89303679
-76.60771604,37.06848001,29.92564398
-76.60396279,37.06651184,0
-76.71956703,37.18391926,29.81454343
-76.72094174,37.18254734,29.81454343
-76.72226236,37.18117619,59.74661463
-76.72377127,37.17966709,29.9320712
-76.72514051,37.17816001,29.9320712
-76.7263799,37.17678999,0
-76.72775436,37.175418,0
-76.73092198,37.17266784,29.97450582
-76.73493992,37.17253696,59.95357715
-76.73714686,37.17300162,29.97907133
-76.74139184,37.17392944,59.92948294
-76.74359983,37.17443646,59.92948294
-76.74581268,37.17515323,29.96224909
-76.74990107,37.1766071,29.95476271
-76.7539846,37.17784458,59.90952672
-76.75602538,37.17841821,59.93877769
-76.75806931,37.17912696,29.98401368
-76.76011266,37.17980864,29.98401368
-76.76215855,37.18059841,0
-76.76403918,37.18154562,0
-76.86377458,37.2246596,29.92502468
-76.86817032,37.22466758,59.85306494
-76.87036571,37.22457112,29.92804026
-76.87492316,37.22428273,29.99833815
-76.87712005,37.22424792,29.99833815
-76.88168282,37.22417549,29.99958413
-76.55646175,37.04745947,40.91245536
-76.55510484,37.04896449,10.91287123
-76.55283209,37.0521039,0
-76.55067618,37.09269244,29.95395305
-76.55410043,37.09508122,59.89064547
-76.55563992,37.09641304,29.93669243
-76.55765596,37.09963138,0
-76.56008237,37.10629459,29.87829964
-76.56399072,37.1082098,59.7832226
-76.56529834,37.10940935,29.90492295
-76.56431287,37.11292854,29.95871544
-76.56538087,37.11440164,29.95871544
-76.56812631,37.11720455,0
-76.5683651,37.11895899,0
-76.57959131,37.129876,29.95485752
-76.57794873,37.1310322,29.95485752
-76.57853024,37.13366355,0
-76.58056747,37.13418647,0
-76.5660989,37.15535762,25.77571621
-78.00096046,37.63446855,54.90347506
-78.00591056,37.63816246,0
-78.02665895,37.64208275,29.91650631
-78.03330835,37.64156293,59.9732868
-78.03769822,37.64229891,29.99905977
-78.03990565,37.64235308,29.99905977
-78.04432256,37.64240986,0
-78.04650912,37.64299113,0
-78.07241233,37.65828441,29.64181653
-78.07929837,37.6650563,59.92463352
-78.08441074,37.66847916,0
-78.10787408,37.68050575,29.96863546
-78.10445364,37.68275006,59.91229773
-78.10266041,37.68396384,59.90832686
-78.09974856,37.68653226,29.96466459
-78.09850809,37.68798845,0
-78.09707273,37.68943981,0
-78.090975,37.69483083,29.94799912
-78.08923051,37.69803149,59.9036812
-78.08904853,37.69978403,29.95568208
-78.0892485,37.701546,29.9658619
-78.09032059,37.70495138,59.95036284
-78.09117493,37.70659435,29.98450094
-78.09368139,37.70949449,0
-78.13947926,37.74043109,29.9406996
-78.1414965,37.74108377,29.9406996
-78.1457041,37.74231598,0
-78.14771842,37.74304752,29.91346136
-78.15155598,37.74505783,59.88572232
-78.15356207,37.74600738,29.97226096
-78.15758269,37.74769033,0
-78.18969524,37.73692748,29.73705691
-78.19505634,37.73346907,59.57726895
-78.20062226,37.73028198,0
-78.21811122,37.71878066,29.96483195
-78.21973205,37.71766195,29.96483195
-78.2212373,37.71635669,59.91652044
-78.22297167,37.71511086,29.95168849
-78.22432307,37.71385238,29.95168849
-78.22558446,37.71226919,0
-78.22620524,37.71052673,0
-78.22772974,37.70353429,29.99533572
