x,y,Width (m)
-79.28823912,36.5121068,42
-79.28816331,35.55415017,60
-79.28792001,33.35840654,189
-79.28774205,33.48632681,554.5
-79.28727973,33.72101198,108
-79.28713358,35.54810431,36
-79.28698329,33.7192494,94
-79.2869101,37.50118553,84
-79.28661595,36.51340314,42
-79.2864921,33.14280857,521
-79.28564108,33.73573327,85.5
-79.28529211,35.54910587,42
-79.28518551,36.51486989,51
-79.28489762,33.71614178,84
-79.28460179,33.47419914,138
-79.28392469,36.51633906,48
-79.28386252,35.55407099,42
-79.28372859,35.53706441,42
-79.28345335,35.54997763,63
-79.28293197,36.51794728,54
-79.28240989,36.51969749,61.5
-79.28233754,36.52145417,60
-79.28226575,35.53583733,39
-79.28212216,37.504566,84
-79.28195241,33.30768647,1762
-79.28176129,33.17100636,563
-79.28135586,33.35502417,302
-79.28102752,33.71540622,84
-79.28032042,33.35162799,298
-79.28027114,33.47661908,147
-79.2801323,33.31997126,2158
-79.27982635,35.91174839,39
-79.27950172,33.34985809,827
-79.27894939,33.323472,2276
-79.27849838,33.14043184,690
-79.27796661,33.11826053,554
-79.27785559,37.50562142,61.5
-79.27738051,35.53218855,42
-79.27710846,33.3285869,1794
-79.27691071,33.1393926,747
-79.27669548,33.3472165,30
-79.27663043,33.33033883,1808.5
-79.27650894,33.29448942,1876
-79.27639868,33.17378567,958
-79.2759432,33.71873503,84
-79.27553859,35.91018141,63
-79.27541345,35.53134004,39
-79.2753235,33.13833169,806
-79.27499305,33.33383321,1732.5
-79.27485521,33.48111596,102
-79.27464188,33.71150265,91.5
-79.27450166,33.70826331,113.5
-79.27414563,33.71958464,84
-79.27388257,33.29174747,1972
-79.27379727,33.33530461,1774
-79.27361974,37.50533812,80
-79.27342616,35.53143781,60.5
-79.27311973,33.71423179,76
-79.27302045,33.34559265,270
-79.27250722,33.72056811,84
-79.27237621,33.29037379,2142
-79.27235636,33.17484792,720
-79.2716899,33.12289211,720
-79.27140778,35.90904795,45
-79.27116512,33.7148447,63
-79.27110079,33.34486251,270
-79.27041995,33.12436254,893.5
-79.27026928,33.17463857,788
-79.26986887,33.70953312,91.5
-79.26937127,33.71927434,94
-79.2692486,35.90897305,63
-79.26915259,33.3452502,2071
-79.26901547,33.71764615,67
-79.26890233,33.13124063,783
-79.26840056,36.53044681,60
-79.26805798,33.47279666,430
-79.26726171,35.90861986,45
-79.26696542,33.70313309,138
-79.26656303,33.46789441,208
-79.26640359,33.71015184,67
-79.26631906,33.2852031,2842
-79.26616486,33.34994308,2271.5
-79.26574892,33.7024621,84
-79.26562372,33.70439658,105
-79.26528605,35.90775295,63
-79.2647327,33.70608842,63
-79.26457386,33.70938668,54
-79.26445511,33.46838151,204
-79.26404583,36.53039122,60
-79.26343449,35.53448574,42
-79.26250479,33.46905759,172
-79.26237775,33.45310285,192
-79.26186449,36.530541,39
-79.26181192,37.4981042,36
-79.26171016,33.35619354,2104
-79.26167229,37.50161705,92
-79.2615032,35.90592231,42
-79.26127774,37.50336869,61.5
-79.26106715,33.2820184,2617
-79.26094742,37.50687873,46.5
-79.26069815,33.17056413,994.5
-79.25986555,35.904806,42
-79.25969007,36.5303818,63
-79.25892374,37.49513076,63
-79.25882045,33.46766219,105
-79.25870059,33.45751519,212
-79.25854286,33.44926144,248
-79.2582334,35.90344093,42
-79.25778215,35.89369842,30
-79.25764548,33.46277593,142
-79.25755535,35.89545301,49.5
-79.25734982,36.53014674,36
-79.25723386,33.28040454,3186
-79.25686981,33.16894137,1400.5
-79.25678763,35.90206773,54
-79.25620325,35.88840184,54
-79.2561025,35.90057034,58.5
-79.25539249,33.70240126,63
-79.25531395,33.27976435,3318
-79.25518665,36.52948799,42
-79.25495269,33.37278236,1353.5
-79.25448329,33.45053,289.5
-79.25401469,35.88363727,48
-79.25382938,33.37628365,1235.5
-79.25353565,33.16673923,1527
-79.25327039,33.37789905,1097.5
-79.25302675,36.52868503,54
-79.25271849,35.88213097,36
-79.25148041,33.38301419,1022.5
-79.25101474,33.70280183,85
-79.25087383,33.41114222,152
-79.25059892,33.38462503,1009
-79.25036801,33.16425978,1484
-79.25003604,35.86897537,54
-79.24998701,35.87235521,60.5
-79.24939786,35.87748507,54
-79.2492492,35.87410235,48
-79.24911462,35.86720406,54
-79.24906903,33.70298166,82
-79.24896053,35.86219859,67
-79.24893528,35.87585566,63
-79.24891392,33.69680232,67
-79.24885838,36.52779976,54
-79.24875491,33.45132395,170.5
-79.24850031,33.16112215,1461.5
-79.24804754,35.54974954,42
-79.24789863,33.40447191,242
-79.24783693,33.69989816,84
-79.24768627,35.85410993,68
-79.24759577,33.69530472,79.5
-79.24755532,33.41521665,183
-79.24737652,33.402706,242
-79.24698447,33.27750078,3892
-79.24686607,33.15595864,1270
-79.24636525,35.55101606,42
-79.24612663,33.15432491,1393.5
-79.24570367,35.85362819,67
-79.24568226,33.69443891,67
-79.24516214,33.152688,1558.5
-79.24490081,33.27700243,4390
-79.24483305,37.50271986,84
-79.24444033,33.3944129,201
-79.24401729,33.41735981,237
-79.24374957,33.69398761,67
-79.24346164,36.53086082,42
-79.24326553,35.55555968,48
-79.24310585,37.50401361,84
-79.242933,33.13520586,516
-79.24275304,35.56271931,42
-79.24261586,35.55730818,60
-79.2425513,33.41859977,456.5
-79.24238833,33.43415364,254
-79.24206377,33.13871079,474
-79.24192015,33.14222596,949
-79.2418358,33.14046617,660
-79.24154025,33.42020869,807.5
-79.24141497,35.85227507,84
-79.24021474,33.70195405,84
-79.23986226,36.53296026,42
-79.23965175,33.70342493,65
-79.23943342,35.85174998,94
-79.23884204,35.56965802,42
-79.23823465,33.39218764,710.5
-79.23747192,35.85074916,63
-79.23712413,37.50582251,60
-79.23689825,35.84579547,63
-79.23669348,35.84389935,77
-79.23649249,35.8475474,67
-79.23580932,36.53436524,54
-79.23518496,33.69340305,80
-79.23500267,35.84062918,127
-79.23427986,33.27659689,4754
-79.23371711,33.39601923,746.5
-79.23270152,37.50627012,94
-79.23222565,35.83774868,105
-79.23202025,33.27684304,5127
-79.23148694,35.83611514,42
-79.23049133,37.5064456,123
-79.23011365,35.56767303,30
-79.22984975,33.40435093,736.5
-79.22927577,36.53433406,48
-79.22894983,33.69822201,63
-79.2284439,33.40580802,699
-79.22796256,35.56765043,61.5
-79.22787699,33.69677281,97.5
-79.22727846,36.53375453,39
-79.22640205,35.83278583,65
-79.22608336,37.50627131,94
-79.22583626,35.55449303,39
-79.22537447,33.69727794,67
-79.22525165,33.40797001,614
-79.22464248,37.49498271,134.5
-79.22424598,35.83266641,80
-79.22334039,33.26966184,5609
-79.22274824,35.55704933,42
-79.22254734,33.41087478,638
-79.22209387,35.83237058,67
-79.22182811,37.49966113,84
-79.22112116,33.26665408,5801
-79.22047916,33.70028769,94
-79.2202405,35.55995488,48
-79.22001548,35.55281153,36
-79.21993803,33.26528441,5663
-79.21968641,35.56170466,36
-79.21935531,37.48946854,129
-79.21914174,35.56345457,48
-79.21867111,35.56520558,33
-79.21837867,33.70012601,86
-79.21824054,37.50353832,98.5
-79.21808597,33.41703322,823
-79.21781589,36.5357858,48
-79.21768196,37.48849158,150
-79.21666293,36.56429734,45
-79.21633927,35.55442499,42
-79.21622678,36.56604851,51
-79.21602161,33.70454671,84
-79.21600125,33.42011447,886.5
-79.21574865,33.26130141,4135.5
-79.2150137,36.55913478,42
-79.21456028,33.42158171,1039
-79.21432447,33.26007432,3839
-79.21417074,35.55520554,42
-79.21414097,36.55763443,42
-79.2134427,35.83309866,91.5
-79.21330689,36.54193787,45
-79.21301022,33.42291209,954
-79.21289656,37.48236825,117
-79.21273837,33.25889358,3372
-79.21251306,36.55409464,36
-79.21246279,36.57033677,42
-79.21182362,36.54529582,30
-79.21049976,33.70183367,87
-79.21001047,35.55625141,58.5
-79.20957292,33.25620749,3436
-79.20696973,33.25332923,2670.5
-79.20654602,33.42755322,968
-79.2058504,35.55728426,30
-79.20519048,33.25005699,2038.5
-79.20454866,35.82543872,54
-79.20420372,33.24855473,2179
-79.20355642,37.47617013,148.5
-79.20308979,35.82190114,73.5
-79.20247373,33.70230326,102
-79.20182409,33.24567959,1660
-79.20153664,35.55778406,42
-79.20144821,35.57401001,30
-79.20067746,33.70824677,89
-79.20055147,33.70135547,90
-79.2002661,35.56871851,42
-79.20019477,36.57458691,42
-79.19979718,33.24253897,1518
-79.19964659,33.20425427,981.5
-79.19948283,35.55835742,42
-79.19943005,33.70701121,112.5
-79.19938691,33.20600908,948
-79.19921722,33.4309045,992
-79.19912685,35.56532081,48
-79.19900292,35.8180916,54
-79.19891268,33.24090288,1443
-79.19800384,33.19909007,1046
-79.19779567,33.70932293,73.5
-79.19757801,33.43215763,784
-79.19714899,35.8174271,60
-79.19695667,37.47551723,184
-79.19652259,33.70054308,108
-79.19646074,33.23613277,1380
-79.19621438,33.21259155,2213
-79.19604862,33.70835058,84
-79.19564167,33.23436233,1313
-79.19509542,33.23259585,1290.5
-79.19485389,33.21405983,2842
-79.19482198,33.23083332,1252
-79.19475576,37.47534199,218
-79.1947077,33.70684307,85.5
-79.1945632,36.57167141,42
-79.19421012,33.22554876,1341.5
-79.19366058,35.81939609,63
-79.19346718,33.22202086,1370.5
-79.19274574,33.21849326,1481
-79.19264064,35.57809731,55.5
-79.19255139,37.47531086,242
-79.19189382,33.43396864,695
-79.1916524,35.82009531,48
-79.19075653,33.19263602,622.5
-79.19047857,35.57855168,48
-79.18704882,37.47278156,241.5
-79.18635252,35.57948131,42
-79.18584991,37.46951865,228.5
-79.18574055,33.43505109,664
-79.1852901,37.4677526,269
-79.18522703,37.46234411,107
-79.1851265,35.81649275,58.5
-79.18507472,37.46423441,203
-79.18495146,35.58092968,33
-79.18475937,37.46598701,266.5
-79.18331644,37.45879986,126
-79.18287119,35.80618181,112.5
-79.18208628,35.80441206,94
-79.18146766,36.56541119,30
-79.1811287,35.79912391,58.5
-79.18084324,35.79736171,63
-79.1803199,33.44029224,402
-79.1801397,35.79397051,48
-79.17976744,33.69512633,87
-79.17876028,33.44173024,381
-79.17831511,33.69370719,100.5
-79.177411,33.70127044,138
-79.17711134,36.56534464,60
-79.17665,33.47933094,83.5
-79.17659217,33.69835829,84
-79.17646886,35.58903959,63
-79.17612569,33.69980684,111.5
-79.17569284,33.4442823,360
-79.1755652,33.47769175,108
-79.17524359,35.78985314,63
-79.17486494,33.69157319,106.5
-79.17478805,33.53368111,101
-79.17476158,33.51569017,94
-79.1744391,33.54720266,111.5
-79.17409463,33.47618214,129
-79.17386045,33.53529064,94
-79.17376035,33.55233278,171
-79.17362188,35.78867912,69
-79.17344982,33.52716855,276.5
-79.17335965,33.50687712,118.5
-79.17330207,35.59143651,42
-79.17293732,33.69090444,123
-79.17282788,33.54393248,151.5
-79.1725162,33.53878774,94
-79.1724239,33.52066059,94
-79.1722434,35.78722482,67
-79.17215072,33.52566144,123
-79.17191542,33.55555195,115
-79.17177802,33.52240953,92
-79.1716503,33.52416611,94
-79.17138461,33.55730257,80
-79.1713303,37.44820546,88
-79.1709476,33.55905458,79
-79.17065774,33.47220867,71
-79.16955194,33.56036857,92.5
-79.16906995,33.47211082,355.7722168
-79.16886073,33.48895536,94
-79.16874582,33.69016605,129
-79.16828861,33.49057011,122
-79.16809159,35.59487327,52.5
-79.16798099,33.49597627,108
-79.16778553,36.56988364,36
-79.16761257,33.56039397,63
-79.16749356,33.47065078,357.5982971
-79.16727158,33.45403269,804.5
-79.1663719,33.45741913,504.5
-79.16608785,33.46937264,360.3551025
-79.16592895,33.56993686,92
-79.16571484,33.57169215,92
-79.16552413,33.55982841,77
-79.16540749,33.46766721,363.7584839
-79.16524282,36.59799434,54
-79.16506468,33.56627187,136
-79.16490567,33.57327629,73.5
-79.16477592,33.68611235,179.5
-79.16468243,33.46907408,360.3551025
-79.16418749,36.59960055,54
-79.16370981,33.4645309,366.9716187
-79.16361964,33.68468842,127
-79.16343413,35.59872391,48
-79.16316538,36.5897148,36
-79.16251023,36.57322042,42
-79.16105476,36.60441962,48
-79.16088778,33.46204421,365.7918701
-79.16033097,35.60120077,52.5
-79.1602629,33.62652895,115
-79.16018592,36.58696472,42
-79.15988982,33.62995139,156
-79.15963226,33.68501941,101
-79.15917542,36.57586226,42
-79.15911514,33.65259988,191
-79.15900051,33.63165022,152.5
-79.15882363,36.58559163,36
-79.15854965,33.64219414,151
-79.15851655,33.64584579,151
-79.15848423,35.60231025,42
-79.15831203,33.46350392,438
-79.1581095,33.63501856,150
-79.15786146,33.62135313,170
-79.15739441,33.57643809,82
-79.15707802,33.65306678,108
-79.15653062,33.57804841,77.5
-79.15649745,33.61808644,152.5
-79.15637726,33.47186176,345
-79.15621764,33.68327963,137
-79.1559476,35.60510036,48
-79.15570235,33.68164878,123
-79.15542221,33.61644723,129
-79.15509177,33.57934175,84
-79.15497184,33.65323245,122
-79.1548488,33.4752207,321
-79.15473029,35.60859758,48
-79.15371701,33.67865234,150
-79.15364465,35.61020364,67
-79.15337515,33.66538237,152
-79.15325529,33.61343906,152.5
-79.15314006,33.57992635,92
-79.15293343,33.66889262,152
-79.152863,33.65352172,94
-79.15263848,33.61167913,184
-79.1522593,33.67721479,169
-79.15214403,33.67050399,136.5
-79.15194839,33.66603735,155
-79.15163427,33.48369464,491
-79.15134381,33.67211518,189.5
-79.15090816,33.65417267,84
-79.15050405,35.61475312,67
-79.15018863,33.65756283,150
-79.14971845,36.61050859,33
-79.14948791,33.60716055,84
-79.14925411,37.43578493,94.5
-79.14847681,33.59497157,111.5
-79.14824952,33.58752859,78
-79.14806615,33.58400894,67
-79.14793064,33.65725848,155
-79.14760263,33.5964464,108
-79.14742216,37.43444941,84
-79.14651121,33.60454594,148
-79.14624795,33.59791402,122
-79.14592665,37.43322278,137
-79.14576767,33.65704982,103.5122528
-79.14538386,33.60304113,161
-79.1452887,35.77192677,63
-79.14515639,33.66593558,155
-79.14506981,33.49428263,449.5
-79.14450448,35.61973989,42
-79.14426039,37.43204753,127
-79.14398526,33.59237029,106.5
-79.14337818,36.60914804,33
-79.1427571,37.43059092,108
-79.14246227,33.58801895,67
-79.14219107,35.76956395,83
-79.14203552,33.59284601,86.5
-79.14125282,33.66692039,60
-79.14097473,33.49854978,268
-79.14076589,37.42528728,145.5
-79.14056342,33.50016681,280.5
-79.1402768,33.50192097,300
-79.14008092,33.59354707,94
-79.13909066,37.42174602,70
-79.13822611,33.59311337,88
-79.13794828,33.50466861,298
-79.13786685,33.66447331,87
-79.13632688,37.41480788,117
-79.13584693,33.50477614,319
-79.1354782,35.6233265,67
-79.13510778,37.41330158,143
-79.13435095,33.64643023,71
-79.13432632,33.65806253,65
-79.13352223,35.76421554,84
-79.13335125,33.64479197,85
-79.1331663,35.6230357,63
-79.13286237,33.63847228,79.5
-79.13275096,33.64862439,96.5
-79.13196836,36.60939331,42
-79.13112125,33.65368567,65
-79.13098696,33.64044584,87
-79.13059582,33.65205456,71.5
-79.13031507,35.7618345,137.5
-79.12977599,33.64589037,105
-79.12962789,33.65044381,69.5
-79.12870092,33.64445113,89
-79.12846112,33.62713374,94
-79.12813332,37.40616155,105
-79.12768277,33.64317325,77.5
-79.1270616,33.50834989,258
-79.12697296,33.62417328,84
-79.12672254,37.40465213,105
-79.12650812,35.75541983,109
-79.12620686,36.61185368,42
-79.12574552,33.51347009,317
-79.12562319,35.7539186,75.5
-79.12548452,33.51508933,263
-79.12530959,37.40341304,94.5
-79.12504129,33.62377763,94
-79.12441279,33.51656103,233
-79.12401212,36.61245266,42
-79.12388469,33.65205566,84
-79.12381539,37.40217263,63
-79.12321172,33.62285017,97
-79.12270606,35.62487056,79.5
-79.12252047,35.74900223,67
-79.12239882,33.62122548,94
-79.12193856,33.6097932,94
-79.12159829,35.62620552,60.5
-79.12140895,33.60579036,107
-79.12014853,33.60884621,93
-79.11998018,35.62740631,60.5
-79.11781808,35.62778851,92
-79.11728371,36.61327363,48
-79.11703758,35.74337242,117
-79.11565536,33.60187035,108
-79.11509554,36.61359828,39
-79.1137357,33.60094834,129
-79.1131202,35.62431508,101
-79.11290754,36.61391517,42
-79.11249655,33.52422537,445
-79.11193427,35.62274953,84
-79.11188836,37.40360496,90
-79.11179066,37.40171077,94
-79.11110425,37.40521469,127
-79.10930632,37.40635757,112.5
-79.10763596,33.59998046,190
-79.10731722,35.73443045,67
-79.10665409,33.60299534,130.5
-79.10633462,36.61522599,42
-79.10568853,35.62241346,80
-79.10531525,35.73128884,54
-79.1047265,36.6165164,39
-79.10411675,36.61812914,39
-79.10307358,37.40486977,147
-79.10302468,36.62162705,54
-79.10211305,36.62323497,54
-79.10164459,35.72663343,42
-79.10152134,35.62354683,104
-79.10124367,33.53661492,163
-79.10092117,33.57517837,195
-79.10088879,33.57328417,211
-79.10080266,33.57693498,240
-79.10045586,35.7252949,138
-79.09993615,33.5820617,282.5
-79.09942153,33.62073916,132.5
-79.09936632,33.60842936,127
-79.09932075,36.6262893,42
-79.09915477,33.53696031,167
-79.09880735,35.72404646,148
-79.09872241,33.60693156,123
-79.09781677,36.62742263,42
-79.09769363,33.5379311,154.5
-79.0974293,35.62150439,42
-79.0970138,35.72276324,105
-79.09619288,33.53970705,150
-79.09611233,36.62852029,42
-79.09570193,33.56833495,239.5
-79.09563145,35.62049695,73.5
-79.0953777,33.62865745,190
-79.09527709,33.61706837,123
-79.0950062,33.54136414,150
-79.0948268,35.71989979,108
-79.09453983,33.58738925,295.5
-79.09406593,33.6514966,173.5
-79.09398552,35.71623549,205
-79.09377442,33.63390798,189
-79.09360802,33.56803217,248
-79.09348685,33.59075462,255
-79.09341237,33.63566081,189
-79.09333369,33.63755328,184
-79.09326097,33.64986104,129.5
-79.09316922,33.61734634,128
-79.09275125,35.71459327,202
-79.09252774,36.63511493,54
-79.09245682,33.64281499,205.5
-79.09238583,33.59587765,283
-79.09204826,35.61796115,69
-79.09151254,33.56780149,220.5
-79.09134101,35.7131015,196
-79.09102814,33.59713359,212
-79.09084139,33.60951541,175
-79.09071404,33.65533501,127
-79.09039231,37.39707344,117
-79.09017107,33.54457849,169
-79.08988923,36.64724089,42
-79.08978623,36.64196633,33
-79.08962643,35.71229515,273
-79.08938898,36.6489905,51
-79.08922801,33.5981374,239.5
-79.08891661,33.65616028,149
-79.08868932,33.54780196,136.5
-79.08867213,33.60623559,177.5
-79.0886358,33.56538546,196
-79.08826427,36.65059488,48
-79.08812096,33.55306848,255
-79.08807925,33.55496154,255
-79.08806001,33.54955067,189
-79.08797408,33.55847678,225
-79.08770606,33.60459749,192
-79.08763619,33.59946543,282
-79.08734281,33.56198388,432
-79.08622498,35.71016254,324
-79.08562358,35.70853032,313
-79.08510627,36.65299401,42
-79.08493799,35.70676153,223
-79.08470317,37.3942452,129
-79.08416002,35.61541093,67.5
-79.08307101,36.65386827,42
-79.08299495,35.70159217,270
-79.08129402,35.69831974,313
-79.08087761,36.65435186,54
-79.07988255,35.61423398,65
-79.07962274,35.68828668,1260.5
-79.07918223,33.65811815,247
-79.07791037,35.61360754,63
-79.07757352,33.65855431,381.5
-79.07654735,35.67620283,390
-79.07643185,35.67430787,426
-79.07634096,36.65459413,45
-79.07594448,35.61271974,63
-79.07535498,35.67091011,320
-79.07478656,35.66927836,365
-79.07416042,36.65455888,60
-79.07397972,35.61178685,73.5
-79.07344646,35.66574114,540.5
-79.07294436,35.66411044,765
-79.07242029,35.66234416,1267
-79.07197988,36.65452359,30
-79.0713555,37.41863219,94
-79.07106496,37.41687002,94
-79.07063596,37.42037787,75
-79.07042559,35.65906688,30
-79.07013525,37.4152326,108
-79.06979282,36.65474955,42
-79.0693661,33.66440491,195.5
-79.06907005,37.41359296,91.5
-79.06895072,35.66251573,30
-79.06877183,37.38780343,86.5
-79.06792157,35.65640341,381
-79.06776691,33.67962836,115
-79.06738597,33.66422066,125.5
-79.06724824,33.75559141,63
-79.06712813,35.6074942,42
-79.06689459,35.65511583,270
-79.06661766,37.41071395,127
-79.06633657,33.74921478,78
-79.06567659,33.76115751,69
-79.06544894,33.74438176,87
-79.06504711,33.68197539,150
-79.06450515,36.65817716,42
-79.06438951,35.64436599,60
-79.06430927,33.74274078,87
-79.06426502,37.40756614,115.5
-79.06416223,35.64260445,60
-79.06408829,35.67762573,610
-79.06402957,35.64084443,67
-79.06377976,33.76293122,91.5
-79.06312088,35.63731404,54
-79.0629224,35.60336996,73.5
-79.06263941,36.65896884,42
-79.06249911,37.38848667,84
-79.06244868,33.66750683,284
-79.06204081,37.39698513,108
-79.06167311,37.39522167,92
-79.06134093,37.39345879,101
-79.06114917,37.38994078,87
-79.06102435,33.76207639,49.5
-79.06091873,35.67946008,458
-79.06060616,36.65974695,42
-79.06040727,33.76064583,63
-79.05987672,33.68694403,141.5
-79.05954837,35.63063062,48
-79.0593104,37.41962464,127
-79.05919326,33.68855642,127
-79.05861628,35.62899293,67
-79.05819863,33.69029918,87
-79.05780564,35.62735719,67
-79.05675222,35.59833945,42
-79.05642897,35.61854553,60
-79.05638643,35.62030273,67.5
-79.0554964,33.76113276,48
-79.05511876,33.69177465,92
-79.055016,35.69127202,403
-79.0547415,35.68950971,218
-79.05459777,33.76342959,42
-79.05458914,33.7776268,67
-79.05449687,36.66245046,42
-79.05421434,35.68528229,198.5
-79.05391559,33.73162132,84
-79.05390044,33.77585081,54
-79.05357311,33.76569042,42
-79.05347202,35.68800175,192
-79.0532363,33.69058176,84
-79.053048,33.70036261,81
-79.0528194,33.76457346,55.5
-79.05270604,36.66345773,42
-79.05254627,35.60861156,69
-79.05250911,33.73024654,84
-79.05183361,33.69872034,67
-79.05143087,37.41627754,111.5
-79.05142784,35.59669388,71
-79.05141712,35.58952689,90
-79.05139829,35.58601079,94
-79.0513704,33.71683786,92
-79.05129415,35.5912828,93
-79.05123116,33.69707612,148
-79.05118574,36.66464967,42
-79.05099017,35.58424629,94
-79.05063592,33.71155114,105
-79.05054574,33.69450695,84
-79.05033453,35.582613,108
-79.04995095,35.60005055,63
-79.04982652,36.66619575,42
-79.04901006,33.71862209,65
-79.0484363,35.69522212,1759.5
-79.04786391,33.72634983,74
-79.04706638,33.71868153,65
-79.04694834,36.66896075,42
-79.04687342,37.41555728,121
-79.0462594,35.56956557,116
-79.04618177,35.5764607,92
-79.04551633,33.72945972,139.5
-79.04507765,36.66993054,63
-79.04465686,37.41606652,106.5
-79.04443682,33.72308544,92
-79.04422243,33.72132367,86
-79.04388351,33.730552,63
-79.04340798,33.72643903,87
-79.04304492,36.67066972,42
-79.04241586,35.69738702,30
-79.0414846,35.56582623,148
-79.04085408,36.67102384,52.5
-79.0404714,37.42015191,83.5
-79.0400448,37.42190226,80
-79.03997207,37.43323348,114
-79.03867499,36.67091456,60
-79.0376068,37.43292385,94
-79.03698796,35.70801706,2445
-79.03618401,35.70448821,2408
-79.0354144,37.43248701,94
-79.03489964,36.66889768,42
-79.03270636,35.55798635,87
-79.0317756,35.55634848,108
-79.03061882,35.55484213,96
-79.02969391,35.71587581,1315
-79.02940805,35.55347011,127
-79.02923131,35.7552171,1710
-79.02896392,36.66341856,84
-79.02770768,37.42900603,111.5
-79.0275857,35.7583272,1616.5
-79.02691925,35.76707845,1632
-79.02679195,35.71880308,1424.5
-79.02677899,35.74665808,1162
-79.02675375,35.73827407,1620
-79.02661676,35.76531564,1489
-79.0261,35.72041437,1235.5
-79.02603687,35.72757997,1794
-79.02589088,35.72933543,1515
-79.02584203,36.66080883,42
-79.02501497,35.74324864,1894
-79.0229689,37.42871504,86
-79.02209225,35.5468163,108
-79.02114071,35.78767191,759
-79.02058832,37.42899513,72.5
-79.01885325,35.79068114,1638
-79.01732978,36.65900712,39
-79.01515583,36.65871209,42
-79.01298111,36.6584479,42
-79.01120279,37.44372591,101
-79.01080124,36.65838446,60
-79.00626123,36.65874117,48
-79.00406631,36.65926064,54
-79.00187122,36.65978523,54
-78.99973038,37.44838085,65.5
-78.9978375,37.44942125,84
-78.99545024,36.66148898,54
-78.99349543,37.45370052,67
-78.99341489,36.66231997,42
-78.99209521,37.45516376,75
-78.9913781,36.66320499,42
-78.98952683,35.539008,254
-78.9878056,36.6650609,42
-78.98688526,37.46075282,36
-78.98610716,36.66635173,63
-78.98512193,37.4620025,39
-78.98409013,35.53545281,171
-78.98374241,36.6694213,61.5
-78.98323068,37.46296157,42
-78.98164352,36.67628091,63
-78.98150779,36.67817141,48
-78.98134203,36.67992619,55.5
-78.98076399,36.68167398,54
-78.97646452,35.52527805,169
-78.97509639,35.52390286,159
-78.97372069,35.5223923,201
-78.97115894,35.51946448,190
-78.96976341,35.51813385,180
-78.96880452,35.51663025,161
-78.9678677,35.51512702,159
-78.96630051,35.51361316,169
-78.96475819,36.68629172,60
-78.96262959,35.50922408,150
-78.96240198,36.68652181,48
-78.96113569,35.5059535,143
-78.9602841,35.50431644,152.5
-78.95931133,35.50267731,129
-78.95827247,35.50103706,146
-78.95685602,35.49776774,129
-78.95598073,36.68811908,54
-78.9549108,35.49448944,158.5
-78.9533183,35.49121709,114
-78.95290486,35.48945219,108
-78.95250402,35.48768749,121.5
-78.95248407,35.48592927,120
-78.95159943,36.68874679,60
-78.94965765,37.50174881,48
-78.94920096,37.47945507,108
-78.94784494,35.48018912,112
-78.94723882,36.6885944,60
-78.94280876,35.47671017,117
-78.94135033,37.48267874,127
-78.941093,36.68614095,48
-78.9402333,37.4946905,77.5
-78.94003672,37.48414284,118.5
-78.93946388,37.49305489,101
-78.93924402,37.48588638,123
-78.938892,37.49128754,108
-78.9386952,35.47595843,111
-78.93692825,36.68494733,36
-78.93054431,37.49781052,155
-78.92615812,35.47493223,112.5
-78.92256914,35.47307654,126.5
-78.92194367,36.68661033,42
-78.91636855,37.50116608,42
-78.91463713,37.50241163,63
-78.90886046,36.68622796,33
-78.90515334,36.68847916,42
-78.90454376,35.46699535,91
-78.9033923,37.508101,57.5
-78.90306439,36.69155191,54
-78.90009264,35.46654578,105
-78.89816374,37.51382082,42
-78.89739927,37.53138071,67
-78.89697459,37.52812881,84
-78.89598385,35.46564741,106.5
-78.8940126,35.46518031,105
-78.89305069,37.52184053,77
-78.89238916,36.69312864,30
-78.88616581,35.46186089,90
-78.88437516,35.46081445,108
-78.88071491,37.53192948,95
-78.87978772,36.69350998,45
-78.87761533,36.69314421,48
-78.87614232,37.53586665,75
-78.87462446,37.53719113,84
-78.87416666,35.4513102,84
-78.8732573,36.69289645,60
-78.8700027,37.54116322,84
-78.86903526,36.69380464,42
-78.86683091,36.69459693,42
-78.86432249,35.44411572,126
-78.86401579,37.54607469,84
-78.86359551,35.09129248,67
-78.86323627,35.08236114,73.5
-78.85985814,35.03659449,90
-78.85979129,35.03483534,92
-78.85921865,35.0294161,94
-78.85898864,35.12609975,75
-78.85856854,35.02588868,78
-78.85843155,35.04373641,94
-78.85834734,35.09904304,67
-78.85783375,35.43955466,108
-78.85739485,35.10064893,67
-78.8569868,35.01882886,87
-78.85691653,35.10239842,67
-78.85660003,35.07318373,84
-78.85634121,36.69751409,45
-78.8561384,35.10590056,67
-78.85606543,35.05086169,104.5
-78.85603017,35.11455316,75
-78.8552546,35.11115877,61.5
-78.85513543,35.05246798,87
-78.85477654,35.01378634,92
-78.85467966,35.13224394,67
-78.85454606,35.0594894,75
-78.85451181,35.05421491,80
-78.85448499,35.06313947,90
-78.85432783,35.06489465,69
-78.85423413,35.01201877,80
-78.85413935,35.06664927,60
-78.85237292,35.13734167,67
-78.85196319,35.00697512,91.5
-78.85170281,37.54326479,84
-78.85014992,35.43647022,89
-78.84879992,37.54077869,84
-78.84866935,34.98798473,72
-78.84784161,34.9844541,92
-78.84751463,35.14496331,84
-78.8469373,34.98092211,104.5
-78.84623418,35.43460648,105
-78.84606466,35.14642502,67
-78.84574646,37.53786801,127
-78.84383621,36.69441431,60
