x,y,Meander length (m)
-88.15144027,32.84287015,1091.603735
-88.151054,31.75891375,485.3252998
-88.1504772,34.92491039,1399.043602
-88.15014062,36.83386602,5478.706141
-88.14916068,36.56641936,5190.645537
-88.14904231,37.61846493,12131.49421
-88.14812042,36.56818722,6368.384871
-88.14801877,34.92195806,1511.396745
-88.14744342,37.67363993,7141.356782
-88.14733469,36.57324293,3741.199713
-88.1471829,37.46400693,4373.558424
-88.1465732,31.75516519,1541.475035
-88.14642717,31.85880296,1243.813803
-88.14632351,37.61375954,12131.49421
-88.14537662,34.91900741,2073.16246
-88.14519642,36.82201503,5478.706141
-88.14498432,37.46442484,4423.46108
-88.14469438,31.85971348,1243.813803
-88.14395203,36.81675371,5478.706141
-88.14382908,37.60878152,12131.49421
-88.14337365,31.75255249,1541.475035
-88.14311101,37.00254163,8825.99882
-88.14278516,37.46480665,4423.46108
-88.14259112,35.38491263,1223.413656
-88.14232746,36.81365943,5478.706141
-88.1421127,37.00417374,8825.99882
-88.14182357,36.57619313,3741.199713
-88.14158297,31.86454795,701.4657341
-88.14100262,36.81232002,5478.706141
-88.14097047,31.86631258,987.6870621
-88.1408322,37.60394349,12131.49421
-88.14008366,31.8698388,1102.175593
-88.13990905,32.83602141,1665.928796
-88.13946996,34.91365278,2073.16246
-88.13942473,36.8108478,6796.972113
-88.1390573,37.00880021,8825.99882
-88.13887981,37.60071765,9368.897898
-88.13856391,31.87323537,1130.382931
-88.13812869,36.57802777,3741.199713
-88.13796361,31.75046364,825.5616438
-88.137915,37.5991046,5685.436153
-88.13781659,32.8353137,1665.928796
-88.13683073,36.80600496,6796.972113
-88.13669859,37.59762917,5685.436153
-88.13615066,34.91108698,827.6242702
-88.13599029,31.87826516,2747.552108
-88.13535538,37.59615495,5685.436153
-88.13517006,37.68660215,7141.356782
-88.13470271,34.90991027,827.6242702
-88.13434165,37.46726752,4423.46108
-88.13410411,32.83323288,1665.928796
-88.13395236,37.6879658,7141.356782
-88.13382969,35.38429577,1223.413656
-88.13372332,37.0166934,8825.99882
-88.13348188,31.88518877,2747.552108
-88.13341018,34.90856979,804.9642795
-88.13327385,36.79752046,6796.972113
-88.13300562,37.01832276,8825.99882
-88.13280699,37.68946395,7141.356782
-88.13259211,37.59320719,5685.436153
-88.13251568,32.83182393,1665.928796
-88.13216786,37.02008846,8825.99882
-88.13209094,31.89223769,1185.838838
-88.13195129,36.57979215,3250.046462
-88.13182297,37.02725781,3680.404195
-88.13178565,37.02550046,3680.404195
-88.13176344,37.59159278,5685.436153
-88.13171276,36.79415499,6796.972113
-88.13166682,34.90739579,782.3042889
-88.13151364,35.38400836,1223.413656
-88.13139553,31.89589746,1105.501118
-88.13105938,37.58997718,5685.436153
-88.13089705,32.83055594,1665.928796
-88.13061093,37.69272968,7141.356782
-88.13028606,31.89942559,998.3841583
-88.1299451,36.78903367,6796.972113
-88.12979944,31.75628936,1605.851165
-88.12968413,34.90648549,781.3754652
-88.12936412,35.38381981,1223.413656
-88.12928569,37.03888287,10679.86611
-88.12906447,36.58878721,3340.7599
-88.12890933,37.58486031,5685.436153
-88.12858514,36.59206016,4056.106525
-88.12840316,36.78553275,6796.972113
-88.1282724,32.82779248,1665.928796
-88.12806951,37.58324598,5685.436153
-88.12791465,31.75758349,1064.762247
-88.12774246,37.46833116,4423.46108
-88.12765046,36.58379752,2267.739962
-88.1271165,37.58163273,5685.436153
-88.12690638,36.60949598,2533.765417
-88.12643793,36.59265998,4056.106525
-88.12605671,36.61126184,503.9772724
-88.12598349,32.82470122,3351.869974
-88.1259503,37.04144567,10679.86611
-88.12577908,37.69872444,7141.356782
-88.12553983,37.46849509,4423.46108
-88.12534756,36.61302637,8726.673594
-88.12506603,35.38350828,1223.413656
-88.1250249,36.61478725,8726.673594
-88.12490554,32.82308733,3351.869974
-88.12479805,36.61830505,8726.673594
-88.1246459,31.9060598,1873.60259
-88.12438547,34.90319835,2067.240366
-88.12421216,32.82146998,3351.869974
-88.12397283,31.75903829,548.591426
-88.12304808,36.59479365,4056.106525
-88.12291755,35.38339302,1322.70918
-88.12271848,32.81810091,3351.869974
-88.12242531,31.90607944,1169.696139
-88.12195802,36.59980698,4056.106525
-88.121837,31.94821469,735.8242401
-88.12179722,32.81648559,3351.869974
-88.12138181,36.77667503,6796.972113
-88.12124794,37.70289373,3584.378281
-88.12060647,35.38346085,1347.533061
-88.12043823,36.62767613,8726.673594
-88.1203604,31.90585538,641.7663014
-88.12005823,36.77141415,6796.972113
-88.11976724,37.57034617,5884.653577
-88.11939049,37.70384151,3584.378281
-88.11876613,37.469247,4423.46108
-88.11844237,31.94188474,1130.084458
-88.11829557,31.90563644,993.1795543
-88.1180657,36.76250874,3098.557258
-88.1178359,36.63256841,8726.673594
-88.11770823,31.9402674,1130.084458
-88.11680107,32.8105771,3351.869974
-88.11674907,32.01645891,1006.459865
-88.11656439,37.46947385,4597.169162
-88.11642119,32.01998,1006.459865
-88.11636907,32.04623161,1237.034178
-88.11608308,31.76147126,1036.428162
-88.11580122,32.02174456,1006.459865
-88.11541991,37.04798286,10679.86611
-88.11528367,32.69490885,2529.654709
-88.11525605,32.01295385,1811.891922
-88.11519806,36.75591014,3098.557258
-88.11488704,32.0113333,1811.891922
-88.11448298,34.89935816,1975.501018
-88.11436225,37.46967491,4597.169162
-88.11420915,32.03055406,1310.532292
-88.11418773,32.02703605,1431.857918
-88.1138743,32.04138221,1237.034178
-88.11381017,32.03421107,703.904161
-88.11355463,32.03597242,703.904161
-88.11349447,32.03962645,1148.179175
-88.11327667,36.75241255,2987.809023
-88.1129868,31.93900982,1962.456342
-88.11287702,32.00620896,1811.891922
-88.11261481,36.75079617,2987.809023
-88.11238367,35.38596816,1234.543022
-88.1122302,37.56379279,5884.653577
-88.11215783,37.46972272,4597.169162
-88.11205377,36.74917884,2987.809023
-88.11125456,31.94011655,1962.456342
-88.11064783,37.56245571,5884.653577
-88.11042049,35.3873263,1008.562943
-88.10995626,37.4699636,4597.169162
-88.10959222,31.76170969,1455.329271
-88.10954886,32.77018699,2552.906338
-88.109391,32.76680588,2145.600002
-88.10936171,32.00177432,619.460747
-88.10907259,32.80442203,556.996372
-88.10893015,37.56115234,5884.653577
-88.10872866,32.06070777,1144.310799
-88.10863082,31.95684792,2984.558012
-88.10845329,35.38839541,1008.562943
-88.10835651,36.7425878,2987.809023
-88.10813997,32.802942,529.2686424
-88.10779409,32.68877841,780.0923027
-88.10760349,32.7734514,2552.906338
-88.10753021,31.7614557,1455.329271
-88.107404,36.63359433,8726.673594
-88.10736162,32.80132529,450.2973838
-88.10730229,31.94136377,1962.456342
-88.10724556,34.82170626,2750.634699
-88.10721557,37.56005441,5884.653577
-88.10704327,31.95769945,2984.558012
-88.10698473,32.75451484,2145.600002
-88.10696332,31.99881832,1561.889332
-88.10685041,37.05027411,10679.86611
-88.10655659,32.7492419,4309.311407
-88.10651296,34.81995459,2750.634699
-88.10645993,32.77508511,2552.906338
-88.10633633,36.73949665,3336.331178
-88.10571959,32.79809261,826.9288437
-88.10554977,32.70140833,2064.574487
-88.10550201,37.55902134,5884.653577
-88.10538078,37.47026402,4597.169162
-88.10526518,36.35372569,4317.378717
-88.10523969,31.94139592,1962.456342
-88.10518013,35.39058931,2731.951772
-88.10511686,36.35900078,4317.378717
-88.10487123,32.74587426,4309.311407
-88.10468986,36.35007997,4317.378717
-88.10437584,31.90895942,2794.765803
-88.10409494,32.68722348,1689.534746
-88.10400398,31.75953588,1222.437498
-88.10387169,31.99630131,1561.889332
-88.10385391,32.06420278,419.5532133
-88.10378737,37.55791254,5884.653577
-88.10367481,32.77780666,2552.906338
-88.10362644,35.39195596,2731.951772
-88.10342246,32.7426398,4309.311407
-88.10320424,34.81552116,2750.634699
-88.10265449,37.05174382,10679.86611
-88.10244397,34.89526732,1792.022322
-88.10233125,36.34719895,4317.378717
-88.10224326,31.75636838,989.5457245
-88.10216465,32.68638354,1841.108487
-88.10207105,31.96150272,1231.928008
-88.10204177,34.8282278,2824.742977
-88.10201366,32.77903899,2552.906338
-88.10195538,37.71091687,6305.731829
-88.10150424,32.73940946,4309.311407
-88.10112306,36.36917941,3488.520227
-88.1010511,36.63517667,8726.673594
-88.1007923,37.05128698,10679.86611
-88.10074349,35.39468715,2731.951772
-88.10067247,36.72954324,4730.419799
-88.1006196,32.79502565,318.230242
-88.10056792,36.24180284,5190.645537
-88.10047923,32.06636108,1017.434774
-88.10034243,32.73779605,4309.311407
-88.1003017,34.89465425,1792.022322
-88.10028412,37.7120573,6305.731829
-88.10016013,31.99451129,971.4636321
-88.10010904,32.77957889,2552.906338
-88.10008039,34.82875052,2824.742977
-88.09991425,31.75138162,1428.23422
-88.09978714,36.72792884,4730.419799
-88.09949866,31.93636684,563.573871
-88.09931561,32.70195795,2064.574487
-88.09920427,31.74962857,1428.23422
-88.09917725,37.55391045,8046.18402
-88.09901631,34.86046423,1906.830215
-88.09892261,37.05030918,10679.86611
-88.0987628,37.4700914,4597.169162
-88.09862767,36.34533993,4317.378717
-88.09861947,34.85870949,1906.830215
-88.09848903,31.96353826,881.4020069
-88.09844294,31.99378283,971.4636321
-88.09837937,34.8118209,1034.233086
-88.09832601,34.89422127,1654.301742
-88.09818452,36.72469847,4730.419799
-88.09808621,30.78728925,1622.033361
-88.09794163,34.85709254,1906.830215
-88.09790711,36.27252355,2508.692506
-88.09740312,32.70259476,2064.574487
-88.09715733,34.85534128,1906.830215
-88.09700624,34.87644258,2621.856037
-88.09697919,34.78866124,604.912987
-88.09688813,37.04959789,10679.86611
-88.09681419,31.99278244,450.9074655
-88.09674178,36.2675309,2508.692506
-88.09662845,32.79613533,1142.403761
-88.09660431,34.85358794,1906.830215
-88.09638869,37.47013663,4597.169162
-88.09636449,32.68420897,1841.108487
-88.09627158,36.27578397,2508.692506
-88.09620502,31.74302366,738.112304
-88.0961653,34.87820849,2621.856037
-88.0960459,30.78707966,712.3805807
-88.09593872,32.77908326,1384.667602
-88.0958081,31.90884029,2794.765803
-88.09574034,36.33866835,2761.508591
-88.09569118,34.78218047,2589.360299
-88.09565897,36.37205131,2866.87636
-88.09551462,36.32595934,4057.719253
-88.09538915,36.33677843,2761.508591
-88.09533531,32.06941866,2393.812791
-88.0952611,34.85021864,2931.563542
-88.09521133,34.8797049,2621.856037
-88.09495945,31.93004613,0
-88.09468857,37.04913532,10679.86611
-88.09458106,37.54989723,6800.98433
-88.09452931,36.63669841,8726.673594
-88.09445635,36.33313592,4057.719253
-88.09436882,37.71483786,6305.731829
-88.09404535,34.89327702,1654.301742
-88.09395386,36.71838229,2040.190316
-88.09389404,36.37338366,2866.87636
-88.09386507,34.73039295,6907.176097
-88.09370538,34.77367709,2589.360299
-88.09358416,31.73803928,957.6126048
-88.09346278,34.77895433,2589.360299
-88.0934305,32.00353643,1657.218135
-88.09341225,34.84712438,2931.563542
-88.09331158,34.77719733,2589.360299
-88.09320491,31.92694893,0
-88.09311097,36.26310169,5924.209819
-88.09309184,34.80881712,1034.233086
-88.09303702,32.00529893,1073.498791
-88.09287815,36.7169048,964.0985228
-88.09276896,34.88283776,600.6853375
-88.09273338,36.31746566,1111.863403
-88.09264136,32.79758503,1142.403761
-88.09260918,32.00015785,1657.218135
-88.09251409,31.99244838,648.8633094
-88.09236375,32.68300682,2123.678978
-88.09235525,34.76872073,2589.360299
-88.09234855,36.63672615,8726.673594
-88.09231928,36.30854462,5811.038432
-88.09231653,31.71842847,1337.556061
-88.09226178,31.72018813,1337.556061
-88.09219733,31.9254691,85.44007474
-88.0921594,37.47091876,4597.169162
-88.09212641,31.73101505,838.2736608
-88.09205388,31.72560279,1049.502892
-88.09204896,31.72749734,1014.29802
-88.0919541,31.71477788,1624.617452
-88.09190856,36.26148997,5924.209819
-88.09183417,32.70521771,1047.953001
-88.09180255,34.82959155,2824.742977
-88.09176459,32.77827183,1384.667602
-88.09169209,34.72746921,6907.176097
-88.09164103,31.71302137,1624.617452
-88.09154446,35.40234433,881.7928222
-88.09148551,37.54722194,6800.98433
-88.09141141,34.88609609,1030.372482
-88.09127409,34.8077658,1896.920657
-88.0910782,31.9238549,85.44007474
-88.09089544,36.71367781,608.0154287
-88.09082848,34.8311873,2824.742977
-88.09077012,34.84417246,2931.563542
-88.09072891,32.79839546,1896.246268
-88.09058234,34.8913785,1502.877483
-88.09045751,37.04816087,10679.86611
-88.09030624,37.71632659,6305.731829
-88.09014887,35.40370938,1031.500396
-88.08992749,31.92224999,0
-88.08989003,31.70613491,1075.171716
-88.0896857,36.30167218,5811.038432
-88.08959291,36.25826567,5924.209819
-88.08932833,36.29450851,5811.038432
-88.08930271,36.25488766,5924.209819
-88.08919167,36.29978354,5811.038432
-88.08915644,34.73399516,6907.176097
-88.08897929,32.79942454,2047.014769
-88.0889061,34.83634428,2824.742977
-88.08887268,36.37702648,2866.87636
-88.0884759,36.2908652,5811.038432
-88.08834271,36.28207676,5811.038432
-88.0882294,34.83810867,1158.672743
-88.08818332,31.92144401,2715.316658
-88.08803518,34.7067748,1348.332597
-88.08801421,32.70692865,1047.953001
-88.0879485,32.00561331,590.5219416
-88.08786011,36.70883781,2154.079873
-88.08775664,31.65053536,3713.528379
-88.08763154,36.28573432,5811.038432
-88.08756529,37.54293179,6800.98433
-88.08742549,32.72857299,1329.222426
-88.08736765,34.73502288,6907.176097
-88.08732154,35.40671024,858.5187278
-88.08722811,32.80032913,2047.014769
-88.08721453,36.37803683,2866.87636
-88.08713925,31.69208484,1145.333238
-88.08702066,31.64891775,3713.528379
-88.08695327,31.69384563,1145.333238
-88.08666185,36.70722616,6870.375426
-88.08660372,34.71206269,2439.823213
-88.08648816,32.77583901,962.0258762
-88.08635393,31.64716422,3713.528379
-88.08626218,32.70761674,1353.598494
-88.08620706,32.00427507,590.5219416
-88.08616815,34.69950676,1695.400844
-88.08612542,32.68311382,2406.24947
-88.08609245,37.54159337,6800.98433
-88.08604124,31.64540767,3713.528379
-88.08601594,34.89436409,1654.301742
-88.08598979,31.64188969,1682.653647
-88.08593472,34.69525009,1810.79334
-88.08582758,34.70395404,1695.400844
-88.08576588,36.70561174,6870.375426
-88.08566329,31.63647951,2095.226121
-88.08557838,34.73601812,6907.176097
-88.08555694,36.37909042,778.771196
-88.08551997,32.72561288,1183.735686
-88.08533329,32.07021996,1075.526089
-88.0853012,34.69056801,2408.032963
-88.08524377,31.63485919,2095.226121
-88.08519553,34.69367993,1810.79334
-88.08493711,36.70399671,6870.375426
-88.08483309,32.77459777,1261.790733
-88.08469015,31.63310468,2095.226121
-88.08467765,32.00095711,462.676068
-88.0846093,35.40943952,1475.311607
-88.08456578,37.54012924,6800.98433
-88.08452863,34.70247775,1695.400844
-88.08450115,31.68168744,2010.979628
-88.08440231,31.91236672,3286.546409
-88.08421659,37.71887032,6305.731829
-88.08415719,31.95883773,548.225618
-88.08410369,32.7143951,1964.889482
-88.0840793,34.68895577,3602.512211
-88.08404399,32.68298621,2406.24947
-88.08399776,31.99928726,551.614248
-88.08396081,36.38055992,3556.130391
-88.08344322,36.63580301,6264.271091
-88.08335303,31.68020864,913.4293419
-88.08333809,31.92443536,2715.316658
-88.08325918,32.06952247,1075.526089
-88.0831459,37.04406162,3179.913484
-88.08301103,36.70076905,6870.375426
-88.08289395,34.76467537,4604.279341
-88.08279384,37.53891971,6800.98433
-88.08275021,31.99767411,2035.350037
-88.08271851,34.76295464,4604.279341
-88.08257308,31.65826582,1470.683861
-88.08235823,37.71981573,6305.731829
-88.08207064,34.75768532,4604.279341
-88.08201822,31.92569153,2715.316658
-88.08180492,32.68305193,2406.24947
-88.08177487,34.75092502,4604.279341
-88.0814405,37.04274672,3179.913484
-88.08140218,31.91501566,3286.546409
-88.08135422,35.41210868,1624.617433
-88.08109916,32.62823325,2814.441762
-88.08096922,32.77293025,1261.790733
-88.080966,34.75424604,4604.279341
-88.08086834,36.69565031,6870.375426
-88.08073936,31.67752435,2343.586183
-88.08070695,34.74945748,4604.279341
-88.08059631,36.38314883,4088.627096
-88.08018074,37.47543277,4359.584239
-88.0800281,32.62134198,2056.402551
-88.0798764,34.73852511,6907.176097
-88.07962961,34.89557903,1820.096483
-88.07960831,31.60432366,3008.863214
-88.07942469,31.67604692,2343.586183
-88.07936746,37.53678792,6800.98433
-88.0790855,36.63612845,6264.271091
-88.07902249,34.74846068,4604.279341
-88.078627,31.62178882,2873.73816
-88.07827055,31.66198305,1760.300093
-88.07811481,31.92787177,3100.556278
-88.07809144,36.69094291,6870.375426
-88.07803448,37.04044131,3179.913484
-88.07792884,31.59963395,3537.885625
-88.07776374,31.95307996,466.4725919
-88.07771221,32.61824989,2808.592839
-88.07758645,31.66916097,2343.586183
-88.0774992,34.895862,2483.275449
-88.07690974,36.63651516,6264.271091
-88.07687819,36.39833822,4088.627096
-88.07682286,37.47786456,4359.584239
-88.07679707,36.68946724,6870.375426
-88.07669602,32.06544859,919.1376692
-88.07661308,34.74109687,6907.176097
-88.07643787,36.3948264,4088.627096
-88.07634748,31.59851056,3537.885625
-88.07629237,36.40010141,1818.814286
-88.0762725,35.41508617,798.003249
-88.07604998,31.61883342,2873.73816
-88.07580042,31.60868618,3008.863214
-88.07562865,32.77477765,1404.041163
-88.07558062,32.6843322,1398.914863
-88.07552308,36.40173101,1440.512151
-88.07537094,34.89631109,2483.275449
-88.07527024,37.72397967,6305.731829
-88.07520744,36.6862364,6870.375426
-88.075146,37.47923183,4359.584239
-88.07511131,34.75013641,4604.279341
-88.07491751,32.61556776,2808.592839
-88.07485028,31.93003747,5026.75438
-88.07474393,31.61031897,3008.863214
-88.07464225,36.40336162,1440.512151
-88.0745799,32.64082991,985.3722293
-88.07430051,35.41587913,1013.201052
-88.07426494,31.9551935,842.4672051
-88.07423379,34.74395832,6907.176097
-88.07419629,31.96838303,832.3171832
-88.07377237,37.53116061,6800.98433
-88.07369551,32.61408987,2808.592839
-88.0736537,32.80387566,903.2708766
-88.07359491,37.03658755,4450.800622
-88.07330008,31.93117823,5026.75438
-88.07325317,36.68287362,6870.375426
-88.07312518,30.78314028,4166.099365
-88.07268836,31.95610354,889.5490465
-88.07261848,32.61261073,2808.592839
-88.07250613,32.64126,959.1795817
-88.0721477,31.98878813,2628.844353
-88.07212751,37.48169285,4359.584239
-88.07206712,31.93267714,5026.75438
-88.07189056,36.67950547,6870.375426
-88.07183671,31.59451038,3537.885625
-88.07156032,31.97923456,1874.234294
-88.07134244,37.52807313,6800.98433
-88.07111838,34.89752086,2483.275449
-88.07107845,31.95727081,1007.25365
-88.07086511,34.74872205,6578.190846
-88.07057735,36.67600164,6870.375426
-88.07046406,37.48305992,4359.584239
-88.07042758,32.64129063,906.7942867
-88.07029042,31.96192078,633.0277082
-88.07013412,32.06143388,794.5197353
-88.06997765,34.7502177,4604.279341
-88.06991995,32.78212968,2998.618133
-88.06987279,37.72739241,6305.731829
-88.06980216,30.78127296,4166.099365
-88.0696099,32.79975926,723.3561979
-88.06950448,31.97992462,1918.296941
-88.06941568,32.60999691,1614.864316
-88.06923444,36.6727685,6870.375426
-88.06915785,31.98654004,1918.296941
-88.06900279,31.92291752,2763.508068
-88.06868327,31.59193856,3537.885625
-88.06846525,36.67101758,6870.375426
-88.06822063,32.06202995,794.5197353
-88.06806693,36.66926333,6870.375426
-88.06795229,37.0310949,6992.574899
-88.06780348,32.60885242,1614.864316
-88.06760729,31.98060816,1918.296941
-88.06693538,31.9224993,2763.508068
-88.06650156,37.72969421,3778.403249
-88.06602497,32.68803085,1857.979943
-88.06588286,32.06479847,1025.957233
-88.0657281,35.4172895,926.6272135
-88.06564443,31.58978972,3193.925878
-88.0655492,32.79329946,1476.528837
-88.06551228,36.41749309,1394.714558
-88.06495323,32.79168093,2491.255034
-88.06490065,37.73106062,2093.517529
-88.06480453,32.78816438,2998.618133
-88.0645456,37.02625798,6992.574899
-88.06417774,32.64018531,2459.401725
-88.06390625,31.58893632,3193.925878
-88.06373852,35.41675705,1635.040958
-88.06365409,36.63644495,6264.271091
-88.06350393,37.73242517,2093.517529
-88.06339803,36.6536199,1500.123299
-88.06311338,31.92126838,2160.133335
-88.06260069,37.02303039,6992.574899
-88.06228679,32.06948739,901.6912239
-88.06219988,32.68929004,1857.979943
-88.06215586,31.58793323,3193.925878
-88.06214169,36.64849283,6264.271091
-88.06206743,36.64308479,6264.271091
-88.06205668,36.63578311,6368.384871
-88.06205272,36.63956925,6264.271091
-88.0620433,36.64132717,6264.271091
-88.06174389,35.41583691,2343.454702
-88.0615917,32.60174477,1141.780379
-88.06130747,36.63416718,6368.384871
-88.0610439,31.9206645,2160.133335
-88.06084721,36.63241344,6368.384871
-88.06045477,37.02021019,6992.574899
-88.06028878,32.69004587,1857.979943
-88.06019018,34.90304134,2483.275449
-88.06002974,32.59851065,1089.045162
-88.05980782,36.62512091,6368.384871
-88.05961328,32.5967552,1089.045162
-88.05954712,36.42504202,2189.385811
-88.0594219,30.77812804,4166.099365
-88.05936067,36.42680157,4639.381907
-88.05887784,36.42175754,2761.508591
-88.05871708,36.43221618,5864.379955
-88.05862454,32.59500458,897.542267
-88.05856407,36.43397543,5864.379955
-88.05839871,34.90416966,2483.275449
-88.05836892,32.07354871,919.5223828
-88.05831544,36.43573553,5864.379955
-88.05824564,35.41363337,2343.454702
-88.05796444,32.6701038,1504.640113
-88.05771486,32.67348848,2783.246568
-88.05754586,32.59352531,801.7908198
-88.05714245,32.66835179,652.2358086
-88.056833,32.64278205,2459.401725
-88.0567834,32.67499369,2783.246568
-88.0564414,36.4519788,5864.379955
-88.05628891,36.61311772,6368.384871
-88.05597263,36.45549872,5864.379955
-88.05583397,30.7747918,1323.3144
-88.05558057,36.45915318,5584.496604
-88.05545523,30.77127599,1185.148229
-88.05540916,30.76951691,1185.148229
-88.05533818,36.46091321,3905.1965
-88.05526628,30.76599918,1104.302639
-88.05504914,32.64604434,2448.570206
-88.05504627,32.66512215,2456.303564
-88.05496201,36.46456753,3905.1965
-88.05485834,32.69540454,3466.339656
-88.05481322,34.90623868,2483.275449
-88.05461943,31.92308028,1814.382651
-88.05458232,35.41142576,2343.454702
-88.05426283,32.65146309,2448.570206
-88.05384998,36.60069919,1268.710528
-88.05381916,32.07702364,1436.047348
-88.05370529,36.47526115,3905.1965
-88.05332487,36.59908121,1268.710528
-88.05324767,36.47891617,3905.1965
-88.05306098,36.4806757,3523.807575
-88.05294053,31.58383246,3193.925878
-88.0528427,32.65661655,2451.884503
-88.05277128,32.66027034,2456.303564
-88.05268638,34.90683035,2379.025554
-88.05261766,36.48433059,3015.289008
-88.0524166,36.48609025,3015.289008
-88.05232663,32.10131161,1028.105229
-88.05204192,32.07805521,1436.047348
-88.05199928,32.67901902,2783.246568
-88.05187982,36.59557828,689.4442006
-88.05157791,37.00757946,4652.512564
-88.05129227,36.59382562,1095.044585
-88.05109697,36.48943734,3015.289008
-88.05104209,31.58276548,3193.925878
-88.05097764,32.10646478,1198.341203
-88.05085965,36.59207158,1095.044585
-88.05080771,36.41887196,2160.474754
-88.0506515,37.74916926,3420.531507
-88.05052138,36.58855887,1424.373262
-88.05043023,36.59031752,1259.708924
-88.0503745,32.68016918,2783.246568
-88.0503057,32.07923591,1436.047348
-88.05027915,37.00421072,4262.502175
-88.05001207,36.58491244,1424.373262
-88.04988148,32.59362568,895.9151539
-88.04940068,32.09646454,1269.440226
-88.04937286,37.01677007,1459.993206
-88.04930935,32.69524542,3466.339656
-88.04905443,37.00259903,4262.502175
-88.04892132,32.68122046,2783.246568
-88.04879075,36.41818654,2160.474754
-88.04843198,34.90796463,2358.175575
-88.04823038,30.74345402,2608.974261
-88.04804671,30.7592906,2717.832085
-88.04789874,36.99922898,4262.502175
-88.04787208,32.09512405,657.5913094
-88.04759082,35.40733188,1491.146869
-88.04749365,30.74873834,2608.974261
-88.0472871,36.99747665,4262.502175
-88.04719099,37.0175066,1459.993206
-88.04707884,30.7557795,2717.832085
-88.04662325,32.09378122,706.7666363
-88.04642789,36.49556334,2770.27999
-88.04630484,34.90853945,2358.175575
-88.04628231,32.11454524,1378.034819
-88.04618183,32.37875268,1163.881737
-88.04615638,36.57466966,5068.165853
-88.04594733,32.69313649,3466.339656
-88.04592173,35.40600472,1960.025679
-88.04575255,32.37510289,836.8464543
-88.04569607,37.75516185,3121.476585
-88.04534723,36.57291891,5068.165853
-88.04522433,36.49706133,2770.27999
-88.04500234,37.01775125,1459.993206
-88.0446097,32.38756083,1005.374989
-88.04452078,36.57130352,5068.165853
-88.04446648,32.39121536,1211.742953
-88.04442298,36.56237987,5068.165853
-88.04432506,32.0886582,977.339801
-88.04417585,36.56062418,5068.165853
-88.04403539,36.50031705,2770.27999
-88.04400921,36.56603443,5068.165853
-88.04390356,36.56779321,5068.165853
-88.04385984,36.50221168,2770.27999
-88.04384741,36.55697612,5068.165853
-88.04370254,32.39649875,2535.168079
-88.04346147,36.55522164,5068.165853
-88.0433135,30.73794458,2608.974261
-88.04324152,36.41526025,2160.474754
-88.04314816,32.4019157,2535.168079
-88.04306697,32.12100889,528.0887105
-88.04290511,31.57472161,3532.374965
-88.04283775,32.4054363,1611.362002
-88.04279625,32.12277021,528.0887105
-88.04275084,35.44537752,4696.338521
-88.04263621,32.40719698,1611.362002
-88.04243015,32.40909301,1611.362002
-88.04220691,36.41379084,2160.474754
-88.04214276,32.12642909,1708.730324
-88.0421218,36.54995977,5068.165853
-88.0420153,37.75965584,3121.476585
-88.04186672,32.6863486,693.7574858
-88.04156241,31.5733793,3532.374965
-88.0413359,32.68932066,3466.339656
-88.04104955,36.41231349,1943.174991
-88.04078106,32.13347665,1708.730324
-88.04065336,36.98239143,4549.16089
-88.04059183,35.4025993,1960.025679
-88.04047927,36.51076014,5762.731021
-88.04027731,32.41952958,1780.904343
-88.03999709,36.98063944,4549.16089
-88.03995173,32.13700165,497.1883697
-88.03992298,35.44053312,4696.338521
-88.03938739,30.73710602,1932.560479
-88.03928309,37.76251902,3121.476585
-88.03915285,36.51428745,5762.731021
-88.03898636,36.97713281,4549.16089
-88.03892614,35.40152086,2100.473667
-88.03873686,32.14206336,752.007748
-88.03864673,36.51604973,5762.731021
-88.03854682,36.97537892,4549.16089
-88.03846732,36.40936106,1834.52511
-88.03837387,35.46042735,4792.503099
-88.03812465,36.52497885,5762.731021
-88.03802321,32.42491316,2183.972554
-88.03757454,30.85181325,2809.220519
-88.03737186,30.85005544,2809.220519
-88.03726105,35.40048567,2194.10566
-88.03722494,30.85347881,2809.220519
-88.03717325,32.14349248,662.2352296
-88.0370986,36.97214652,4549.16089
-88.03700667,32.4264663,2183.972554
-88.03642769,37.01957516,1459.993206
-88.03627052,35.43407279,4696.338521
-88.03604614,35.61394743,3463.438808
-88.03602857,32.59818899,1366.385362
-88.03591236,31.56787685,1120.893873
-88.03581899,35.62287526,1929.683648
-88.03579281,35.61570773,3463.438808
-88.03563393,35.61219284,3463.438808
-88.03559518,35.39938554,2194.10566
-88.03553461,35.46324163,4792.503099
-88.03539819,30.85616158,3837.233066
-88.03528328,35.62463799,1929.683648
-88.03502423,32.37112053,1424.717537
-88.03491162,30.85467672,2809.220519
-88.03483062,35.61044161,3463.438808
-88.03456683,37.01912989,1459.993206
-88.03446825,35.71850117,3631.469679
-88.03437128,37.76851075,1362.475462
-88.03426959,35.70606093,3631.469679
-88.03412425,30.84854936,2809.220519
-88.03399281,35.60882592,3463.438808
-88.03388036,31.56478079,788.5602268
-88.03376309,35.39820025,2194.10566
-88.03351876,35.72202553,3631.469679
-88.03348537,34.90752201,1585.470405
-88.03343396,35.62803488,1669.063517
-88.03326543,35.60720927,3463.438808
-88.03312425,36.96569104,2542.710292
-88.03291132,35.72378885,3631.469679
-88.03287217,36.4037302,2911.58593
-88.03253013,32.43216619,2183.972554
