x,y,Slope
-78.33287654,38.83938377,0.968960386
-78.35020251,38.83813656,0.968960386
-78.34685406,38.83561712,0.968960386
-78.34553735,38.83410062,0.968960386
-78.34516291,38.83084867,0.968960386
-78.34641901,38.82928254,0.968960386
-78.3483265,38.82816365,0.968960386
-78.35715336,38.82774215,0.968960386
-78.36343519,38.82637059,0.968960386
-78.36306925,38.81949703,11.61020206
-78.36033446,38.81646207,0.998755527
-78.3586572,38.81510514,0.998755527
-78.35511655,38.81275817,0.998755527
-78.35325542,38.81170693,0.998755527
-78.34944594,38.81009789,0.998755527
-78.3486616,38.80835926,0.998755527
-78.35636757,38.80228494,0.998755527
-78.36057455,38.80060548,0.998755527
-78.3628276,38.80039125,0.998755527
-78.36730487,38.80074455,0.998755527
-78.3836475,38.8072204,0.998755527
-78.38731982,38.8019329,0.998755527
-78.38679561,38.80016429,0.998755527
-78.38552925,38.79864935,0.998755527
-78.38394247,38.79727138,0.998755527
-78.38197676,38.79624527,0.998755527
-78.37824036,38.7945307,0.998755527
-78.37637966,38.79347082,0.998755527
-78.374521,38.7923569,0.998755527
-78.37133833,38.78968152,0.998755527
-78.37016219,38.78816845,0.998755527
-78.37049323,38.78486216,0.998755527
-78.37224553,38.78378802,1.052234634
-78.37433934,38.78319259,1.052234634
-78.40189056,38.79000487,1.052234634
-78.40835359,38.78955384,1.052234634
-78.40836716,38.78631966,1.052234634
-78.40504581,38.78394844,1.052234634
-78.4031843,38.78290699,1.052234634
-78.40114574,38.7819877,1.052234634
-78.39706749,38.78018504,1.052234634
-78.39521046,38.77902643,1.052234634
-78.39352666,38.77785365,1.052234634
-78.39184251,38.77669164,1.052234634
-78.38848346,38.7741191,1.052234634
-78.38695957,38.77273357,1.052234634
-78.41128885,38.77365376,1.359004886
-78.41778686,38.77538074,1.359004886
-78.42247051,38.77298208,1.359004886
-78.42108071,38.76957275,1.359004886
-78.42008116,38.76792892,1.359004886
-78.41906298,38.76641983,1.359004886
-78.41499455,38.76187004,1.359004886
-78.41363392,38.76035332,1.359004886
-78.4125263,38.75884218,1.359004886
-78.41160691,38.75530802,1.359004886
-78.41226331,38.75370081,1.359004886
-78.41378855,38.75224798,1.359004886
-78.41556178,38.75093577,1.359004886
-78.41941373,38.74940689,1.359004886
-78.42408944,38.74896178,1.359004886
-78.43101434,38.74835746,1.359004886
-78.43733089,38.74680957,1.359004886
-78.43838958,38.74522184,1.359004886
-78.43789591,38.74156205,1.359004886
-78.4368547,38.7400526,1.359004886
-78.43378149,38.73539014,1.359004886
-78.43683359,38.73073601,1.359004886
-78.45031852,38.72965257,1.960003804
-78.45440628,38.73114724,1.960003804
-78.45663473,38.73155745,1.960003804
-78.46077374,38.73161195,1.960003804
-78.46391633,38.72699329,1.960003804
-78.46294855,38.72359359,1.960003804
-78.45976084,38.72124304,1.960003804
-78.45824635,38.71984241,1.960003804
-78.45729895,38.7164431,1.960003804
-78.48497372,38.71231186,0.808885625
-78.48183954,38.70589238,0.808885625
-78.48339629,38.70122275,0.808885625
-78.49393549,38.70101676,0.808885625
-78.49825462,38.70080296,0.808885625
-78.50018752,38.699776,0.808885625
-78.50054535,38.69629295,0.808885625
-78.49639653,38.67825634,0.808885625
-78.50065054,38.67657113,12.21104654
-78.50308232,38.67605161,0.558629513
-78.50757766,38.67568419,0.558629513
-78.52283648,38.66816085,0.558629513
-78.52138485,38.66659838,0.558629513
-78.52109434,38.66483527,0.558629513
-78.52137965,38.66308436,0.558629513
-78.52219312,38.66148882,0.558629513
-78.52397112,38.66024707,0.558629513
-78.52590208,38.65923378,0.558629513
-78.52799871,38.65841317,0.558629513
-78.53008354,38.65793465,0.558629513
-78.53875276,38.6463774,0.558629513
-78.53448202,38.64527829,0.558629513
-78.53280145,38.64403188,0.558629513
-78.52967619,38.64136559,0.558629513
-78.5345333,38.63875609,0.558629513
-78.53845261,38.63668526,0.558629513
-78.53911646,38.63507742,0.558629513
-78.53971603,38.63333307,0.558629513
-78.53997121,38.63158148,0.558629513
-78.53968853,38.62981856,0.558629513
-78.5396551,38.6280609,0.558629513
-78.54179743,38.62486232,0.558629513
-78.54308772,38.62340277,0.558629513
-78.54626769,38.62041512,0.558629513
-78.55230362,38.61786561,1.485193657
-78.55921044,38.61739213,1.485193657
-78.56814852,38.61797994,1.485193657
-78.57279412,38.61814853,1.485193657
-78.57475976,38.61741444,1.485193657
-78.57647925,38.61409832,1.485193657
-78.57645803,38.61234089,1.485193657
-78.57570237,38.61056825,1.485193657
-78.57480905,38.60879275,1.485193657
-78.57423252,38.60715896,1.485193657
-78.57378022,38.6053926,1.485193657
-78.57346728,38.60362913,1.485193657
-78.57175215,38.60034987,1.485193657
-78.56675012,38.58362215,1.485193657
-78.5678927,38.5769964,1.485193657
-78.5734311,38.57368239,1.485193657
-78.57567295,38.57357184,1.485193657
-78.57771872,38.57417285,1.485193657
-78.57975334,38.57510697,1.485193657
-78.58383421,38.57663296,1.485193657
-78.58729089,38.57891181,1.485193657
-78.59224014,38.58269896,1.485193657
-78.59460444,38.57892727,1.485193657
-78.59224906,38.57604059,1.485193657
-78.59061498,38.57465541,1.485193657
-78.59140605,38.57159021,1.53E-13
-78.59329867,38.56646629,1.207309873
-78.59368577,38.56282511,1.207309873
-78.59378858,38.56107022,1.207309873
-78.59277864,38.55770304,1.207309873
-78.58524231,38.55035216,1.207309873
-78.58444441,38.54857869,1.207309873
-78.58289171,38.54516778,1.207309873
-78.58273924,38.54340763,1.207309873
-78.58257912,38.52763379,1.207309873
-78.58657783,38.52585377,1.207309873
-78.58881046,38.52563077,1.207309873
-78.59307127,38.52684348,1.207309873
-78.59847228,38.5299909,1.207309873
-78.60254211,38.53178631,1.207309873
-78.60884911,38.53357968,1.207309873
-78.61333876,38.53309982,1.207309873
-78.61558879,38.53270161,1.207309873
-78.6202395,38.532553,1.207309873
-78.62247784,38.53250839,1.207309873
-78.62472168,38.53229652,1.207309873
-78.62920434,38.53202443,1.207309873
-78.63143414,38.53223949,1.207309873
-78.63588869,38.53282514,1.207309873
-78.6412461,38.53000488,1.207309873
-78.64015281,38.52660395,1.207309873
-78.63906658,38.52509534,1.207309873
-78.63636275,38.52233765,1.207309873
-78.63251605,38.52023257,1.207309873
-78.62824901,38.51920009,1.207309873
-78.62601286,38.51919079,1.207309873
-78.62153049,38.51947822,1.207309873
-78.61967295,38.51842049,1.207309873
-78.6181337,38.51710249,1.207309873
-78.618091,38.51561492,1.207309873
-78.62648954,38.51515481,1.207309873
-78.62870812,38.51569535,1.207309873
-78.63093265,38.51605576,1.207309873
-78.63971234,38.51586372,1.207309873
-78.62774392,38.50134933,1.289743356
-78.62929709,38.49624489,1.289743356
-78.62977041,38.49449745,1.289743356
-78.63022733,38.49274967,1.289743356
-78.63113678,38.49114621,1.289743356
-78.63213063,38.48954444,1.289743356
-78.63102805,38.48438621,1.289743356
-78.62624958,38.48055911,1.289743356
-78.62176516,38.46703359,1.289743356
-78.62417379,38.4639739,1.289743356
-78.62556935,38.46251549,1.289743356
-78.62818609,38.45945993,1.289743356
-78.63215351,38.45777418,1.289743356
-78.63420452,38.458131,1.289743356
-78.63674719,38.45571348,1.289743356
-78.63331691,38.45373399,1.289743356
-78.63126486,38.45341317,1.289743356
-78.62937139,38.45069876,1.289743356
-78.63622789,38.44353889,1.289743356
-78.63477395,38.44069827,1.289743356
-78.63291647,38.43969302,1.289743356
-78.62969451,38.43732478,1.289743356
-78.6280564,38.43592202,1.289743356
-78.62619801,38.43495089,1.289743356
-78.6239643,38.43180239,1.289743356
-78.62441878,38.42991941,1.289743356
-78.6252629,38.42817949,1.217417817
-78.62650361,38.4268801,1.217417817
-78.62839443,38.42559386,1.217417817
-78.63173791,38.42317462,1.217417817
-78.63328359,38.42171914,1.217417817
-78.6343313,38.42011842,1.217417817
-78.63460933,38.41836699,1.217417817
-78.63484811,38.41661476,1.217417817
-78.63505376,38.41121262,1.217417817
-78.63545387,38.40757144,1.217417817
-78.63550671,38.40595061,1.217417817
-78.6318396,38.40428168,1.217417817
-78.62998536,38.40320617,1.217417817
-78.62832468,38.40188586,1.217417817
-78.62525732,38.3989764,1.217417817
-78.6307673,38.38936021,1.217417817
-78.63211507,38.38606798,1.217417817
-78.63383391,38.38526473,1.217417817
-78.63828566,38.38566091,1.217417817
-78.64032327,38.38636874,1.217417817
-78.64235243,38.38733768,1.217417817
-78.64642406,38.38887024,1.217417817
-78.64862842,38.38973704,1.217417817
-78.6529061,38.3902167,1.217417817
-78.65515858,38.3895976,1.217417817
-78.65916801,38.38774694,1.217417817
-78.66084729,38.38658027,1.217417817
-78.66944018,38.38080452,1.217417817
-78.67313134,38.37642845,1.217417817
-77.88424832,39.59823656,0.59532152
-77.88117827,39.60086213,0.59532152
-77.97276332,39.60220132,0.417834545
-77.97138444,39.60372297,0.417834545
-77.78924566,39.49293368,0.249045458
-77.78801746,39.49449461,0.249045458
-77.78699884,39.49600546,0.249045458
-77.84054556,39.52295005,0.065760304
-77.83963443,39.52998989,0.065760304
-77.83805913,39.53129858,0.065760304
-77.83614296,39.53223722,0.065760304
-78.35058962,39.64033835,0.485785073
-78.37614661,39.63005448,0.485785073
-78.40620616,39.57853118,0.563060849
-78.43274929,39.58798559,0.563060849
-78.44801211,39.59088049,0.563060849
-78.42247881,39.54466025,0.563060849
-78.43369937,39.55277336,0.563060849
-78.43594951,39.5532928,0.563060849
-78.43811595,39.5526096,0.563060849
-78.45090623,39.55004423,0.563060849
-78.45523602,39.5509757,0.563060849
-78.45750043,39.55110765,0.558229912
-78.46061916,39.53738878,0.558229912
-78.46781957,39.51694632,0.558229912
-78.47222255,39.51581056,0.558229912
-78.47447949,39.51611832,0.558229912
-78.48712382,39.51866814,0.558229912
-78.49150585,39.51810879,0.558229912
-78.49846135,39.51876326,0.558229912
-78.50072498,39.51889048,0.558229912
-78.50748531,39.52012837,0.558229912
-78.51161595,39.5217214,0.558229912
-78.51368183,39.52250436,0.558229912
-78.5447803,39.52137294,0.558229912
-78.55856813,39.52127096,0.558229912
-78.56085569,39.52072056,0.558229912
-78.56297156,39.52008928,0.558229912
-78.59101507,39.53662007,0.558229912
-78.59328012,39.5367288,0.558229912
-78.59769874,39.53511884,0.558229912
-76.86510005,37.96349073,0
-76.86445024,37.95985126,0
-76.86478127,37.95808871,0
-76.80317401,37.98753586,0.011831226
-76.80447826,37.99336452,0.011831226
-76.80477202,37.99745137,0.011831226
-76.8078533,38.00155848,0.011831226
-77.28779471,38.34676881,0.008229313
-77.29225911,38.34683477,0.008229313
-77.29430373,38.34636225,0.008229313
-77.35541089,38.34661884,0.008229313
-77.35942189,38.34857816,0.008229313
-77.36117428,38.34968902,0.008229313
-77.36480129,38.35038764,0.008229313
-76.73071652,38.1629037,0.0045422
-76.72879973,38.15955257,0.0045422
-76.72839314,38.15780127,0.0045422
-76.70210666,38.0693743,0.0045422
-76.51648618,38.03438127,0.0013539
-76.52294892,38.03283776,0.0013539
-76.53894804,37.9822698,0.0013539
-76.4495341,37.99543722,0
-76.45109653,37.9940481,0
-76.45480793,37.99226288,0
-76.66683854,38.09997586,0
-76.51861092,37.97998889,0.885317773
-76.86625854,37.96698695,0
-76.86689131,37.96859902,0
-76.86778583,37.97020694,0
-77.22975754,38.23385496,0.012641975
-77.22572374,38.23531924,0.012641975
-77.22421428,38.23677159,0.012641975
-77.22359373,38.24002729,0.012641975
-77.27630069,38.23901639,0.034522687
-77.2759409,38.23726626,0.034522687
-77.27514634,38.23376743,0.034522687
-77.27504825,38.23187706,0.034522687
-77.27559442,38.22835223,0.034522687
-77.27634696,38.22658051,0.034522687
-77.27914537,38.22401214,0.034522687
-77.35280916,38.24719594,0.034522687
-77.35957786,38.24223666,0.055985893
-77.36179197,38.24180979,0.055985893
-77.36406186,38.24204726,0.055985893
-77.36560963,38.24291712,0.055985893
-77.36709907,38.24438285,0.055985893
-77.36877343,38.24570066,0.055985893
-77.38913548,38.24469298,0.055985893
-77.39487251,38.24717106,0.055985893
-77.40013164,38.25073991,0.055985893
-77.40188539,38.25194748,0.055985893
-77.40554267,38.25370168,0.055985893
-77.47275632,38.32005376,1.160033488
-77.47466172,38.32059022,1.160033488
-77.47646096,38.31968721,1.160033488
-77.48078648,38.31908215,1.160033488
-77.48303193,38.31952761,1.160033488
-77.48717794,38.32036496,1.160033488
-77.49084886,38.3223558,1.160033488
-77.49295426,38.32300098,1.160033488
-77.4971066,38.32472755,1.160033488
-77.4991862,38.32533197,1.160033488
-77.5014333,38.32581694,1.160033488
-77.50572096,38.32576912,1.160033488
-77.50793095,38.32517609,1.160033488
-77.51221317,38.3249724,1.160033488
-77.51643316,38.32297039,1.160033488
-77.51882233,38.32260242,0.942729531
-77.52309146,38.32202662,0.942729531
-77.52650498,38.31525839,0.942729531
-77.52591107,38.3118923,0.942729531
-77.52593828,38.31013469,0.942729531
-77.52914587,38.3086509,0.942729531
-77.53329963,38.30971453,0.942729531
-77.53535339,38.31023779,0.942729531
-77.53837838,38.31270423,0.942729531
-77.54009849,38.31401852,0.942729531
-77.54224127,38.3172158,0.942729531
-77.54266832,38.31896355,0.942729531
-77.54744064,38.32656376,0.942729531
-77.55253237,38.3298724,0.942729531
-77.55780171,38.33333911,0.942729531
-77.5621168,38.33405965,0.942729531
-77.56786822,38.33625457,0.942729531
-77.56850845,38.33786239,0.942729531
-77.56851005,38.33961936,0.942729531
-77.56750515,38.34126322,0.942729531
-77.56632527,38.34277576,0.942729531
-77.56733772,38.34585132,0.942729531
-77.57782768,38.34645178,0.942729531
-77.58006351,38.34658664,0.942729531
-77.58467328,38.34591355,1.643609921
-77.58628216,38.34463465,1.643609921
-77.59202111,38.33693925,1.643609921
-77.59512815,38.33431159,1.643609921
-77.59674335,38.33309367,1.643609921
-77.60063236,38.33148651,1.643609921
-77.60517764,38.33543115,1.643609921
-77.60368292,38.34032989,1.643609921
-77.60137458,38.34551697,1.643609921
-77.61128644,38.36313669,1.643609921
-77.61768208,38.36785946,1.643609921
-77.61799205,38.36960952,1.643609921
-77.61847153,38.37311276,1.643609921
-77.61934283,38.37822906,1.643609921
-77.61862907,38.38459717,1.643609921
-77.61980192,38.38632792,1.643609921
-77.62231325,38.38929913,1.643609921
-77.62454157,38.39013737,1.643609921
-77.62904322,38.39115625,1.599972682
-77.63217452,38.39321361,1.599972682
-77.63171363,38.39498093,1.599972682
-77.63309451,38.39805838,1.599972682
-77.6328804,38.39982016,1.599972682
-77.63183921,38.40511447,1.599972682
-77.63499212,38.40837731,1.599972682
-77.639473,38.40878999,1.599972682
-77.64139536,38.40969451,1.599972682
-77.64540442,38.41129612,1.599972682
-77.65134974,38.41417103,1.599972682
-77.65344757,38.41516869,1.599972682
-77.65761866,38.41648869,1.599972682
-77.65970839,38.41726116,1.599972682
-77.66178494,38.4176735,1.599972682
-77.66628171,38.41849924,1.599972682
-77.66819146,38.419045,1.599972682
-77.66995684,38.42033464,1.599972682
-77.6717179,38.42150542,1.599972682
-77.67364244,38.422449,1.599972682
-77.67589223,38.42289445,1.599972682
-77.68036973,38.42318592,1.599972682
-77.68255758,38.42381286,1.599972682
-77.68646901,38.42551618,1.599972682
-77.68871663,38.42589836,1.599972682
-77.69298425,38.42515931,1.599972682
-77.69519194,38.42446752,1.599972682
-77.69921685,38.42121361,1.599972682
-77.70761192,38.42121803,1.599972682
-77.70986281,38.42168855,1.599972682
-77.71430474,38.42102963,1.599972682
-77.71651946,38.42053422,1.599972682
-77.72076456,38.41921161,1.599972682
-77.72853594,38.41286802,9.00E-15
-76.47326856,37.63279715,0
-76.46899931,37.6318062,0
-76.46677866,37.63125574,0
-76.57849227,37.72016434,3.810498889
-76.58121479,37.72323714,3.810498889
-76.58241475,37.72470809,3.810498889
-76.58473831,37.72778617,3.810498889
-76.58820389,37.73247105,3.810498889
-76.58939734,37.73394201,3.810498889
-76.5918009,37.73701886,3.810498889
-76.59281978,37.73849214,3.810498889
-76.60218229,37.75427931,3.810498889
-76.60407648,37.75526473,3.810498889
-76.60820031,37.75699297,3.810498889
-76.61026307,37.75789307,3.810498889
-76.83102302,37.89941112,0.038595375
-76.83163469,37.89426481,0.038595375
-76.83529909,37.89083597,0.038595375
-76.86907893,37.87791423,0.038595375
-76.67514108,37.79581342,0.038595375
-76.67893223,37.79772411,0.038595375
-76.68082644,37.79861634,0.038595375
-76.81034754,37.9119628,0
-76.88547466,37.22708938,0.024537992
-76.88487532,37.23250658,0.024537992
-76.88258936,37.24295268,0.024537992
-76.88104728,37.24622178,0.024537992
-76.880352,37.24799032,0.024537992
-76.8785547,37.25126344,0.024537992
-76.87582899,37.25401049,0.024537992
-76.87399346,37.25501294,0.024537992
-76.87892503,37.30877147,0.024537992
-76.87738986,37.31004113,0.024537992
-76.8751686,37.31282883,0.024537992
-76.87443718,37.31459789,0.024537992
-76.87554032,37.32512521,0.024537992
-76.87439623,37.32852308,0.024537992
-76.87325534,37.33002824,0.024537992
-76.87389486,37.33326266,0.024537992
-76.87428035,37.33514921,0.024537992
-76.87381642,37.33867148,0.024537992
-77.00052919,37.41567975,0.126881614
-77.0063912,37.41305821,0.126881614
-77.01096442,37.41644218,0.126881614
-77.01223905,37.41625601,0.126881614
-77.01331223,37.41474039,0.126881614
-77.01522635,37.41388893,0.126881614
-77.01716786,37.41333824,0.126881614
-76.93783456,37.40617987,0
-76.9387685,37.40778679,0
-76.55647461,37.04610729,0
-76.55493218,37.0449107,0
-76.54227574,37.03236695,0
-76.62821578,37.09611451,0.024429611
-76.62655748,37.09275729,0.024429611
-76.62574382,37.09101086,0.024429611
-76.62415323,37.08765268,0.024429611
-76.6232722,37.08590715,0.024429611
-76.62248406,37.08429554,0.024429611
-76.62182643,37.08254694,0.024429611
-76.62122828,37.08079753,0.024429611
-76.62063337,37.07904806,0.024429611
-76.62005134,37.07729842,0.024429611
-76.61367489,37.07101551,0.024429611
-76.60976083,37.06943472,0.024429611
-76.60771604,37.06848001,0.024429611
-76.60396279,37.06651184,0.024429611
-76.71956703,37.18391926,0.024429611
-76.72094174,37.18254734,0.024429611
-76.72226236,37.18117619,0.024429611
-76.72377127,37.17966709,0.024429611
-76.72514051,37.17816001,0.024429611
-76.7263799,37.17678999,0.024429611
-76.72775436,37.175418,0.024429611
-76.73092198,37.17266784,0.024429611
-76.73493992,37.17253696,0.024429611
-76.73714686,37.17300162,0.024429611
-76.74139184,37.17392944,0.024429611
-76.74359983,37.17443646,0.024429611
-76.74581268,37.17515323,0.024537992
-76.74990107,37.1766071,0.024537992
-76.7539846,37.17784458,0.024537992
-76.75602538,37.17841821,0.024537992
-76.75806931,37.17912696,0.024537992
-76.76011266,37.17980864,0.024537992
-76.76215855,37.18059841,0.024537992
-76.76403918,37.18154562,0.024537992
-76.86377458,37.2246596,0.024537992
-76.86817032,37.22466758,0.024537992
-76.87036571,37.22457112,0.024537992
-76.87492316,37.22428273,0.024537992
-76.87712005,37.22424792,0.024537992
-76.88168282,37.22417549,0.024537992
-76.55646175,37.04745947,0
-76.55510484,37.04896449,0
-76.55283209,37.0521039,0
-76.55067618,37.09269244,0.024429611
-76.55410043,37.09508122,0.024429611
-76.55563992,37.09641304,0.024429611
-76.55765596,37.09963138,0.024429611
-76.56008237,37.10629459,0.024429611
-76.56399072,37.1082098,0.024429611
-76.56529834,37.10940935,0.024429611
-76.56431287,37.11292854,0.024429611
-76.56538087,37.11440164,0.024429611
-76.56812631,37.11720455,0.024429611
-76.5683651,37.11895899,0.024429611
-76.57959131,37.129876,0.024429611
-76.57794873,37.1310322,0.024429611
-76.57853024,37.13366355,0.024429611
-76.58056747,37.13418647,0.024429611
-76.5660989,37.15535762,0.024429611
-78.00096046,37.63446855,0.343937151
-78.00591056,37.63816246,0.343937151
-78.02665895,37.64208275,0.343937151
-78.03330835,37.64156293,0.343937151
-78.03769822,37.64229891,0.343937151
-78.03990565,37.64235308,0.343937151
-78.04432256,37.64240986,0.343937151
-78.04650912,37.64299113,0.343937151
-78.07241233,37.65828441,0.343937151
