x,y,Wavelength (m)
-91.37443446,34.73678277,5873.330039
-91.37432697,30.1794137,561096.4714
-91.37427022,29.69639046,506019.8647
-91.37401996,34.72504669,477028.1817
-91.37391928,33.98158793,559612.2438
-91.37362224,29.69798737,426143.323
-91.3734234,30.15349484,620660.0619
-91.37324713,35.27344607,610529.9604
-91.37320389,35.6379537,608820.5116
-91.37312417,29.80434337,41340.04513
-91.3730544,35.26659145,623284.8709
-91.37298571,35.40338102,560795.0602
-91.37292541,30.22890676,454192.3277
-91.37280383,31.32332059,501727.8785
-91.37271347,34.73598436,437402.6119
-91.3726315,35.25255713,507272.9487
-91.37230714,30.17909477,617925.6629
-91.37222297,29.70166185,41899.56425
-91.37207471,29.8027063,644510.5072
-91.37184172,35.49137176,217682.0884
-91.37141729,31.75816883,16413.45052
-91.37134053,35.63881562,389179.3465
-91.37115859,35.25421039,26113.45629
-91.37111857,35.40423552,501241.2268
-91.37106328,30.75150444,1735.140161
-91.37104082,35.41982248,63719.17179
-91.37090228,31.32390088,76093.66768
-91.37074198,34.73626456,455761.6717
-91.37063107,35.41805891,331342.1698
-91.37050221,31.75978082,577964.7839
-91.37044183,30.22613666,392621.0388
-91.37020556,35.28673949,52288.84268
-91.37018357,29.75642015,504996.2759
-91.36967335,30.75030151,614369.709
-91.36963551,35.2753719,66346.64217
-91.36951677,30.15430221,14458.00253
-91.36944639,35.40524975,507774.8825
-91.36934378,34.71570072,454258.1097
-91.3689987,31.32459839,78936.65471
-91.36892027,35.42479751,462357.6428
-91.36889072,35.47800876,160289.3646
-91.36882253,33.98490023,584710.5386
-91.36858235,30.22548865,470843.2937
-91.36839906,29.75526231,562316.6282
-91.3683197,35.27684176,639260.6982
-91.36811776,35.4978126,14422.69334
-91.36801364,35.40640243,7738.343183
-91.36778122,35.4282982,751.2570406
-91.36771236,35.41315105,79430.77181
-91.36757142,34.7147627,7125.066938
-91.36732304,35.47715633,63141.02474
-91.36719435,35.28196558,21924.49334
-91.3670946,35.28020615,14030.53374
-91.36706735,35.40800343,504558.9693
-91.36699097,30.74769655,391.2546847
-91.3669634,35.41151812,113382.9989
-91.36684157,31.7662287,582674.1452
-91.36657327,30.17729116,405597.1799
-91.3664767,35.40975349,2397.668868
-91.36591985,30.15575263,633532.6472
-91.36576599,29.71865892,44808.1441
-91.36527617,29.75323606,228294.6224
-91.36520107,31.76945503,551997.0198
-91.36492439,34.71188698,179497.8986
-91.36429552,30.15700534,79931.10591
-91.3641576,35.42991703,48234.26499
-91.36384635,29.72371155,406897.3994
-91.36366045,31.77471223,50225.46527
-91.36349749,30.17489252,49828.3474
-91.36343835,31.32709861,178287.2758
-91.36333538,31.77646704,376675.9411
-91.36321583,34.71082069,406.3271266
-91.36308553,31.78011712,78401.68508
-91.36270588,35.41511178,228535.5897
-91.3625375,29.72715638,1535.030931
-91.36237389,35.42890114,229121.8551
-91.36227008,31.78538361,1731.713209
-91.36205883,35.41334496,405038.7495
-91.36196645,35.42389196,403669.6325
-91.36172172,31.78713555,578503.3214
-91.36169783,30.22713198,405038.641
-91.36144477,35.42564292,584159.8721
-91.36143213,35.47470539,195.6535218
-91.36141074,35.4274005,410109.2219
-91.36132481,31.79064842,627587.4382
-91.36106344,29.78971241,116938.2975
-91.36104946,30.74017862,625855.5418
-91.36097475,35.41184268,361902.5973
-91.36089472,33.9911901,632231.3041
-91.3605306,29.73243822,296284.6587
-91.36048344,31.3296319,641925.3429
-91.36042057,35.49892531,130113.3745
-91.36022073,30.16080892,197.0474886
-91.35953208,35.49715521,591448.4515
-91.35946556,35.47385645,641370.4131
-91.359309,29.73565312,461176.2156
-91.35920807,31.33105897,1433.728464
-91.35896338,29.74853246,479846.5495
-91.35869419,35.64157415,53002.21304
-91.35846611,30.22465727,651960.5343
-91.35820147,29.78493981,56841.40914
-91.35813509,30.73527,626081.2498
-91.35800416,35.40909764,118850.386
-91.35783086,31.8029163,520472.1127
-91.35753612,30.73363849,182574.7776
-91.35707238,30.16282667,196.6347247
-91.35697229,30.7318721,46786.10681
-91.35669131,29.74254184,443204.2101
-91.35661695,34.71322505,630650.2799
-91.35656701,35.40774378,323390.1861
-91.35640686,31.80817486,9015.093998
-91.35634136,35.48872738,120010.8694
-91.3562593,30.73010381,639297.8746
-91.35616086,29.74584313,109730.9138
-91.35599326,29.74437875,637446.4184
-91.35580933,35.47209554,552054.6456
-91.3555965,34.70354733,85182.47544
-91.35554996,34.70689184,504803.8866
-91.35549817,30.1688376,110606.9238
-91.35548695,35.7004862,615958.7257
-91.3548135,35.70206367,609563.452
-91.35472495,30.22470959,32798.02439
-91.35453604,35.40743535,608974.8432
-91.3544888,35.69519866,2050.211814
-91.35432667,35.42585263,432149.4571
-91.35413202,31.8131518,2931.121388
-91.35404402,35.45218322,402732.3333
-91.35385961,35.43094135,26876.29695
-91.35346418,35.693616,30784.96734
-91.3531546,35.70748615,112435.6202
-91.35297204,34.68359426,554810.0412
-91.35290324,30.72356555,496348.3732
-91.35269676,30.22484136,528345.3232
-91.3524407,35.46975063,582362.8223
-91.35238505,35.45627167,2334.516783
-91.35235932,35.44877941,527026.6585
-91.3521687,30.7219323,1847.68887
-91.35186103,35.43218141,554657.704
-91.35120474,35.70448444,1680.317539
-91.35119127,35.44727589,555050.8201
-91.35115321,30.7184009,25725.90877
-91.35097976,35.67837461,54999.5355
-91.35067924,30.22433392,429528.6869
-91.35052655,31.81987041,54606.68442
-91.35032571,30.71487187,402238.6646
-91.35021102,35.43322529,526643.83
-91.35001445,35.44577225,525443.5733
-91.34987991,30.71310695,84654.7029
-91.34980095,34.68530959,441721.1525
-91.34972002,34.68113742,442396.7994
-91.34967057,30.7112097,106382.9708
-91.34951556,35.63678754,196.3932532
-91.34927998,30.70944548,609240.7588
-91.34919426,30.16390972,552801.9104
-91.34905369,35.67532682,583992.0872
-91.34902222,35.4099759,26795.69745
-91.34864826,35.43461807,524062.6552
-91.34844475,30.7022625,527198.3179
-91.34786946,30.69873667,524235.4084
-91.34779019,35.41152776,443238.9315
-91.34776996,34.68040152,24984.44614
-91.34771031,35.63596583,317926.307
-91.34768793,31.82443398,9006.92912
-91.34761098,35.71687608,228188.2891
-91.34755169,29.77459308,618243.1678
-91.34749405,30.16312862,660922.4302
-91.34729712,35.71173313,588887.5177
-91.34715949,35.453171,113236.8792
-91.34699823,34.69451359,582227.0016
-91.34696194,30.22296078,319302.6241
-91.34687797,31.82618243,580871.5176
-91.34675851,35.44099453,405005.0551
-91.34663244,35.4643881,31058.82296
-91.34659575,35.71999941,24461.97546
-91.34628654,35.68413276,488100.4836
-91.34611205,31.33533822,29581.24241
-91.34607175,35.41840115,484303.1304
-91.34604194,35.68588736,698.290304
-91.34592462,35.42467397,187319.4018
-91.3457357,34.00317624,82894.47084
-91.34564908,34.68002368,184914.9983
-91.34562217,35.66428834,317300.1245
-91.34540283,31.8296812,27192.73914
-91.34526658,35.42001292,427194.2502
-91.3452436,35.66721489,526540.4476
-91.34516322,30.69004124,606034.9787
-91.34493308,30.22313495,196.8051162
-91.34448353,30.68827332,578695.7276
-91.34436322,35.42162334,72076.74141
-91.34421312,31.33574674,399239.498
-91.34398791,31.83521032,372893.6906
-91.34373922,34.68549244,241405.3408
-91.34361262,34.00378147,629.9186518
-91.34352448,34.67983381,420763.3254
-91.34304817,30.2240175,115300.2829
-91.34252887,35.71558913,581694.0287
-91.34247139,35.44943996,114521.1768
-91.34243539,34.6868326,30161.37179
-91.34236481,35.72038294,446101.9848
-91.34225721,30.67944862,488061.347
-91.34215796,31.33607331,560426.7445
-91.3420585,35.7138247,462300.24
-91.34190929,35.48896803,113919.2899
-91.3417499,34.69047498,165289.7343
-91.34165648,34.00415188,108383.7307
-91.34149664,35.66409815,420723.2259
-91.34132162,30.22474812,555269.5785
-91.34100759,30.67604947,7298.092825
-91.34070714,30.15918854,531257.3266
-91.3406356,35.44839341,57340.22192
-91.34037725,30.67428216,22740.532
-91.340065,35.65267415,73963.51411
-91.3399497,31.33870467,480035.7471
-91.33961108,31.34045939,174709.6016
-91.33957214,29.7692688,365061.1473
-91.33951036,34.61984447,50698.30967
-91.33945234,30.22469738,6675.865819
-91.33926812,34.67981452,7434.034929
-91.3390153,30.15791661,93920.63785
-91.33894537,35.5235141,588816.1229
-91.33885082,35.44731765,3567.280354
-91.33862581,35.49146882,92660.70745
-91.33860944,34.61493616,406179.4329
-91.33832729,31.84271359,102120.2479
-91.33819244,35.53229375,409173.3762
-91.33810632,35.51836375,541354.7864
-91.33788846,30.66924321,13383.29622
-91.33756079,35.6385874,539216.059
-91.33749692,35.51308133,8223.81417
-91.33744407,35.71246284,16257.85483
-91.33733549,35.65912745,24469.79425
-91.33730955,35.49264794,610945.1175
-91.33712509,30.17093919,5150.691567
-91.33705225,35.4463787,494620.116
-91.33689381,34.61416697,531958.0723
-91.33673902,30.6677399,495796.1225
-91.33650296,30.16037499,75390.329
-91.33632583,31.34497965,43775.6976
-91.33619449,29.76713301,466470.4305
-91.33584658,35.53533565,471825.2629
-91.33545673,34.00559207,11542.54364
-91.33538876,35.63902361,428216.9447
-91.33533004,30.1588714,1158.799533
-91.33517277,35.64943324,503301.0471
-91.33500604,34.68008095,654947.3717
-91.33466247,29.76596781,503844.4956
-91.33456487,30.15398955,541168.9362
-91.33440556,34.62734884,391.1333483
-91.33415696,30.15750314,441103.1405
-91.33385136,30.66487003,504522.6389
-91.33351467,34.68968639,57022.66087
-91.33315501,30.1526291,106798.868
-91.33302646,35.64907255,594871.7408
-91.33282417,35.49642842,22568.46929
-91.33275633,35.44633747,89973.64439
-91.33252523,34.68818512,93039.94162
-91.3323127,34.61054928,448018.0657
-91.33215135,30.66358877,496386.5482
-91.33180436,30.15145344,372165.4236
-91.33153531,34.00679236,504341.9807
-91.33144397,34.68201382,296000.7245
-91.33129412,31.34778477,534.3370145
-91.33115117,34.68681383,362862.7161
-91.33103828,34.6074211,497146.3416
-91.33094515,30.22089268,115892.8352
-91.33088458,35.64849939,613961.6313
-91.33071487,35.73617863,555035.7493
-91.33060374,30.66255123,117192.6837
-91.33049662,34.68342365,442488.8738
-91.33039261,34.63747823,95179.65784
-91.33035585,35.53843316,6242.763796
-91.33029037,34.69355768,466390.1235
-91.32947878,31.34879856,106180.1571
-91.32925101,35.64738589,462411.025
-91.32915574,35.50268847,422748.3176
-91.32906977,31.84979051,6062.726328
-91.32899184,35.44822632,432565.4399
-91.32873721,35.7355742,160227.9724
-91.3285941,34.00888054,122136.0532
-91.32848658,34.63841238,472857.1959
-91.32838217,29.76115151,122891.989
-91.32825246,35.74236486,41732.96719
-91.32814879,30.13604342,116733.8479
-91.32801896,34.69373165,624283.1686
-91.32747476,35.74404888,76058.74143
-91.32740244,34.01048748,622627.4874
-91.32705435,30.15091658,421733.9728
-91.32703038,30.22200407,621151.4778
-91.32697498,35.73078972,500072.4861
-91.32691889,34.7142111,192077.0561
-91.32685373,34.00534006,114821.0475
-91.32674149,35.7456614,66618.48933
-91.32638937,34.6037814,23185.39384
-91.32624143,35.53738442,94732.46398
-91.32607861,35.45477371,466043.4784
-91.32597345,31.35086377,570163.8135
-91.32592738,30.33292846,113120.8919
-91.3257994,30.33468616,17220.36803
-91.32558971,30.17823597,408464.6326
-91.32554235,34.0039696,3420.049061
-91.32549643,30.14751328,408058.3211
-91.3254817,30.3383361,21438.18551
-91.32543987,30.3400949,485418.4824
-91.32520587,34.69890457,485779.6381
-91.32512842,34.70390767,76291.75975
-91.32510051,34.01356717,484966.6564
-91.32505693,30.347398,422068.6383
-91.32500321,30.22207742,602.4811109
-91.32496472,30.35281016,11343.67521
-91.32456122,30.32397893,812.9033333
-91.32452816,30.36011256,4413.995493
-91.32445926,30.36363034,476366.7437
-91.32436546,34.63936825,484592.2332
-91.32424651,34.71677652,500833.5883
-91.32422387,30.14032416,483583.5134
-91.32400147,30.37269178,26062.96914
-91.32397146,30.37445073,68479.66907
-91.32394393,29.75753126,21752.85751
-91.32373796,30.17904238,62663.75236
-91.32350857,30.32044675,22761.51788
-91.3234734,30.38351163,592859.2251
-91.32331223,35.64616742,406.258049
-91.32312118,30.3871611,603843.7117
-91.32298248,30.22177188,994.0737755
-91.32295969,30.39609097,10802.83639
-91.32290199,30.31881497,391.5711404
-91.32287281,30.3996085,476741.6164
-91.32279431,34.60143819,1190.303044
-91.3227671,30.38891587,439132.5621
-91.32272178,30.65666131,994.100906
-91.32262489,30.39784599,53006.59036
-91.32249828,30.18049718,798.6742392
-91.32247246,30.39067141,607840.7321
-91.32230899,35.64079841,1358.076428
-91.32221037,30.40287117,477510.8267
-91.32218216,31.35126529,71866.97022
-91.3220867,29.75728214,130149.9699
-91.32189971,30.18211356,472283.4784
-91.32155649,33.99985741,608221.453
-91.32144159,35.64583484,77857.26864
-91.3214011,34.69925795,608026.3563
-91.32136853,30.18386614,316905.616
-91.32125407,31.85245939,619386.3303
-91.32118108,35.74788276,176953.6139
-91.32113072,30.2628653,127703.1674
-91.32105333,34.60071094,15499.07183
-91.32091765,30.12363541,13164.45293
-91.32079528,34.71896869,16089.81775
-91.32072858,30.26817204,77869.46254
-91.32069634,34.01945861,15366.55077
-91.32067073,30.40621148,433879.4169
-91.32055014,30.12187132,14975.43874
-91.32031535,30.27168544,1653.145897
-91.32021862,30.13672171,1747.792783
-91.32017731,30.25598482,135158.412
-91.32013953,31.35086483,15126.03322
-91.32008482,30.12010598,119939.0567
-91.31985485,30.27343888,14342.08583
-91.31979834,30.24894253,591724.6374
-91.31956306,35.58896742,5017.259484
-91.31949766,30.20387193,588004.093
-91.3194246,30.30686095,210.7327714
-91.31936755,30.20576497,11058.3552
-91.3192249,30.20752251,489162.1008
-91.31910563,34.59996278,49778.85827
-91.31899907,30.65469155,67123.87851
-91.31896274,33.99698148,49583.67528
-91.31875583,30.20927586,410966.0486
-91.31869341,30.30522754,8185.007249
-91.31852235,30.13574902,20986.80925
-91.31837816,30.11670069,30451.04379
-91.31834252,30.40929415,431771.0653
-91.31823707,33.99534842,576027.0029
-91.31815734,35.58380909,294400.5275
-91.31809243,31.35071558,105083.0064
-91.31797401,34.6398367,123209.8059
-91.31769436,30.24390813,491825.5491
-91.31767159,30.22171283,5755.153004
-91.31761974,30.19220894,500903.4452
-91.31748129,34.72138445,5558.864568
-91.3173889,30.24214485,319298.5586
-91.31727958,31.85308982,14116.70219
-91.31725559,30.11533293,305727.7105
-91.31715269,34.59947601,603049.7126
-91.31707646,35.53259589,67609.27481
-91.31703162,33.99213434,570192.3547
-91.31695417,30.41049425,75126.75804
-91.31686836,34.6670064,582057.9412
-91.31666621,35.63918578,504398.1369
-91.31665063,30.13594157,12984.50766
-91.31653493,35.75582706,17892.62937
-91.31648222,30.29667306,121027.8024
-91.31624639,34.66862079,6433.431814
-91.31614563,30.23888082,2362.740808
-91.31558269,34.68984555,6055.430827
-91.31552877,30.29327744,493162.263
-91.31547843,30.25971383,489229.9639
-91.31540473,34.68808487,16915.17838
-91.31537268,30.41166477,495482.4207
-91.31532524,30.23711092,26903.73839
-91.31526572,30.65334406,499517.1029
-91.31523752,34.72432887,133623.7943
-91.31520766,31.85370154,5796.569658
-91.31517184,34.67225764,241435.9626
-91.31514481,34.02254777,75808.7239
-91.31511323,33.9912594,73891.37042
-91.31508335,34.68632221,418304.0261
-91.31496675,30.23358759,490179.789
-91.31477949,30.28298239,572.8107604
-91.31474281,30.22844197,489983.4754
-91.31470119,34.6845587,6824.514305
-91.31464303,30.28974734,506315.2135
-91.31462086,30.13627256,595449.1239
-91.31452218,35.63873336,610779.4072
-91.31434297,35.62297223,107213.0184
-91.31430374,34.67562684,14728.164
-91.31422397,35.75527697,5615.582021
-91.31416466,34.72607224,124008.9633
-91.31412471,34.64129059,494424.9263
-91.31411772,30.28459787,4017.700643
-91.31408574,34.67738205,2915.917098
-91.31394183,30.25840386,488613.3583
-91.31389125,30.28811365,3111.168468
-91.3137001,30.28635184,13870.50916
-91.31348095,30.41271398,486837.9936
-91.31331753,34.65967194,160457.0284
-91.31313928,31.8541174,74563.68082
-91.31306239,33.98985806,191179.7313
-91.31258894,30.13672851,181670.04
-91.31255858,35.62182033,13434.79791
-91.31224387,30.2574148,14821.92509
-91.31207385,35.75496734,55719.39265
-91.31185586,29.75688127,628670.5896
-91.31183983,30.10754918,650164.1047
-91.31178047,35.59737808,34067.6575
-91.31159229,30.41358276,416669.5513
-91.31107352,31.85438893,397762.5713
-91.31104581,33.98672838,434626.4075
-91.31050215,35.75868652,181995.1543
-91.31040991,35.62161119,197451.2303
-91.31032305,33.98496006,4888.949359
-91.3101743,35.57769322,470672.5968
-91.30983981,29.75685552,93907.35803
-91.30959767,34.73411292,668880.7322
-91.30936283,35.76548588,113888.11
-91.30932841,35.75718254,111183.3272
-91.30927402,34.76671363,631256.1058
-91.30924001,30.0865384,519385.2859
-91.30908694,30.10101757,508982.7556
-91.30906578,34.65878737,195.9460506
-91.30902352,30.09925736,312199.8686
-91.30901503,31.85426107,519776.4503
-91.30894791,34.7684673,323822.1926
-91.30889789,34.76319201,85045.38464
-91.30847704,35.53243949,602.9825746
-91.3084075,34.75777535,606826.8122
-91.3081681,30.08124643,587.7991078
-91.3080002,34.75249508,518097.1724
-91.30788132,34.73537122,85777.02934
-91.30786049,33.98195044,554214.2504
-91.30782422,29.75680268,434407.8349
-91.30769788,30.07961632,178584.5552
-91.30763338,31.3610477,63600.01296
-91.30748118,30.65094234,358564.5099
-91.30729483,34.58207276,446103.9447
-91.30727745,34.65834393,18578.78884
-91.30723882,34.74896809,12632.64005
-91.30721386,34.77182435,17991.91447
-91.30709445,34.58734472,515788.0788
-91.3069543,30.13844239,502193.3786
-91.30676209,30.07608548,495446.9596
-91.30672245,34.5890978,439470.7014
-91.30667076,34.0238999,109813.0455
-91.30661066,35.57556066,168063.5372
-91.30646198,35.53363343,89292.54571
-91.30638328,34.77343574,9900.439859
-91.30624919,35.62257019,521433.6732
-91.30600193,30.08933878,616170.3065
-91.30595643,30.08744347,501107.6646
-91.30592223,34.59084493,36836.91965
-91.30581228,29.7565333,438669.2179
-91.3054588,30.65023033,470068.0925
-91.30512221,33.97920751,439375.2972
-91.30491895,34.59718772,433624.391
-91.30490655,30.08391115,19978.4341
-91.30455814,34.77665623,438627.8858
-91.30439142,34.02415446,380045.7598
-91.30416044,31.3626627,401625.3668
-91.30405027,30.41630891,359899.9557
-91.30378499,34.59568422,396487.7642
-91.30368488,33.97800281,112876.483
-91.30337499,35.60966628,427308.6908
-91.30304452,30.13944108,417891.9865
-91.30296483,31.85569587,600936.6586
-91.30268577,35.53772224,198509.1155
-91.3024772,30.0724663,168465.0795
-91.30227507,34.02438161,38361.20671
-91.30216334,30.41706931,168828.3922
-91.30205445,35.54098592,486088.1172
-91.30198886,34.78365318,605105.6198
-91.30181313,30.10525452,559726.7535
-91.30148545,29.75556521,605887.3032
-91.30134379,35.54800787,644227.5762
-91.30131638,35.54273352,391.7495409
-91.3011202,35.54448874,601477.6319
-91.3010177,30.13959273,589013.0629
-91.30093405,30.25331858,602636.8544
-91.30072789,35.55314694,592315.6029
-91.3003173,35.57415583,609685.8223
-91.30017145,30.07627107,172495.8713
-91.30015875,34.02460614,143221.7525
-91.30005711,31.36284808,5397.942186
-91.29998815,33.97611582,352887.298
-91.29989567,34.53287411,469880.6284
-91.29947643,29.75512563,119775.5828
-91.2992528,35.60883155,42760.67137
-91.29899937,30.13924952,114746.3514
-91.2989325,34.57805226,50792.74702
-91.29889396,30.59552644,443123.9032
-91.29886979,30.59742071,602.4630907
-91.29880832,30.60093843,58558.77882
-91.29876128,30.07138066,602.4494754
-91.29871371,30.6063503,633898.018
-91.2985724,35.76575739,20909.50926
-91.29839064,30.41851785,490218.4749
-91.29817882,31.36207005,395943.5075
-91.29805568,33.97532262,139424.3333
-91.29795092,30.10960569,5511.985575
-91.29787984,34.0248374,53307.54785
-91.29766747,30.58847335,61673.77489
-91.29735714,34.57885981,558783.8931
-91.29728136,35.6080915,501528.8021
-91.29716776,30.07357054,119996.5327
-91.29708411,34.53014924,7239.319361
-91.29698628,30.13860215,432461.502
-91.29678,30.64529924,7561.324908
-91.2967505,30.07067793,79660.89328
-91.29662298,31.36090194,497373.7684
-91.29646594,34.53864207,290985.1349
-91.29611676,33.97485393,433559.5633
-91.29541421,30.64392806,434377.9107
-91.2953139,30.07278862,98953.08191
-91.29529021,29.75502147,501969.9221
-91.29526452,34.58204052,55251.02188
-91.29520023,30.25134757,358707.1822
-91.29506718,31.35973382,178844.2572
-91.29499747,31.85792552,359338.9962
-91.29491962,34.58771618,138170.9162
-91.29491273,30.61672074,445445.8875
-91.29484205,30.58622599,60858.69672
-91.29473897,30.07002027,3574.937962
-91.29456097,30.61834006,38968.58853
-91.29430356,30.42007945,373591.1112
-91.29401621,33.97435076,104061.491
-91.2935961,31.35487546,291810.9427
-91.29354924,31.35298045,122963.4883
-91.29350394,30.2502807,177875.0631
-91.29327229,29.75510888,596267.3211
-91.29317291,35.60661668,533717.1616
-91.29306152,34.54954979,554920.6183
-91.29299984,30.62170275,299631.3919
-91.29293654,31.85792751,61481.2623
-91.29288225,30.0694097,135673.4252
-91.29284983,30.63915797,498336.5767
-91.29231627,34.54602286,1763.622176
-91.29212208,30.62331515,181.1807538
-91.29198993,34.54439529,373001.4811
-91.29191204,33.97402914,963.3106967
-91.29181306,34.55304882,434409.9832
-91.29159853,30.07167572,2137.51044
-91.29152933,34.57225032,62778.43007
-91.29147216,30.63562137,439400.6679
-91.2914073,30.62506501,98001.46365
-91.29125324,29.75526327,437442.8614
-91.29119155,34.55466312,97805.20485
-91.29118569,30.63385835,135160.392
-91.29105153,35.76882403,555547.2959
-91.29103928,35.6244018,577054.0174
-91.29095163,30.5850833,121977.4715
-91.29094162,34.52866454,554956.235
-91.29088689,35.57031718,434353.6566
-91.29086235,30.6268171,109014.121
-91.29082868,34.59103115,437442.8409
-91.29073846,34.55641503,2483.435473
-91.29069681,34.56872217,436855.7278
-91.29058482,30.6320912,963.3401298
-91.29054144,34.57737596,23439.92274
-91.29053063,30.42152776,439580.9322
-91.29047979,30.62857132,460490.8178
-91.29037874,34.55816823,549706.7898
-91.29031382,35.56664885,118887.5244
-91.29022129,35.62614815,606875.9597
-91.29007467,30.11501428,118496.5882
-91.29004529,34.56168006,429565.7843
-91.28980501,33.97385172,59648.78723
-91.28941217,34.02584834,469596.0837
-91.28923418,29.75541763,193693.499
-91.28891466,35.76581868,30950.84889
-91.28866512,29.47738269,628902.7954
-91.28849554,30.11631459,684840.9213
-91.28836033,35.62938522,630466.7868
-91.28793872,35.77986819,16932.24286
-91.28783757,35.78148945,615808.6442
-91.28777598,30.24799033,132695.0081
-91.28726262,34.58947536,420569.9941
-91.28713444,34.02601758,304271.6461
-91.28694493,31.85616916,194417.9697
-91.28681359,35.77249593,159534.0318
-91.28675618,30.42305713,138458.7268
-91.28671046,34.52870571,579621.7778
-91.2865502,35.62986433,489653.7776
-91.28636464,30.13009111,2197.046261
-91.28577425,35.61012802,610233.2139
-91.28565318,35.61188426,114338.3382
-91.28558551,34.58301395,195.5449998
-91.28555734,35.61364087,113947.3384
-91.28548017,35.60661562,18154.17736
-91.28540203,35.77672187,609799.0328
-91.28521748,30.12872277,132691.5897
-91.28511243,34.58473849,41582.4484
-91.2850502,29.75518299,195.4512945
-91.28493618,34.58649425,233814.1543
-91.28489533,31.85556166,114716.9673
-91.28471574,35.61700959,55808.65538
-91.28434539,31.35422628,474128.1967
-91.28425231,31.35786301,492147.7067
-91.28418813,35.77524412,492540.9942
-91.28411147,35.78241381,491938.9319
-91.28408608,31.35610172,587112.958
-91.28382507,30.5083125,93984.25636
-91.28379452,30.51183065,83847.31347
-91.28303514,29.75510271,9733.117282
-91.28298494,30.42439697,653101.4109
-91.28279552,35.62198567,595330.7941
-91.28233722,35.77232002,17917.28699
-91.28212202,35.78293866,615070.0528
-91.28171258,30.247077,586436.5435
-91.28155209,30.51491365,414922.8644
-91.28135215,33.97437546,83730.28012
-91.28122023,29.76275519,236014.6198
-91.28111543,31.85422975,178182.8256
-91.2804934,31.36339142,264559.1982
-91.28046207,29.47766491,95632.40574
-91.28033194,30.50431484,562394.8774
-91.28031143,34.52972094,586474.4745
-91.28017235,35.77268058,446792.0791
-91.27996749,30.51613777,615127.9261
-91.27968895,30.24691768,384999.1328
-91.27923647,33.974628,420933.092
-91.27895838,34.02820668,469775.2582
-91.27885603,29.75458436,392353.6864
-91.27846822,30.50364967,84893.11308
-91.27838591,30.51718868,114191.6392
-91.2782933,29.47785342,446699.8932
-91.27802357,34.52994374,105637.1106
-91.27732091,30.42680339,61810.28333
-91.27712452,33.97469506,73826.90145
-91.2768758,29.76360808,384788.2882
-91.27680677,30.51809887,90651.125
-91.27653132,30.57793727,1655.07907
-91.27644389,30.50323111,36714.51316
-91.2757709,30.24812669,107619.4363
-91.27525785,29.53647368,414817.5118
-91.2750183,33.97447876,696255.4878
-91.27496416,35.79101454,469821.3005
-91.27483285,29.75402151,695880.8571
-91.27468066,29.53983903,33813.85702
-91.27456791,30.05777517,767.3998857
-91.27454389,29.53294539,64472.06918
-91.27442357,29.47861537,392.605503
-91.27394345,29.52941857,562181.7675
-91.27379902,34.52875701,110294.5978
-91.2733307,30.52020727,556708.4889
-91.27302203,29.52778244,390705.7034
-91.27292126,34.02996027,258981.7383
-91.27287196,31.85424433,476049.6366
-91.27282448,29.75355318,150394.7563
-91.27238047,30.50323143,531468.3014
-91.2720213,34.52779233,112521.116
-91.27185831,29.49244167,561333.9026
-91.27177384,29.48526715,602.9521404
-91.27166738,29.48702529,6312.361427
-91.2713259,29.5419718,121081.5319
-91.27111435,30.57471422,23473.21005
-91.27097554,29.75283427,142469.7412
-91.27080572,31.85453582,55591.57568
-91.27005634,30.2522196,148316.0119
-91.26985658,30.52219652,616422.8772
-91.26980517,35.78961519,59296.53329
-91.26977943,29.98952913,700251.206
-91.26965211,29.49918036,797.956933
-91.26941518,29.99669727,119626.3361
-91.26925384,30.5737971,392.0126366
-91.26920976,29.99317577,64439.01793
-91.2691363,29.9949342,52506.42225
-91.26904325,29.52150472,1175.338724
-91.2689982,29.984376,59860.53925
-91.26894158,30.05923863,7608.089873
-91.26890564,30.05272033,62181.5002
-91.26858318,29.50065526,22778.10533
-91.26826514,30.25733859,111648.1679
-91.26815419,30.50360323,28459.34555
-91.2679203,30.00168511,50359.57542
-91.26783658,30.05121754,53832.35225
-91.26766423,29.51810307,58070.80322
-91.26754988,30.57287405,82486.33378
-91.26744162,30.25908703,57321.22006
-91.2673667,30.05795113,82682.94798
-91.26715051,29.51633687,61648.82735
-91.26693516,29.50415282,82862.75559
-91.26677927,30.26070226,180.432713
-91.26668061,29.50577367,55261.04325
-91.26660729,29.76428613,602.0307047
-91.26623772,29.51118178,26786.27466
-91.26617454,30.00491023,558282.2073
-91.26600582,34.52629323,3043.772612
-91.26585176,29.97756768,62167.11653
-91.26583406,33.96783908,503790.985
-91.26564612,34.5031784,412303.9334
-91.2653586,30.26406677,500567.6501
-91.26533789,30.00652326,412122.2283
-91.26518538,33.9662068,2426.19313
-91.26493222,29.9847285,467763.2961
-91.26467754,29.76423684,1160.47842
-91.26465451,29.97430379,527892.1736
-91.26457521,34.50635123,444196.836
-91.26447181,33.96457361,443237.4379
-91.26434105,30.52469979,444784.9523
-91.26428151,29.96902068,61662.35956
-91.26427017,29.97077993,210.9912619
-91.26423452,29.96712532,66779.0391
-91.26414853,30.5706635,196.046063
-91.26410526,29.96536421,68165.49743
-91.26399966,29.95832522,51927.62486
-91.26395794,30.43183587,10620.67052
-91.26351144,30.05373189,42271.41823
-91.26344734,30.052107,376.7874229
-91.26341287,30.05034716,33627.60637
-91.26326867,29.75002645,10630.86508
